Id	名字	图标		1男0女	职业	普攻	技能					初始怒气					
124106023	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124106024	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124106025	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124106031	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124106032	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124106033	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124106034	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124106035	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124106041	匈奴大将	wujiang3	122	1	QI	13110002	13100205										
124106042	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124106043	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124106044	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124106045	匈奴大将	wujiang2	123	1	GONG	13110004	13100102										
124106051	匈奴大将	wujiang3	122	1	QI	13110002	13100205										
124106052	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124106053	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124106054	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124106055	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
105010401	镇守将领	wujiang4	110	1	CHE	13110003	13100207										
105020401	镇守将领	wujiang1	103	1	BU	13110001	13100203										
105030401	镇守将领	wujiang21	109	1	BU	13110001	13100203										
105040401	镇守将领	wujiang5	128	1	XIE	13110005	13100101										
105050401	镇守将领	wujiang19	107	0	CHE	13110003	13100207										
105010402	镇守将领	wujiang18	101	0	QI	13110002	13100205										
105020402	镇守将领	wujiang22	105	1	GONG	13110004	13100102										
105030402	镇守将领	wujiang27	102	1	GONG	13110004	13100102										
105040402	镇守将领	wujiang10	111	0	XIE	13110005	13100101										
105050402	镇守将领	wujiang8	104	0	QI	13110002	13100205										
105010403	镇守将领	wujiang20	106	0	XIE	13110005	13100101										
105020403	镇守将领	wujiang23	112	0	QI	13110002	13100205										
105030403	镇守将领	wujiang29	119	0	CHE	13110003	13100207										
105040403	镇守将领	wujiang4	110	1	CHE	13110003	13100207										
105050403	镇守将领	wujiang24	120	1	CHE	13110003	13100207										
105010404	镇守将领	wujiang17	108	0	GONG	13110004	13100102										
105020404	镇守将领	wujiang26	118	1	BU	13110001	13100203										
105030404	镇守将领	wujiang8	104	0	QI	13110002	13100205										
105040404	镇守将领	wujiang29	119	0	CHE	13110003	13100207										
105050404	镇守将领	wujiang5	128	1	XIE	13110005	13100101										
105010405	镇守将领	wujiang6	115	1	BU	13110001	13100203										
105020405	镇守将领	wujiang29	119	0	CHE	13110003	13100207										
105030405	镇守将领	wujiang25	127	1	XIE	13110005	13100101										
105040405	镇守将领	wujiang28	126	0	QI	13110002	13100205										
105050405	镇守将领	wujiang4	110	1	CHE	13110003	13100207										
105010406	镇守将领	wujiang19	107	0	CHE	13110003	13100207										
105020406	镇守将领	wujiang8	104	0	QI	13110002	13100205										
105030406	镇守将领	wujiang10	111	0	XIE	13110005	13100101										
105040406	镇守将领	wujiang7	121	1	GONG	13110004	13100102										
105050406	镇守将领	wujiang29	119	0	CHE	13110003	13100207										
105010407	镇守将领	wujiang1	103	1	BU	13110001	13100203										
105020407	镇守将领	wujiang27	102	1	GONG	13110004	13100102										
105030407	镇守将领	wujiang3	122	1	QI	13110002	13100205										
105040407	镇守将领	wujiang2	123	1	GONG	13110004	13100102										
105050407	镇守将领	wujiang27	102	1	GONG	13110004	13100102										
105010601	镇守将领	wujiang16	113	0	BU	13110001	13100203										
105020601	镇守将领	wujiang23	112	0	QI	13110002	13100205										
105030601	镇守将领	wujiang16	113	0	BU	13110001	13100203										
105040601	镇守将领	wujiang20	106	0	XIE	13110005	13100101										
105050601	镇守将领	wujiang8	104	0	QI	13110002	13100205										
105010602	镇守将领	wujiang25	127	1	XIE	13110005	13100101										
105020602	镇守将领	wujiang4	110	1	CHE	13110003	13100207										
105030602	镇守将领	wujiang3	122	1	QI	13110002	13100205										
105040602	镇守将领	wujiang25	127	1	XIE	13110005	13100101										
105050602	镇守将领	wujiang19	107	0	CHE	13110003	13100207										
105010603	镇守将领	wujiang21	109	1	BU	13110001	13100203										
105020603	镇守将领	wujiang16	113	0	BU	13110001	13100203										
105030603	镇守将领	wujiang29	119	0	CHE	13110003	13100207										
105040603	镇守将领	wujiang24	120	1	CHE	13110003	13100207										
105050603	镇守将领	wujiang29	119	0	CHE	13110003	13100207										
105010604	镇守将领	wujiang2	123	1	GONG	13110004	13100102										
105020604	镇守将领	wujiang20	106	0	XIE	13110005	13100101										
105030604	镇守将领	wujiang24	120	1	CHE	13110003	13100207										
105040604	镇守将领	wujiang3	122	1	QI	13110002	13100205										
105050604	镇守将领	wujiang5	128	1	XIE	13110005	13100101										
105010605	镇守将领	wujiang28	126	0	QI	13110002	13100205										
105020605	镇守将领	wujiang25	127	1	XIE	13110005	13100101										
105030605	镇守将领	wujiang29	119	0	CHE	13110003	13100207										
105040605	镇守将领	wujiang4	110	1	CHE	13110003	13100207										
105050605	镇守将领	wujiang21	109	1	BU	13110001	13100203										
105010606	镇守将领	wujiang6	115	1	BU	13110001	13100203										
105020606	镇守将领	wujiang3	122	1	QI	13110002	13100205										
105030606	镇守将领	wujiang21	109	1	BU	13110001	13100203										
105040606	镇守将领	wujiang22	105	1	GONG	13110004	13100102										
105050606	镇守将领	wujiang25	127	1	XIE	13110005	13100101										
105010607	镇守将领	wujiang9	114	0	CHE	13110003	13100207										
105020607	镇守将领	wujiang2	123	1	GONG	13110004	13100102										
105030607	镇守将领	wujiang7	121	1	GONG	13110004	13100102										
105040607	镇守将领	wujiang5	128	1	XIE	13110005	13100101										
105050607	镇守将领	wujiang23	112	0	QI	13110002	13100205										
105010608	镇守将领	wujiang23	112	0	QI	13110002	13100205										
105020608	镇守将领	wujiang18	101	0	QI	13110002	13100205										
105030608	镇守将领	wujiang1	103	1	BU	13110001	13100203										
105040608	镇守将领	wujiang16	113	0	BU	13110001	13100203										
105050608	镇守将领	wujiang7	121	1	GONG	13110004	13100102										
105010609	镇守将领	wujiang25	127	1	XIE	13110005	13100101										
105020609	镇守将领	wujiang3	122	1	QI	13110002	13100205										
105030609	镇守将领	wujiang6	115	1	BU	13110001	13100203										
105040609	镇守将领	wujiang21	109	1	BU	13110001	13100203										
105050609	镇守将领	wujiang18	101	0	QI	13110002	13100205										
105010801	镇守将领	wujiang25	127	1	XIE	13110005	13100101										
105020801	镇守将领	wujiang6	115	1	BU	13110001	13100203										
105030801	镇守将领	wujiang10	111	0	XIE	13110005	13100101										
105040801	镇守将领	wujiang8	104	0	QI	13110002	13100205										
105050801	镇守将领	wujiang7	121	1	GONG	13110004	13100102										
105010802	镇守将领	wujiang26	118	1	BU	13110001	13100203										
105020802	镇守将领	wujiang27	102	1	GONG	13110004	13100102										
105030802	镇守将领	wujiang4	110	1	CHE	13110003	13100207										
105040802	镇守将领	wujiang5	128	1	XIE	13110005	13100101										
105050802	镇守将领	wujiang24	120	1	CHE	13110003	13100207										
105010803	镇守将领	wujiang20	106	0	XIE	13110005	13100101										
105020803	镇守将领	wujiang19	107	0	CHE	13110003	13100207										
105030803	镇守将领	wujiang19	107	0	CHE	13110003	13100207										
105040803	镇守将领	wujiang19	107	0	CHE	13110003	13100207										
105050803	镇守将领	wujiang26	118	1	BU	13110001	13100203										
105010804	镇守将领	wujiang21	109	1	BU	13110001	13100203										
105020804	镇守将领	wujiang28	126	0	QI	13110002	13100205										
105030804	镇守将领	wujiang2	123	1	GONG	13110004	13100102										
105040804	镇守将领	wujiang10	111	0	XIE	13110005	13100101										
105050804	镇守将领	wujiang28	126	0	QI	13110002	13100205										
105010805	镇守将领	wujiang29	119	0	CHE	13110003	13100207										
105020805	镇守将领	wujiang2	123	1	GONG	13110004	13100102										
105030805	镇守将领	wujiang5	128	1	XIE	13110005	13100101										
105040805	镇守将领	wujiang10	111	0	XIE	13110005	13100101										
105050805	镇守将领	wujiang22	105	1	GONG	13110004	13100102										
105010806	镇守将领	wujiang6	115	1	BU	13110001	13100203										
105020806	镇守将领	wujiang17	108	0	GONG	13110004	13100102										
105030806	镇守将领	wujiang4	110	1	CHE	13110003	13100207										
105040806	镇守将领	wujiang17	108	0	GONG	13110004	13100102										
105050806	镇守将领	wujiang3	122	1	QI	13110002	13100205										
105010807	镇守将领	wujiang18	101	0	QI	13110002	13100205										
105020807	镇守将领	wujiang19	107	0	CHE	13110003	13100207										
105030807	镇守将领	wujiang26	118	1	BU	13110001	13100203										
105040807	镇守将领	wujiang4	110	1	CHE	13110003	13100207										
105050807	镇守将领	wujiang2	123	1	GONG	13110004	13100102										
105010808	镇守将领	wujiang28	126	0	QI	13110002	13100205										
105020808	镇守将领	wujiang18	101	0	QI	13110002	13100205										
105030808	镇守将领	wujiang20	106	0	XIE	13110005	13100101										
105040808	镇守将领	wujiang18	101	0	QI	13110002	13100205										
105050808	镇守将领	wujiang10	111	0	XIE	13110005	13100101										
105010809	镇守将领	wujiang20	106	0	XIE	13110005	13100101										
105020809	镇守将领	wujiang19	107	0	CHE	13110003	13100207										
105030809	镇守将领	wujiang4	110	1	CHE	13110003	13100207										
105040809	镇守将领	wujiang17	108	0	GONG	13110004	13100102										
105050809	镇守将领	wujiang3	122	1	QI	13110002	13100205										
105010810	镇守将领	wujiang1	103	1	BU	13110001	13100203										
105020810	镇守将领	wujiang19	107	0	CHE	13110003	13100207										
105030810	镇守将领	wujiang16	113	0	BU	13110001	13100203										
105040810	镇守将领	wujiang26	118	1	BU	13110001	13100203										
105050810	镇守将领	wujiang29	119	0	CHE	13110003	13100207										
105010811	镇守将领	wujiang7	121	1	GONG	13110004	13100102										
105020811	镇守将领	wujiang21	109	1	BU	13110001	13100203										
105030811	镇守将领	wujiang24	120	1	CHE	13110003	13100207										
105040811	镇守将领	wujiang7	121	1	GONG	13110004	13100102										
105050811	镇守将领	wujiang29	119	0	CHE	13110003	13100207										
105010812	镇守将领	wujiang22	105	1	GONG	13110004	13100102										
105020812	镇守将领	wujiang5	128	1	XIE	13110005	13100101										
105030812	镇守将领	wujiang2	123	1	GONG	13110004	13100102										
105040812	镇守将领	wujiang8	104	0	QI	13110002	13100205										
105050812	镇守将领	wujiang21	109	1	BU	13110001	13100203										
105011001	镇守将领	wujiang27	102	1	GONG	13110004	13100102										
105021001	镇守将领	wujiang1	103	1	BU	13110001	13100203										
105031001	镇守将领	wujiang28	126	0	QI	13110002	13100205										
105041001	镇守将领	wujiang1	103	1	BU	13110001	13100203										
105051001	镇守将领	wujiang7	121	1	GONG	13110004	13100102										
105011002	镇守将领	wujiang29	119	0	CHE	13110003	13100207										
105021002	镇守将领	wujiang24	120	1	CHE	13110003	13100207										
105031002	镇守将领	wujiang16	113	0	BU	13110001	13100203										
105041002	镇守将领	wujiang22	105	1	GONG	13110004	13100102										
105051002	镇守将领	wujiang1	103	1	BU	13110001	13100203										
105011003	镇守将领	wujiang7	121	1	GONG	13110004	13100102										
105021003	镇守将领	wujiang28	126	0	QI	13110002	13100205										
105031003	镇守将领	wujiang29	119	0	CHE	13110003	13100207										
105041003	镇守将领	wujiang28	126	0	QI	13110002	13100205										
105051003	镇守将领	wujiang27	102	1	GONG	13110004	13100102										
105011004	镇守将领	wujiang16	113	0	BU	13110001	13100203										
105021004	镇守将领	wujiang25	127	1	XIE	13110005	13100101										
105031004	镇守将领	wujiang26	118	1	BU	13110001	13100203										
105041004	镇守将领	wujiang21	109	1	BU	13110001	13100203										
105051004	镇守将领	wujiang25	127	1	XIE	13110005	13100101										
105011005	镇守将领	wujiang10	111	0	XIE	13110005	13100101										
105021005	镇守将领	wujiang2	123	1	GONG	13110004	13100102										
105031005	镇守将领	wujiang25	127	1	XIE	13110005	13100101										
105041005	镇守将领	wujiang10	111	0	XIE	13110005	13100101										
105051005	镇守将领	wujiang23	112	0	QI	13110002	13100205										
105011006	镇守将领	wujiang8	104	0	QI	13110002	13100205										
105021006	镇守将领	wujiang8	104	0	QI	13110002	13100205										
105031006	镇守将领	wujiang8	104	0	QI	13110002	13100205										
105041006	镇守将领	wujiang19	107	0	CHE	13110003	13100207										
105051006	镇守将领	wujiang7	121	1	GONG	13110004	13100102										
105011007	镇守将领	wujiang24	120	1	CHE	13110003	13100207										
105021007	镇守将领	wujiang3	122	1	QI	13110002	13100205										
105031007	镇守将领	wujiang5	128	1	XIE	13110005	13100101										
105041007	镇守将领	wujiang4	110	1	CHE	13110003	13100207										
105051007	镇守将领	wujiang21	109	1	BU	13110001	13100203										
105011008	镇守将领	wujiang9	114	0	CHE	13110003	13100207										
105021008	镇守将领	wujiang27	102	1	GONG	13110004	13100102										
105031008	镇守将领	wujiang20	106	0	XIE	13110005	13100101										
105041008	镇守将领	wujiang2	123	1	GONG	13110004	13100102										
105051008	镇守将领	wujiang24	120	1	CHE	13110003	13100207										
105011009	镇守将领	wujiang5	128	1	XIE	13110005	13100101										
105021009	镇守将领	wujiang21	109	1	BU	13110001	13100203										
105031009	镇守将领	wujiang17	108	0	GONG	13110004	13100102										
105041009	镇守将领	wujiang28	126	0	QI	13110002	13100205										
105051009	镇守将领	wujiang25	127	1	XIE	13110005	13100101										
105011010	镇守将领	wujiang29	119	0	CHE	13110003	13100207										
105021010	镇守将领	wujiang19	107	0	CHE	13110003	13100207										
105031010	镇守将领	wujiang24	120	1	CHE	13110003	13100207										
105041010	镇守将领	wujiang29	119	0	CHE	13110003	13100207										
105051010	镇守将领	wujiang4	110	1	CHE	13110003	13100207										
105011011	镇守将领	wujiang5	128	1	XIE	13110005	13100101										
105021011	镇守将领	wujiang22	105	1	GONG	13110004	13100102										
105031011	镇守将领	wujiang28	126	0	QI	13110002	13100205										
105041011	镇守将领	wujiang1	103	1	BU	13110001	13100203										
105051011	镇守将领	wujiang6	115	1	BU	13110001	13100203										
105011012	镇守将领	wujiang10	111	0	XIE	13110005	13100101										
105021012	镇守将领	wujiang8	104	0	QI	13110002	13100205										
105031012	镇守将领	wujiang1	103	1	BU	13110001	13100203										
105041012	镇守将领	wujiang2	123	1	GONG	13110004	13100102										
105051012	镇守将领	wujiang24	120	1	CHE	13110003	13100207										
105011201	千机首领	wujiang19	107	0	CHE	13110003	13100207										
105021201	千机首领	wujiang20	106	0	XIE	13110005	13100101										
105031201	千机首领	wujiang5	128	1	XIE	13110005	13100101										
105041201	千机首领	wujiang18	101	0	QI	13110002	13100205										
105051201	千机首领	wujiang6	115	1	BU	13110001	13100203										
129010011	名城守卫	wujiang27	102	1	GONG	13110004	13100102										
129010012	名城守卫	wujiang19	107	0	CHE	13110003	13100207										
129010013	名城守卫	wujiang17	108	0	GONG	13110004	13100102										
129010014	名城守卫	wujiang4	110	1	CHE	13110003	13100207										
129010015	名城守卫	wujiang19	107	0	CHE	13110003	13100207										
129010021	名城守卫	wujiang28	126	0	QI	13110002	13100205										
129010022	名城守卫	wujiang7	121	1	GONG	13110004	13100102										
129010023	名城守卫	wujiang28	126	0	QI	13110002	13100205										
129010024	名城守卫	wujiang19	107	0	CHE	13110003	13100207										
129010025	名城守卫	wujiang28	126	0	QI	13110002	13100205										
129010031	名城守卫	wujiang26	118	1	BU	13110001	13100203										
129010032	名城守卫	wujiang8	104	0	QI	13110002	13100205										
129010033	名城守卫	wujiang10	111	0	XIE	13110005	13100101										
129010034	名城守卫	wujiang29	119	0	CHE	13110003	13100207										
129010035	名城守卫	wujiang22	105	1	GONG	13110004	13100102										
129010041	名城守卫	wujiang25	127	1	XIE	13110005	13100101										
129010042	名城守卫	wujiang25	127	1	XIE	13110005	13100101										
129010043	名城守卫	wujiang27	102	1	GONG	13110004	13100102										
129010044	名城守卫	wujiang29	119	0	CHE	13110003	13100207										
129010045	名城守卫	wujiang20	106	0	XIE	13110005	13100101										
129010051	名城守卫	wujiang29	119	0	CHE	13110003	13100207										
129010052	名城守卫	wujiang1	103	1	BU	13110001	13100203										
129010053	名城守卫	wujiang8	104	0	QI	13110002	13100205										
129010054	名城守卫	wujiang22	105	1	GONG	13110004	13100102										
129010055	名城守卫	wujiang24	120	1	CHE	13110003	13100207										
129010061	名城守卫	wujiang1	103	1	BU	13110001	13100203										
129010062	名城守卫	wujiang21	109	1	BU	13110001	13100203										
129010063	名城守卫	wujiang9	114	0	CHE	13110003	13100207										
129010064	名城守卫	wujiang21	109	1	BU	13110001	13100203										
129010065	名城守卫	wujiang10	111	0	XIE	13110005	13100101										
129010071	名城守卫	wujiang28	126	0	QI	13110002	13100205										
129010072	名城守卫	wujiang16	113	0	BU	13110001	13100203										
129010073	名城守卫	wujiang10	111	0	XIE	13110005	13100101										
129010074	名城守卫	wujiang10	111	0	XIE	13110005	13100101										
129010075	名城守卫	wujiang9	114	0	CHE	13110003	13100207										
129010081	名城守卫	wujiang25	127	1	XIE	13110005	13100101										
129010082	名城守卫	wujiang20	106	0	XIE	13110005	13100101										
129010083	名城守卫	wujiang21	109	1	BU	13110001	13100203										
129010084	名城守卫	wujiang5	128	1	XIE	13110005	13100101										
129010085	名城守卫	wujiang22	105	1	GONG	13110004	13100102										
129010091	名城守卫	wujiang1	103	1	BU	13110001	13100203										
129010092	名城守卫	wujiang5	128	1	XIE	13110005	13100101										
129010093	名城守卫	wujiang10	111	0	XIE	13110005	13100101										
129010094	名城守卫	wujiang10	111	0	XIE	13110005	13100101										
129010095	名城守卫	wujiang26	118	1	BU	13110001	13100203										
129010101	名城守卫	wujiang7	121	1	GONG	13110004	13100102										
129010102	名城守卫	wujiang22	105	1	GONG	13110004	13100102										
129010103	名城守卫	wujiang3	122	1	QI	13110002	13100205										
129010104	名城守卫	wujiang5	128	1	XIE	13110005	13100101										
129010105	名城守卫	wujiang2	123	1	GONG	13110004	13100102										
129010111	名城守卫	wujiang8	104	0	QI	13110002	13100205										
129010112	名城守卫	wujiang27	102	1	GONG	13110004	13100102										
129010113	名城守卫	wujiang4	110	1	CHE	13110003	13100207										
129010114	名城守卫	wujiang1	103	1	BU	13110001	13100203										
129010115	名城守卫	wujiang21	109	1	BU	13110001	13100203										
129010121	名城守卫	wujiang19	107	0	CHE	13110003	13100207										
129010122	名城守卫	wujiang2	123	1	GONG	13110004	13100102										
129010123	名城守卫	wujiang21	109	1	BU	13110001	13100203										
129010124	名城守卫	wujiang16	113	0	BU	13110001	13100203										
129010125	名城守卫	wujiang20	106	0	XIE	13110005	13100101										
129010131	名城守卫	wujiang26	118	1	BU	13110001	13100203										
129010132	名城守卫	wujiang6	115	1	BU	13110001	13100203										
129010133	名城守卫	wujiang5	128	1	XIE	13110005	13100101										
129010134	名城守卫	wujiang19	107	0	CHE	13110003	13100207										
129010135	名城守卫	wujiang3	122	1	QI	13110002	13100205										
129010141	名城守卫	wujiang8	104	0	QI	13110002	13100205										
129010142	名城守卫	wujiang9	114	0	CHE	13110003	13100207										
129010143	名城守卫	wujiang23	112	0	QI	13110002	13100205										
129010144	名城守卫	wujiang17	108	0	GONG	13110004	13100102										
129010145	名城守卫	wujiang27	102	1	GONG	13110004	13100102										
129010151	名城守卫	wujiang20	106	0	XIE	13110005	13100101										
129010152	名城守卫	wujiang5	128	1	XIE	13110005	13100101										
129010153	名城守卫	wujiang8	104	0	QI	13110002	13100205										
129010154	名城守卫	wujiang5	128	1	XIE	13110005	13100101										
129010155	名城守卫	wujiang19	107	0	CHE	13110003	13100207										
129010161	名城守卫	wujiang16	113	0	BU	13110001	13100203										
129010162	名城守卫	wujiang24	120	1	CHE	13110003	13100207										
129010163	名城守卫	wujiang19	107	0	CHE	13110003	13100207										
129010164	名城守卫	wujiang25	127	1	XIE	13110005	13100101										
129010165	名城守卫	wujiang23	112	0	QI	13110002	13100205										
129010171	名城守卫	wujiang23	112	0	QI	13110002	13100205										
129010172	名城守卫	wujiang17	108	0	GONG	13110004	13100102										
129010173	名城守卫	wujiang24	120	1	CHE	13110003	13100207										
129010174	名城守卫	wujiang21	109	1	BU	13110001	13100203										
129010175	名城守卫	wujiang20	106	0	XIE	13110005	13100101										
129010181	名城守卫	wujiang20	106	0	XIE	13110005	13100101										
129010182	名城守卫	wujiang22	105	1	GONG	13110004	13100102										
129010183	名城守卫	wujiang2	123	1	GONG	13110004	13100102										
129010184	名城守卫	wujiang2	123	1	GONG	13110004	13100102										
129010185	名城守卫	wujiang28	126	0	QI	13110002	13100205										
129010191	名城守卫	wujiang16	113	0	BU	13110001	13100203										
129010192	名城守卫	wujiang8	104	0	QI	13110002	13100205										
129010193	名城守卫	wujiang25	127	1	XIE	13110005	13100101										
129010194	名城守卫	wujiang27	102	1	GONG	13110004	13100102										
129010195	名城守卫	wujiang25	127	1	XIE	13110005	13100101										
129010201	名城守卫	wujiang5	128	1	XIE	13110005	13100101										
129010202	名城守卫	wujiang26	118	1	BU	13110001	13100203										
129010203	名城守卫	wujiang2	123	1	GONG	13110004	13100102										
129010204	名城守卫	wujiang5	128	1	XIE	13110005	13100101										
129010205	名城守卫	wujiang16	113	0	BU	13110001	13100203										
129010211	名城守卫	wujiang19	107	0	CHE	13110003	13100207										
129010212	名城守卫	wujiang28	126	0	QI	13110002	13100205										
129010213	名城守卫	wujiang21	109	1	BU	13110001	13100203										
129010214	名城守卫	wujiang7	121	1	GONG	13110004	13100102										
129010215	名城守卫	wujiang20	106	0	XIE	13110005	13100101										
129010221	名城守卫	wujiang23	112	0	QI	13110002	13100205										
129010222	名城守卫	wujiang7	121	1	GONG	13110004	13100102										
129010223	名城守卫	wujiang21	109	1	BU	13110001	13100203										
129010224	名城守卫	wujiang3	122	1	QI	13110002	13100205										
129010225	名城守卫	wujiang28	126	0	QI	13110002	13100205										
129010231	名城守卫	wujiang18	101	0	QI	13110002	13100205										
129010232	名城守卫	wujiang28	126	0	QI	13110002	13100205										
129010233	名城守卫	wujiang1	103	1	BU	13110001	13100203										
129010234	名城守卫	wujiang8	104	0	QI	13110002	13100205										
129010235	名城守卫	wujiang22	105	1	GONG	13110004	13100102										
129010241	名城守卫	wujiang18	101	0	QI	13110002	13100205										
129010242	名城守卫	wujiang21	109	1	BU	13110001	13100203										
129010243	名城守卫	wujiang2	123	1	GONG	13110004	13100102										
129010244	名城守卫	wujiang25	127	1	XIE	13110005	13100101										
129010245	名城守卫	wujiang21	109	1	BU	13110001	13100203										
129010251	名城守卫	wujiang25	127	1	XIE	13110005	13100101										
129010252	名城守卫	wujiang25	127	1	XIE	13110005	13100101										
129010253	名城守卫	wujiang22	105	1	GONG	13110004	13100102										
129010254	名城守卫	wujiang19	107	0	CHE	13110003	13100207										
129010255	名城守卫	wujiang3	122	1	QI	13110002	13100205										
129010261	名城守卫	wujiang29	119	0	CHE	13110003	13100207										
129010262	名城守卫	wujiang4	110	1	CHE	13110003	13100207										
129010263	名城守卫	wujiang17	108	0	GONG	13110004	13100102										
129010264	名城守卫	wujiang16	113	0	BU	13110001	13100203										
129010265	名城守卫	wujiang16	113	0	BU	13110001	13100203										
129010271	名城守卫	wujiang4	110	1	CHE	13110003	13100207										
129010272	名城守卫	wujiang20	106	0	XIE	13110005	13100101										
129010273	名城守卫	wujiang2	123	1	GONG	13110004	13100102										
129010274	名城守卫	wujiang27	102	1	GONG	13110004	13100102										
129010275	名城守卫	wujiang20	106	0	XIE	13110005	13100101										
129010281	名城守卫	wujiang3	122	1	QI	13110002	13100205										
129010282	名城守卫	wujiang3	122	1	QI	13110002	13100205										
129010283	名城守卫	wujiang29	119	0	CHE	13110003	13100207										
129010284	名城守卫	wujiang21	109	1	BU	13110001	13100203										
129010285	名城守卫	wujiang5	128	1	XIE	13110005	13100101										
129010291	名城守卫	wujiang17	108	0	GONG	13110004	13100102										
129010292	名城守卫	wujiang17	108	0	GONG	13110004	13100102										
129010293	名城守卫	wujiang4	110	1	CHE	13110003	13100207										
129010294	名城守卫	wujiang6	115	1	BU	13110001	13100203										
129010295	名城守卫	wujiang4	110	1	CHE	13110003	13100207										
129010301	名城守卫	wujiang5	128	1	XIE	13110005	13100101										
129010302	名城守卫	wujiang22	105	1	GONG	13110004	13100102										
129010303	名城守卫	wujiang26	118	1	BU	13110001	13100203										
129010304	名城守卫	wujiang24	120	1	CHE	13110003	13100207										
129010305	名城守卫	wujiang1	103	1	BU	13110001	13100203										
129010311	名城守卫	wujiang17	108	0	GONG	13110004	13100102										
129010312	名城守卫	wujiang16	113	0	BU	13110001	13100203										
129010313	名城守卫	wujiang17	108	0	GONG	13110004	13100102										
129010314	名城守卫	wujiang2	123	1	GONG	13110004	13100102										
129010315	名城守卫	wujiang24	120	1	CHE	13110003	13100207										
129010321	名城守卫	wujiang2	123	1	GONG	13110004	13100102										
129010322	名城守卫	wujiang21	109	1	BU	13110001	13100203										
129010323	名城守卫	wujiang24	120	1	CHE	13110003	13100207										
129010324	名城守卫	wujiang9	114	0	CHE	13110003	13100207										
129010325	名城守卫	wujiang5	128	1	XIE	13110005	13100101										
129010331	名城守卫	wujiang20	106	0	XIE	13110005	13100101										
129010332	名城守卫	wujiang18	101	0	QI	13110002	13100205										
129010333	名城守卫	wujiang18	101	0	QI	13110002	13100205										
129010334	名城守卫	wujiang10	111	0	XIE	13110005	13100101										
129010335	名城守卫	wujiang1	103	1	BU	13110001	13100203										
129010341	名城守卫	wujiang17	108	0	GONG	13110004	13100102										
129010342	名城守卫	wujiang3	122	1	QI	13110002	13100205										
129010343	名城守卫	wujiang20	106	0	XIE	13110005	13100101										
129010344	名城守卫	wujiang1	103	1	BU	13110001	13100203										
129010345	名城守卫	wujiang8	104	0	QI	13110002	13100205										
129010351	名城守卫	wujiang29	119	0	CHE	13110003	13100207										
129010352	名城守卫	wujiang23	112	0	QI	13110002	13100205										
129010353	名城守卫	wujiang29	119	0	CHE	13110003	13100207										
129010354	名城守卫	wujiang22	105	1	GONG	13110004	13100102										
129010355	名城守卫	wujiang3	122	1	QI	13110002	13100205										
129010361	名城守卫	wujiang8	104	0	QI	13110002	13100205										
129010362	名城守卫	wujiang19	107	0	CHE	13110003	13100207										
129010363	名城守卫	wujiang27	102	1	GONG	13110004	13100102										
129010364	名城守卫	wujiang17	108	0	GONG	13110004	13100102										
129010365	名城守卫	wujiang6	115	1	BU	13110001	13100203										
129010371	名城守卫	wujiang5	128	1	XIE	13110005	13100101										
129010372	名城守卫	wujiang28	126	0	QI	13110002	13100205										
129010373	名城守卫	wujiang28	126	0	QI	13110002	13100205										
129010374	名城守卫	wujiang26	118	1	BU	13110001	13100203										
129010375	名城守卫	wujiang28	126	0	QI	13110002	13100205										
129010381	名城守卫	wujiang6	115	1	BU	13110001	13100203										
129010382	名城守卫	wujiang5	128	1	XIE	13110005	13100101										
129010383	名城守卫	wujiang17	108	0	GONG	13110004	13100102										
129010384	名城守卫	wujiang17	108	0	GONG	13110004	13100102										
129010385	名城守卫	wujiang4	110	1	CHE	13110003	13100207										
129010391	名城守卫	wujiang4	110	1	CHE	13110003	13100207										
129010392	名城守卫	wujiang10	111	0	XIE	13110005	13100101										
129010393	名城守卫	wujiang23	112	0	QI	13110002	13100205										
129010394	名城守卫	wujiang3	122	1	QI	13110002	13100205										
129010395	名城守卫	wujiang3	122	1	QI	13110002	13100205										
129010401	名城守卫	wujiang26	118	1	BU	13110001	13100203										
129010402	名城守卫	wujiang20	106	0	XIE	13110005	13100101										
129010403	名城守卫	wujiang17	108	0	GONG	13110004	13100102										
129010404	名城守卫	wujiang9	114	0	CHE	13110003	13100207										
129010405	名城守卫	wujiang22	105	1	GONG	13110004	13100102										
129020011	名城守卫	wujiang3	122	1	QI	13110002	13100205										
129020012	名城守卫	wujiang24	120	1	CHE	13110003	13100207										
129020013	名城守卫	wujiang19	107	0	CHE	13110003	13100207										
129020014	名城守卫	wujiang8	104	0	QI	13110002	13100205										
129020015	名城守卫	wujiang8	104	0	QI	13110002	13100205										
