Id	未解锁时的图标，配置icon.txt 中的id	解锁时的图标，配置icon.txt 中的id	建筑类型，配置    SI_TU_FU = 30; // 司徒府    ZHU_BI_CHANG = 31; // 铸币厂    CAI_SHI_CHANGE = 32; // 采石场    JI_XIA_XUE_GONG = 33; // 稷下学宫    LU_BAN_GONG_FANG = 34; // 鲁班工坊    SI_MA_FU = 40; // 司马府    SHEN_SHE_YING = 41; // 神射营    HU_BEN_YING = 42; // 虎贲营    CHENG_FANG_JI_GUAN = 43; // 城防机关    YU_BEI_BING_SUO = 44; // 预备兵所	等级	建筑总体描述
6004	司徒府	司徒府	SI_TU_FU	4	每小时税收[color=#2cd230]+%d%%[/color]
6005	司徒府	司徒府	SI_TU_FU	5	每小时税收[color=#2cd230]+%d%%[/color]
6006	司徒府	司徒府	SI_TU_FU	6	每小时税收[color=#2cd230]+%d%%[/color]
6007	司徒府	司徒府	SI_TU_FU	7	每小时税收[color=#2cd230]+%d%%[/color]
6008	司徒府	司徒府	SI_TU_FU	8	每小时税收[color=#2cd230]+%d%%[/color]
6009	司徒府	司徒府	SI_TU_FU	9	每小时税收[color=#2cd230]+%d%%[/color]
6010	司徒府	司徒府	SI_TU_FU	10	每小时税收[color=#2cd230]+%d%%[/color]
6011	司徒府	司徒府	SI_TU_FU	11	每小时税收[color=#2cd230]+%d%%[/color]
6012	司徒府	司徒府	SI_TU_FU	12	每小时税收[color=#2cd230]+%d%%[/color]
6013	司徒府	司徒府	SI_TU_FU	13	每小时税收[color=#2cd230]+%d%%[/color]
6014	司徒府	司徒府	SI_TU_FU	14	每小时税收[color=#2cd230]+%d%%[/color]
6015	司徒府	司徒府	SI_TU_FU	15	每小时税收[color=#2cd230]+%d%%[/color]
6016	司徒府	司徒府	SI_TU_FU	16	每小时税收[color=#2cd230]+%d%%[/color]
6017	司徒府	司徒府	SI_TU_FU	17	每小时税收[color=#2cd230]+%d%%[/color]
6018	司徒府	司徒府	SI_TU_FU	18	每小时税收[color=#2cd230]+%d%%[/color]
6019	司徒府	司徒府	SI_TU_FU	19	每小时税收[color=#2cd230]+%d%%[/color]
6020	司徒府	司徒府	SI_TU_FU	20	每小时税收[color=#2cd230]+%d%%[/color]
6021	司徒府	司徒府	SI_TU_FU	21	每小时税收[color=#2cd230]+%d%%[/color]
6022	司徒府	司徒府	SI_TU_FU	22	每小时税收[color=#2cd230]+%d%%[/color]
6023	司徒府	司徒府	SI_TU_FU	23	每小时税收[color=#2cd230]+%d%%[/color]
6024	司徒府	司徒府	SI_TU_FU	24	每小时税收[color=#2cd230]+%d%%[/color]
6025	司徒府	司徒府	SI_TU_FU	25	每小时税收[color=#2cd230]+%d%%[/color]
6026	司徒府	司徒府	SI_TU_FU	26	每小时税收[color=#2cd230]+%d%%[/color]
6027	司徒府	司徒府	SI_TU_FU	27	每小时税收[color=#2cd230]+%d%%[/color]
6028	司徒府	司徒府	SI_TU_FU	28	每小时税收[color=#2cd230]+%d%%[/color]
6029	司徒府	司徒府	SI_TU_FU	29	每小时税收[color=#2cd230]+%d%%[/color]
6030	司徒府	司徒府	SI_TU_FU	30	每小时税收[color=#2cd230]+%d%%[/color]
6031	司徒府	司徒府	SI_TU_FU	31	每小时税收[color=#2cd230]+%d%%[/color]
6032	司徒府	司徒府	SI_TU_FU	32	每小时税收[color=#2cd230]+%d%%[/color]
6033	司徒府	司徒府	SI_TU_FU	33	每小时税收[color=#2cd230]+%d%%[/color]
6034	司徒府	司徒府	SI_TU_FU	34	每小时税收[color=#2cd230]+%d%%[/color]
6035	司徒府	司徒府	SI_TU_FU	35	每小时税收[color=#2cd230]+%d%%[/color]
6036	司徒府	司徒府	SI_TU_FU	36	每小时税收[color=#2cd230]+%d%%[/color]
6037	司徒府	司徒府	SI_TU_FU	37	每小时税收[color=#2cd230]+%d%%[/color]
6038	司徒府	司徒府	SI_TU_FU	38	每小时税收[color=#2cd230]+%d%%[/color]
6039	司徒府	司徒府	SI_TU_FU	39	每小时税收[color=#2cd230]+%d%%[/color]
6040	司徒府	司徒府	SI_TU_FU	40	每小时税收[color=#2cd230]+%d%%[/color]
6041	司徒府	司徒府	SI_TU_FU	41	每小时税收[color=#2cd230]+%d%%[/color]
6042	司徒府	司徒府	SI_TU_FU	42	每小时税收[color=#2cd230]+%d%%[/color]
6043	司徒府	司徒府	SI_TU_FU	43	每小时税收[color=#2cd230]+%d%%[/color]
6044	司徒府	司徒府	SI_TU_FU	44	每小时税收[color=#2cd230]+%d%%[/color]
6045	司徒府	司徒府	SI_TU_FU	45	每小时税收[color=#2cd230]+%d%%[/color]
6046	司徒府	司徒府	SI_TU_FU	46	每小时税收[color=#2cd230]+%d%%[/color]
6047	司徒府	司徒府	SI_TU_FU	47	每小时税收[color=#2cd230]+%d%%[/color]
6048	司徒府	司徒府	SI_TU_FU	48	每小时税收[color=#2cd230]+%d%%[/color]
6049	司徒府	司徒府	SI_TU_FU	49	每小时税收[color=#2cd230]+%d%%[/color]
6050	司徒府	司徒府	SI_TU_FU	50	每小时税收[color=#2cd230]+%d%%[/color]
					
6051	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	1	仓库容量提升[color=#2cd230]+%d%%[/color]
6052	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	2	仓库容量提升[color=#2cd230]+%d%%[/color]
6053	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	3	仓库容量提升[color=#2cd230]+%d%%[/color]
6054	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	4	仓库容量提升[color=#2cd230]+%d%%[/color]
6055	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	5	仓库容量提升[color=#2cd230]+%d%%[/color]
6056	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	6	仓库容量提升[color=#2cd230]+%d%%[/color]
6057	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	7	仓库容量提升[color=#2cd230]+%d%%[/color]
6058	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	8	仓库容量提升[color=#2cd230]+%d%%[/color]
6059	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	9	仓库容量提升[color=#2cd230]+%d%%[/color]
6060	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	10	仓库容量提升[color=#2cd230]+%d%%[/color]
6061	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	11	仓库容量提升[color=#2cd230]+%d%%[/color]
6062	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	12	仓库容量提升[color=#2cd230]+%d%%[/color]
6063	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	13	仓库容量提升[color=#2cd230]+%d%%[/color]
6064	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	14	仓库容量提升[color=#2cd230]+%d%%[/color]
6065	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	15	仓库容量提升[color=#2cd230]+%d%%[/color]
6066	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	16	仓库容量提升[color=#2cd230]+%d%%[/color]
6067	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	17	仓库容量提升[color=#2cd230]+%d%%[/color]
6068	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	18	仓库容量提升[color=#2cd230]+%d%%[/color]
6069	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	19	仓库容量提升[color=#2cd230]+%d%%[/color]
6070	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	20	仓库容量提升[color=#2cd230]+%d%%[/color]
6071	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	21	仓库容量提升[color=#2cd230]+%d%%[/color]
6072	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	22	仓库容量提升[color=#2cd230]+%d%%[/color]
6073	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	23	仓库容量提升[color=#2cd230]+%d%%[/color]
6074	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	24	仓库容量提升[color=#2cd230]+%d%%[/color]
6075	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	25	仓库容量提升[color=#2cd230]+%d%%[/color]
6076	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	26	仓库容量提升[color=#2cd230]+%d%%[/color]
6077	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	27	仓库容量提升[color=#2cd230]+%d%%[/color]
6078	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	28	仓库容量提升[color=#2cd230]+%d%%[/color]
6079	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	29	仓库容量提升[color=#2cd230]+%d%%[/color]
6080	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	30	仓库容量提升[color=#2cd230]+%d%%[/color]
6081	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	31	仓库容量提升[color=#2cd230]+%d%%[/color]
6082	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	32	仓库容量提升[color=#2cd230]+%d%%[/color]
6083	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	33	仓库容量提升[color=#2cd230]+%d%%[/color]
6084	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	34	仓库容量提升[color=#2cd230]+%d%%[/color]
6085	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	35	仓库容量提升[color=#2cd230]+%d%%[/color]
6086	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	36	仓库容量提升[color=#2cd230]+%d%%[/color]
6087	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	37	仓库容量提升[color=#2cd230]+%d%%[/color]
6088	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	38	仓库容量提升[color=#2cd230]+%d%%[/color]
6089	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	39	仓库容量提升[color=#2cd230]+%d%%[/color]
6090	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	40	仓库容量提升[color=#2cd230]+%d%%[/color]
6091	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	41	仓库容量提升[color=#2cd230]+%d%%[/color]
6092	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	42	仓库容量提升[color=#2cd230]+%d%%[/color]
6093	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	43	仓库容量提升[color=#2cd230]+%d%%[/color]
6094	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	44	仓库容量提升[color=#2cd230]+%d%%[/color]
6095	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	45	仓库容量提升[color=#2cd230]+%d%%[/color]
6096	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	46	仓库容量提升[color=#2cd230]+%d%%[/color]
6097	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	47	仓库容量提升[color=#2cd230]+%d%%[/color]
6098	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	48	仓库容量提升[color=#2cd230]+%d%%[/color]
6099	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	49	仓库容量提升[color=#2cd230]+%d%%[/color]
6100	鲁班工坊	鲁班工坊	LU_BAN_GONG_FANG	50	仓库容量提升[color=#2cd230]+%d%%[/color]
					
6101	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	1	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6102	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	2	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6103	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	3	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6104	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	4	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6105	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	5	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6106	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	6	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6107	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	7	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6108	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	8	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6109	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	9	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6110	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	10	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6111	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	11	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6112	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	12	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6113	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	13	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6114	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	14	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6115	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	15	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6116	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	16	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6117	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	17	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6118	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	18	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6119	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	19	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6120	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	20	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6121	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	21	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6122	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	22	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6123	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	23	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6124	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	24	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6125	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	25	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6126	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	26	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6127	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	27	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6128	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	28	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6129	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	29	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6130	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	30	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6131	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	31	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6132	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	32	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6133	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	33	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6134	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	34	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6135	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	35	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6136	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	36	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6137	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	37	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6138	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	38	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6139	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	39	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6140	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	40	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6141	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	41	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6142	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	42	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6143	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	43	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6144	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	44	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6145	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	45	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6146	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	46	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6147	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	47	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6148	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	48	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6149	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	49	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
6150	稷下学宫	稷下学宫	JI_XIA_XUE_GONG	50	建筑升级消耗[color=#2cd230]-%.1f%%[/color]
					
6151	铸币厂	铸币厂	ZHU_BI_CHANG	1	农场铜币产出[color=#2cd230]+%d%%[/color]
6152	铸币厂	铸币厂	ZHU_BI_CHANG	2	农场铜币产出[color=#2cd230]+%d%%[/color]
6153	铸币厂	铸币厂	ZHU_BI_CHANG	3	农场铜币产出[color=#2cd230]+%d%%[/color]
6154	铸币厂	铸币厂	ZHU_BI_CHANG	4	农场铜币产出[color=#2cd230]+%d%%[/color]
6155	铸币厂	铸币厂	ZHU_BI_CHANG	5	农场铜币产出[color=#2cd230]+%d%%[/color]
6156	铸币厂	铸币厂	ZHU_BI_CHANG	6	农场铜币产出[color=#2cd230]+%d%%[/color]
6157	铸币厂	铸币厂	ZHU_BI_CHANG	7	农场铜币产出[color=#2cd230]+%d%%[/color]
6158	铸币厂	铸币厂	ZHU_BI_CHANG	8	农场铜币产出[color=#2cd230]+%d%%[/color]
6159	铸币厂	铸币厂	ZHU_BI_CHANG	9	农场铜币产出[color=#2cd230]+%d%%[/color]
6160	铸币厂	铸币厂	ZHU_BI_CHANG	10	农场铜币产出[color=#2cd230]+%d%%[/color]
6161	铸币厂	铸币厂	ZHU_BI_CHANG	11	农场铜币产出[color=#2cd230]+%d%%[/color]
6162	铸币厂	铸币厂	ZHU_BI_CHANG	12	农场铜币产出[color=#2cd230]+%d%%[/color]
6163	铸币厂	铸币厂	ZHU_BI_CHANG	13	农场铜币产出[color=#2cd230]+%d%%[/color]
6164	铸币厂	铸币厂	ZHU_BI_CHANG	14	农场铜币产出[color=#2cd230]+%d%%[/color]
6165	铸币厂	铸币厂	ZHU_BI_CHANG	15	农场铜币产出[color=#2cd230]+%d%%[/color]
6166	铸币厂	铸币厂	ZHU_BI_CHANG	16	农场铜币产出[color=#2cd230]+%d%%[/color]
6167	铸币厂	铸币厂	ZHU_BI_CHANG	17	农场铜币产出[color=#2cd230]+%d%%[/color]
6168	铸币厂	铸币厂	ZHU_BI_CHANG	18	农场铜币产出[color=#2cd230]+%d%%[/color]
6169	铸币厂	铸币厂	ZHU_BI_CHANG	19	农场铜币产出[color=#2cd230]+%d%%[/color]
6170	铸币厂	铸币厂	ZHU_BI_CHANG	20	农场铜币产出[color=#2cd230]+%d%%[/color]
6171	铸币厂	铸币厂	ZHU_BI_CHANG	21	农场铜币产出[color=#2cd230]+%d%%[/color]
6172	铸币厂	铸币厂	ZHU_BI_CHANG	22	农场铜币产出[color=#2cd230]+%d%%[/color]
6173	铸币厂	铸币厂	ZHU_BI_CHANG	23	农场铜币产出[color=#2cd230]+%d%%[/color]
6174	铸币厂	铸币厂	ZHU_BI_CHANG	24	农场铜币产出[color=#2cd230]+%d%%[/color]
6175	铸币厂	铸币厂	ZHU_BI_CHANG	25	农场铜币产出[color=#2cd230]+%d%%[/color]
6176	铸币厂	铸币厂	ZHU_BI_CHANG	26	农场铜币产出[color=#2cd230]+%d%%[/color]
6177	铸币厂	铸币厂	ZHU_BI_CHANG	27	农场铜币产出[color=#2cd230]+%d%%[/color]
6178	铸币厂	铸币厂	ZHU_BI_CHANG	28	农场铜币产出[color=#2cd230]+%d%%[/color]
6179	铸币厂	铸币厂	ZHU_BI_CHANG	29	农场铜币产出[color=#2cd230]+%d%%[/color]
6180	铸币厂	铸币厂	ZHU_BI_CHANG	30	农场铜币产出[color=#2cd230]+%d%%[/color]
6181	铸币厂	铸币厂	ZHU_BI_CHANG	31	农场铜币产出[color=#2cd230]+%d%%[/color]
6182	铸币厂	铸币厂	ZHU_BI_CHANG	32	农场铜币产出[color=#2cd230]+%d%%[/color]
6183	铸币厂	铸币厂	ZHU_BI_CHANG	33	农场铜币产出[color=#2cd230]+%d%%[/color]
6184	铸币厂	铸币厂	ZHU_BI_CHANG	34	农场铜币产出[color=#2cd230]+%d%%[/color]
6185	铸币厂	铸币厂	ZHU_BI_CHANG	35	农场铜币产出[color=#2cd230]+%d%%[/color]
6186	铸币厂	铸币厂	ZHU_BI_CHANG	36	农场铜币产出[color=#2cd230]+%d%%[/color]
6187	铸币厂	铸币厂	ZHU_BI_CHANG	37	农场铜币产出[color=#2cd230]+%d%%[/color]
6188	铸币厂	铸币厂	ZHU_BI_CHANG	38	农场铜币产出[color=#2cd230]+%d%%[/color]
6189	铸币厂	铸币厂	ZHU_BI_CHANG	39	农场铜币产出[color=#2cd230]+%d%%[/color]
6190	铸币厂	铸币厂	ZHU_BI_CHANG	40	农场铜币产出[color=#2cd230]+%d%%[/color]
6191	铸币厂	铸币厂	ZHU_BI_CHANG	41	农场铜币产出[color=#2cd230]+%d%%[/color]
6192	铸币厂	铸币厂	ZHU_BI_CHANG	42	农场铜币产出[color=#2cd230]+%d%%[/color]
6193	铸币厂	铸币厂	ZHU_BI_CHANG	43	农场铜币产出[color=#2cd230]+%d%%[/color]
6194	铸币厂	铸币厂	ZHU_BI_CHANG	44	农场铜币产出[color=#2cd230]+%d%%[/color]
6195	铸币厂	铸币厂	ZHU_BI_CHANG	45	农场铜币产出[color=#2cd230]+%d%%[/color]
6196	铸币厂	铸币厂	ZHU_BI_CHANG	46	农场铜币产出[color=#2cd230]+%d%%[/color]
6197	铸币厂	铸币厂	ZHU_BI_CHANG	47	农场铜币产出[color=#2cd230]+%d%%[/color]
6198	铸币厂	铸币厂	ZHU_BI_CHANG	48	农场铜币产出[color=#2cd230]+%d%%[/color]
6199	铸币厂	铸币厂	ZHU_BI_CHANG	49	农场铜币产出[color=#2cd230]+%d%%[/color]
6200	铸币厂	铸币厂	ZHU_BI_CHANG	50	农场铜币产出[color=#2cd230]+%d%%[/color]
					
6201	铸币厂	铸币厂	ZHU_BI_CHANG	1	农场铜币产出[color=#2cd230]+%d%%[/color]
6202	铸币厂	铸币厂	ZHU_BI_CHANG	2	农场铜币产出[color=#2cd230]+%d%%[/color]
6203	铸币厂	铸币厂	ZHU_BI_CHANG	3	农场铜币产出[color=#2cd230]+%d%%[/color]
6204	铸币厂	铸币厂	ZHU_BI_CHANG	4	农场铜币产出[color=#2cd230]+%d%%[/color]
6205	铸币厂	铸币厂	ZHU_BI_CHANG	5	农场铜币产出[color=#2cd230]+%d%%[/color]
6206	铸币厂	铸币厂	ZHU_BI_CHANG	6	农场铜币产出[color=#2cd230]+%d%%[/color]
6207	铸币厂	铸币厂	ZHU_BI_CHANG	7	农场铜币产出[color=#2cd230]+%d%%[/color]
6208	铸币厂	铸币厂	ZHU_BI_CHANG	8	农场铜币产出[color=#2cd230]+%d%%[/color]
6209	铸币厂	铸币厂	ZHU_BI_CHANG	9	农场铜币产出[color=#2cd230]+%d%%[/color]
6210	铸币厂	铸币厂	ZHU_BI_CHANG	10	农场铜币产出[color=#2cd230]+%d%%[/color]
6211	铸币厂	铸币厂	ZHU_BI_CHANG	11	农场铜币产出[color=#2cd230]+%d%%[/color]
6212	铸币厂	铸币厂	ZHU_BI_CHANG	12	农场铜币产出[color=#2cd230]+%d%%[/color]
6213	铸币厂	铸币厂	ZHU_BI_CHANG	13	农场铜币产出[color=#2cd230]+%d%%[/color]
6214	铸币厂	铸币厂	ZHU_BI_CHANG	14	农场铜币产出[color=#2cd230]+%d%%[/color]
6215	铸币厂	铸币厂	ZHU_BI_CHANG	15	农场铜币产出[color=#2cd230]+%d%%[/color]
6216	铸币厂	铸币厂	ZHU_BI_CHANG	16	农场铜币产出[color=#2cd230]+%d%%[/color]
6217	铸币厂	铸币厂	ZHU_BI_CHANG	17	农场铜币产出[color=#2cd230]+%d%%[/color]
6218	铸币厂	铸币厂	ZHU_BI_CHANG	18	农场铜币产出[color=#2cd230]+%d%%[/color]
6219	铸币厂	铸币厂	ZHU_BI_CHANG	19	农场铜币产出[color=#2cd230]+%d%%[/color]
6220	铸币厂	铸币厂	ZHU_BI_CHANG	20	农场铜币产出[color=#2cd230]+%d%%[/color]
6221	铸币厂	铸币厂	ZHU_BI_CHANG	21	农场铜币产出[color=#2cd230]+%d%%[/color]
6222	铸币厂	铸币厂	ZHU_BI_CHANG	22	农场铜币产出[color=#2cd230]+%d%%[/color]
6223	铸币厂	铸币厂	ZHU_BI_CHANG	23	农场铜币产出[color=#2cd230]+%d%%[/color]
6224	铸币厂	铸币厂	ZHU_BI_CHANG	24	农场铜币产出[color=#2cd230]+%d%%[/color]
6225	铸币厂	铸币厂	ZHU_BI_CHANG	25	农场铜币产出[color=#2cd230]+%d%%[/color]
6226	铸币厂	铸币厂	ZHU_BI_CHANG	26	农场铜币产出[color=#2cd230]+%d%%[/color]
6227	铸币厂	铸币厂	ZHU_BI_CHANG	27	农场铜币产出[color=#2cd230]+%d%%[/color]
6228	铸币厂	铸币厂	ZHU_BI_CHANG	28	农场铜币产出[color=#2cd230]+%d%%[/color]
6229	铸币厂	铸币厂	ZHU_BI_CHANG	29	农场铜币产出[color=#2cd230]+%d%%[/color]
6230	铸币厂	铸币厂	ZHU_BI_CHANG	30	农场铜币产出[color=#2cd230]+%d%%[/color]
6231	铸币厂	铸币厂	ZHU_BI_CHANG	31	农场铜币产出[color=#2cd230]+%d%%[/color]
6232	铸币厂	铸币厂	ZHU_BI_CHANG	32	农场铜币产出[color=#2cd230]+%d%%[/color]
6233	铸币厂	铸币厂	ZHU_BI_CHANG	33	农场铜币产出[color=#2cd230]+%d%%[/color]
6234	铸币厂	铸币厂	ZHU_BI_CHANG	34	农场铜币产出[color=#2cd230]+%d%%[/color]
6235	铸币厂	铸币厂	ZHU_BI_CHANG	35	农场铜币产出[color=#2cd230]+%d%%[/color]
6236	铸币厂	铸币厂	ZHU_BI_CHANG	36	农场铜币产出[color=#2cd230]+%d%%[/color]
6237	铸币厂	铸币厂	ZHU_BI_CHANG	37	农场铜币产出[color=#2cd230]+%d%%[/color]
6238	铸币厂	铸币厂	ZHU_BI_CHANG	38	农场铜币产出[color=#2cd230]+%d%%[/color]
6239	铸币厂	铸币厂	ZHU_BI_CHANG	39	农场铜币产出[color=#2cd230]+%d%%[/color]
6240	铸币厂	铸币厂	ZHU_BI_CHANG	40	农场铜币产出[color=#2cd230]+%d%%[/color]
6241	铸币厂	铸币厂	ZHU_BI_CHANG	41	农场铜币产出[color=#2cd230]+%d%%[/color]
6242	铸币厂	铸币厂	ZHU_BI_CHANG	42	农场铜币产出[color=#2cd230]+%d%%[/color]
