id	名字	描述	"标签页(填数字或者名字都可以)，11-tech_bu(11-15分别是bu,qi,gong,che,xie，步（骑弓车械）兵科技) 1-tech_neizheng(内政)"	序号（客户端界面上排第几个）从1开始	大图标	小图标	分组，相同类型的配置分组应该一样	等级	效果，关联效果表	前置建筑，多个使用分号分隔		前置科技，多个分号分隔				消耗	升级所需时间，s-秒 m-分钟 h-小时		大科技填1															
10043002	车兵体力	车兵体力提升|14|28	14	3	ui://Academy/junshiicon4	3	43	2	10043002	70003						10043002	0.49h											提升基础体力110%			18.5	1	1.4	19.9
10043003	车兵体力	车兵体力提升|28|42	14	3	ui://Academy/junshiicon4	3	43	3	10043003	70005						10043003	0.9h											提升基础体力120%			21.5	1	1.66	23.16
10043004	车兵体力	车兵体力提升|42|63	14	3	ui://Academy/junshiicon4	3	43	4	10043004	70007						10043004	1.68h											提升基础体力130%			25	1	1.96	26.96
10043005	车兵体力	车兵体力提升|63|84	14	3	ui://Academy/junshiicon4	3	43	5	10043005	70009						10043005	2.78h											提升基础体力140%			30	1	2.28	32.28
10043006	车兵体力	车兵体力提升|84|112	14	3	ui://Academy/junshiicon4	3	43	6	10043006	70011						10043006	4.29h											提升基础体力150%			36	1	2.64	38.64
10043007	车兵体力	车兵体力提升|112|147	14	3	ui://Academy/junshiicon4	3	43	7	10043007	70013						10043007	6.22h											提升基础体力160%			45	1	2.89	47.89
10043008	车兵体力	车兵体力提升|147|189	14	3	ui://Academy/junshiicon4	3	43	8	10043008	70015						10043008	8.78h											提升基础体力170%			60	1	3.15	63.15
10043009	车兵体力	车兵体力提升|189|238	14	3	ui://Academy/junshiicon4	3	43	9	10043009	70017						10043009	11.96h											提升基础体力180%			80	1	3.42	83.42
10043010	车兵体力	车兵体力提升|238|294	14	3	ui://Academy/junshiicon4	3	43	10	10043010	70019						10043010	15.17h											提升基础体力190%			100	1	3.71	103.71
10043011	车兵体力	车兵体力提升|294|357	14	3	ui://Academy/junshiicon4	3	43	11	10043011	70021						10043011	23.4h											提升基础体力200%			130	1	4	134
10043012	车兵体力	车兵体力提升|357|427	14	3	ui://Academy/junshiicon4	3	43	12	10043012	70023						10043012	32.66h														160	1	4.31	164.31
10043013	车兵体力	车兵体力提升|427|504	14	3	ui://Academy/junshiicon4	3	43	13	10043013	70025						10043013	45.96h														190	1	4.62	194.62
10043014	车兵体力	车兵体力提升|504|588	14	3	ui://Academy/junshiicon4	3	43	14	10043014	70027						10043014	78.28h														220	1	4.95	224.95
10043015	车兵体力	车兵体力提升|588|679	14	3	ui://Academy/junshiicon4	3	43	15	10043015	70029						10043015	141.64h														250	1	5.29	255.29
10043016	车兵体力	车兵体力提升|679|777	14	3	ui://Academy/junshiicon4	3	43	16	10043016	70031						10043016	315.89h														280	1	5.64	285.64
10043017	车兵体力	车兵体力提升|777|889	14	3	ui://Academy/junshiicon4	3	43	17	10043017	70033						10043017	624.15h																	
10043018	车兵体力	车兵体力提升|889|1029	14	3	ui://Academy/junshiicon4	3	43	18	10043018	70035						10043018	802.42h											提升基础敏捷10%			0.2	1	0.09	0.29
10043019	车兵体力	车兵体力提升|1029|1183	14	3	ui://Academy/junshiicon4	3	43	19	10043019	70037						10043019	979.71h											提升基础敏捷20%			0.5	1	0.14	0.64
10043020	车兵体力	车兵体力提升|1183|1365	14	3	ui://Academy/junshiicon4	3	43	20	10043020	70039						10043020	1158h											提升基础敏捷30%			1	1	0.2	1.2
10043021	车兵体力	车兵体力提升|1365|1575	14	3	ui://Academy/junshiicon4	3	43	21	10043021	70041						10043021	1398.31h											提升基础敏捷40%			1.8	1	0.28	2.08
10043022	车兵体力	车兵体力提升|1575|1813	14	3	ui://Academy/junshiicon4	3	43	22	10043022	70043						10043022	1700.62h											提升基础敏捷50%			3	1	0.38	3.38
10043023	车兵体力	车兵体力提升|1813|2079	14	3	ui://Academy/junshiicon4	3	43	23	10043023	70045						10043023	2003.95h											提升基础敏捷60%			4.6	1	0.49	5.09
10043024	车兵体力	车兵体力提升|2079|2373	14	3	ui://Academy/junshiicon4	3	43	24	10043024	70047						10043024	2306.29h											提升基础敏捷70%			6.8	1	0.62	7.42
10043025	车兵体力	车兵体力提升|2373	14	3	ui://Academy/junshiicon4	3	43	25	10043025	70049						10043025	2609.64h											提升基础敏捷80%			9.5	1	0.78	10.28
																												提升基础敏捷90%			12.5	1	0.96	13.46
10044001	车兵敏捷	车兵敏捷提升|4|8	14	4	ui://Academy/junshiicon4	4	44	1	10044001	70001						10044001	0.19h											提升基础敏捷100%			15.5	1	1.17	16.67
10044002	车兵敏捷	车兵敏捷提升|8|16	14	4	ui://Academy/junshiicon4	4	44	2	10044002	70003						10044002	0.49h											提升基础敏捷110%			18.5	1	1.4	19.9
10044003	车兵敏捷	车兵敏捷提升|16|24	14	4	ui://Academy/junshiicon4	4	44	3	10044003	70005						10044003	0.9h											提升基础敏捷120%			21.5	1	1.66	23.16
10044004	车兵敏捷	车兵敏捷提升|24|36	14	4	ui://Academy/junshiicon4	4	44	4	10044004	70007						10044004	1.68h											提升基础敏捷130%			25	1	1.96	26.96
10044005	车兵敏捷	车兵敏捷提升|36|48	14	4	ui://Academy/junshiicon4	4	44	5	10044005	70009						10044005	2.78h											提升基础敏捷140%			30	1	2.28	32.28
10044006	车兵敏捷	车兵敏捷提升|48|64	14	4	ui://Academy/junshiicon4	4	44	6	10044006	70011						10044006	4.29h											提升基础敏捷150%			36	1	2.64	38.64
10044007	车兵敏捷	车兵敏捷提升|64|84	14	4	ui://Academy/junshiicon4	4	44	7	10044007	70013						10044007	6.22h											提升基础敏捷160%			45	1	2.89	47.89
10044008	车兵敏捷	车兵敏捷提升|84|108	14	4	ui://Academy/junshiicon4	4	44	8	10044008	70015						10044008	8.78h											提升基础敏捷170%			60	1	3.15	63.15
10044009	车兵敏捷	车兵敏捷提升|108|136	14	4	ui://Academy/junshiicon4	4	44	9	10044009	70017						10044009	11.96h											提升基础敏捷180%			80	1	3.42	83.42
10044010	车兵敏捷	车兵敏捷提升|136|168	14	4	ui://Academy/junshiicon4	4	44	10	10044010	70019						10044010	15.17h											提升基础敏捷190%			100	1	3.71	103.71
10044011	车兵敏捷	车兵敏捷提升|168|204	14	4	ui://Academy/junshiicon4	4	44	11	10044011	70021						10044011	23.4h											提升基础敏捷200%			130	1	4	134
10044012	车兵敏捷	车兵敏捷提升|204|244	14	4	ui://Academy/junshiicon4	4	44	12	10044012	70023						10044012	32.66h														160	1	4.31	164.31
10044013	车兵敏捷	车兵敏捷提升|244|288	14	4	ui://Academy/junshiicon4	4	44	13	10044013	70025						10044013	45.96h														190	1	4.62	194.62
10044014	车兵敏捷	车兵敏捷提升|288|336	14	4	ui://Academy/junshiicon4	4	44	14	10044014	70027						10044014	78.28h														220	1	4.95	224.95
10044015	车兵敏捷	车兵敏捷提升|336|388	14	4	ui://Academy/junshiicon4	4	44	15	10044015	70029						10044015	141.64h														250	1	5.29	255.29
10044016	车兵敏捷	车兵敏捷提升|388|444	14	4	ui://Academy/junshiicon4	4	44	16	10044016	70031						10044016	315.89h														280	1	5.64	285.64
10044017	车兵敏捷	车兵敏捷提升|444|508	14	4	ui://Academy/junshiicon4	4	44	17	10044017	70033						10044017	624.15h																	
10044018	车兵敏捷	车兵敏捷提升|508|588	14	4	ui://Academy/junshiicon4	4	44	18	10044018	70035						10044018	802.42h											车兵减伤+10%			2.8	1	0.25	3.05
10044019	车兵敏捷	车兵敏捷提升|588|676	14	4	ui://Academy/junshiicon4	4	44	19	10044019	70037						10044019	979.71h											车兵减伤+15%			13.6	1	0.62	14.22
10044020	车兵敏捷	车兵敏捷提升|676|780	14	4	ui://Academy/junshiicon4	4	44	20	10044020	70039						10044020	1158h											车兵减伤+20%			34	1	1.32	35.32
10044021	车兵敏捷	车兵敏捷提升|780|900	14	4	ui://Academy/junshiicon4	4	44	21	10044021	70041						10044021	1398.31h											车兵减伤+25%			60	1	2.28	62.28
10044022	车兵敏捷	车兵敏捷提升|900|1036	14	4	ui://Academy/junshiicon4	4	44	22	10044022	70043						10044022	1700.62h											车兵减伤+30%			140	1	3.28	143.28
10044023	车兵敏捷	车兵敏捷提升|1036|1188	14	4	ui://Academy/junshiicon4	4	44	23	10044023	70045						10044023	2003.95h											车兵减伤+35%			320	1	4.31	324.31
10044024	车兵敏捷	车兵敏捷提升|1188|1356	14	4	ui://Academy/junshiicon4	4	44	24	10044024	70047						10044024	2306.29h											车兵减伤+40%			530	1	5.46	535.46
10044025	车兵敏捷	车兵敏捷提升|1356	14	4	ui://Academy/junshiicon4	4	44	25	10044025	70049						10044025	2609.64h																	
																												提升基础攻击10%			0.2	1	0.09	0.29
10045001	车兵减伤	车兵免伤提升|10%|15%	14	5	ui://Academy/Image_Solider_Che	5	45	1	10045001	70007				10043001		10045001	3.05h		1									提升基础攻击20%			0.5	1	0.14	0.64
10045002	车兵减伤	车兵免伤提升|15%|20%	14	5	ui://Academy/Image_Solider_Che	5	45	2	10045002	70014			10042005			10045002	14.22h		1									提升基础攻击30%			1	1	0.2	1.2
10045003	车兵减伤	车兵免伤提升|20%|25%	14	5	ui://Academy/Image_Solider_Che	5	45	3	10045003	70021				10043009		10045003	45.32h		1									提升基础攻击40%			1.8	1	0.28	2.08
10045004	车兵减伤	车兵免伤提升|25%|30%	14	5	ui://Academy/Image_Solider_Che	5	45	4	10045004	70028			10042013			10045004	186.28h		1									提升基础攻击50%			3	1	0.38	3.38
10045005	车兵减伤	车兵免伤提升|30%|35%	14	5	ui://Academy/Image_Solider_Che	5	45	5	10045005	70035				10043017		10045005	1601.28h		1									提升基础攻击60%			4.6	1	0.49	5.09
10045006	车兵减伤	车兵免伤提升|35%|40%	14	5	ui://Academy/Image_Solider_Che	5	45	6	10045006	70042			10042021			10045006	3094.31h		1									提升基础攻击70%			6.8	1	0.62	7.42
10045007	车兵减伤	车兵免伤提升|40%	14	5	ui://Academy/Image_Solider_Che	5	45	7	10045007	70049				10043025		10045007	5213.46h		1									提升基础攻击80%			9.5	1	0.78	10.28
																												提升基础攻击90%			12.5	1	0.96	13.46
																												提升基础攻击100%			15.5	1	1.17	16.67
																												提升基础攻击110%			18.5	1	1.4	19.9
																												提升基础攻击120%			21.5	1	1.66	23.16
10051001	器械攻击	器械攻击提升|7|14	15	1	ui://Academy/junshiicon5	1	51	1	10051001	70001						10051001	0.19h											提升基础攻击130%			25	1	1.96	26.96
10051002	器械攻击	器械攻击提升|14|28	15	1	ui://Academy/junshiicon5	1	51	2	10051002	70003						10051002	0.49h											提升基础攻击140%			30	1	2.28	32.28
10051003	器械攻击	器械攻击提升|28|42	15	1	ui://Academy/junshiicon5	1	51	3	10051003	70005						10051003	0.9h											提升基础攻击150%			36	1	2.64	38.64
10051004	器械攻击	器械攻击提升|42|63	15	1	ui://Academy/junshiicon5	1	51	4	10051004	70007						10051004	1.68h											提升基础攻击160%			45	1	2.89	47.89
10051005	器械攻击	器械攻击提升|63|84	15	1	ui://Academy/junshiicon5	1	51	5	10051005	70009						10051005	2.78h											提升基础攻击170%			60	1	3.15	63.15
10051006	器械攻击	器械攻击提升|84|112	15	1	ui://Academy/junshiicon5	1	51	6	10051006	70011						10051006	4.29h											提升基础攻击180%			80	1	3.42	83.42
10051007	器械攻击	器械攻击提升|112|147	15	1	ui://Academy/junshiicon5	1	51	7	10051007	70013						10051007	6.22h											提升基础攻击190%			100	1	3.71	103.71
10051008	器械攻击	器械攻击提升|147|189	15	1	ui://Academy/junshiicon5	1	51	8	10051008	70015						10051008	8.78h											提升基础攻击200%			130	1	4	134
10051009	器械攻击	器械攻击提升|189|238	15	1	ui://Academy/junshiicon5	1	51	9	10051009	70017						10051009	11.96h														160	1	4.31	164.31
10051010	器械攻击	器械攻击提升|238|294	15	1	ui://Academy/junshiicon5	1	51	10	10051010	70019						10051010	15.17h														190	1	4.62	194.62
10051011	器械攻击	器械攻击提升|294|357	15	1	ui://Academy/junshiicon5	1	51	11	10051011	70021						10051011	23.4h														220	1	4.95	224.95
10051012	器械攻击	器械攻击提升|357|427	15	1	ui://Academy/junshiicon5	1	51	12	10051012	70023						10051012	32.66h														250	1	5.29	255.29
10051013	器械攻击	器械攻击提升|427|504	15	1	ui://Academy/junshiicon5	1	51	13	10051013	70025						10051013	45.96h														280	1	5.64	285.64
10051014	器械攻击	器械攻击提升|504|588	15	1	ui://Academy/junshiicon5	1	51	14	10051014	70027						10051014	78.28h																	
10051015	器械攻击	器械攻击提升|588|679	15	1	ui://Academy/junshiicon5	1	51	15	10051015	70029						10051015	141.64h											提升基础防御10%			0.2	1	0.09	0.29
10051016	器械攻击	器械攻击提升|679|777	15	1	ui://Academy/junshiicon5	1	51	16	10051016	70031						10051016	315.89h											提升基础防御20%			0.5	1	0.14	0.64
10051017	器械攻击	器械攻击提升|777|889	15	1	ui://Academy/junshiicon5	1	51	17	10051017	70033						10051017	624.15h											提升基础防御30%			1	1	0.2	1.2
10051018	器械攻击	器械攻击提升|889|1029	15	1	ui://Academy/junshiicon5	1	51	18	10051018	70035						10051018	802.42h											提升基础防御40%			1.8	1	0.28	2.08
10051019	器械攻击	器械攻击提升|1029|1183	15	1	ui://Academy/junshiicon5	1	51	19	10051019	70037						10051019	979.71h											提升基础防御50%			3	1	0.38	3.38
10051020	器械攻击	器械攻击提升|1183|1365	15	1	ui://Academy/junshiicon5	1	51	20	10051020	70039						10051020	1158h											提升基础防御60%			4.6	1	0.49	5.09
10051021	器械攻击	器械攻击提升|1365|1575	15	1	ui://Academy/junshiicon5	1	51	21	10051021	70041						10051021	1398.31h											提升基础防御70%			6.8	1	0.62	7.42
10051022	器械攻击	器械攻击提升|1575|1813	15	1	ui://Academy/junshiicon5	1	51	22	10051022	70043						10051022	1700.62h											提升基础防御80%			9.5	1	0.78	10.28
10051023	器械攻击	器械攻击提升|1813|2079	15	1	ui://Academy/junshiicon5	1	51	23	10051023	70045						10051023	2003.95h											提升基础防御90%			12.5	1	0.96	13.46
10051024	器械攻击	器械攻击提升|2079|2373	15	1	ui://Academy/junshiicon5	1	51	24	10051024	70047						10051024	2306.29h											提升基础防御100%			15.5	1	1.17	16.67
10051025	器械攻击	器械攻击提升|2373	15	1	ui://Academy/junshiicon5	1	51	25	10051025	70049						10051025	2609.64h											提升基础防御110%			18.5	1	1.4	19.9
																												提升基础防御120%			21.5	1	1.66	23.16
10052001	器械防御	器械防御提升|4|8	15	2	ui://Academy/junshiicon5	2	52	1	10052001	70001						10052001	0.19h											提升基础防御130%			25	1	1.96	26.96
10052002	器械防御	器械防御提升|8|16	15	2	ui://Academy/junshiicon5	2	52	2	10052002	70003						10052002	0.49h											提升基础防御140%			30	1	2.28	32.28
10052003	器械防御	器械防御提升|16|24	15	2	ui://Academy/junshiicon5	2	52	3	10052003	70005						10052003	0.9h											提升基础防御150%			36	1	2.64	38.64
10052004	器械防御	器械防御提升|24|36	15	2	ui://Academy/junshiicon5	2	52	4	10052004	70007						10052004	1.68h											提升基础防御160%			45	1	2.89	47.89
10052005	器械防御	器械防御提升|36|48	15	2	ui://Academy/junshiicon5	2	52	5	10052005	70009						10052005	2.78h											提升基础防御170%			60	1	3.15	63.15
10052006	器械防御	器械防御提升|48|64	15	2	ui://Academy/junshiicon5	2	52	6	10052006	70011						10052006	4.29h											提升基础防御180%			80	1	3.42	83.42
10052007	器械防御	器械防御提升|64|84	15	2	ui://Academy/junshiicon5	2	52	7	10052007	70013						10052007	6.22h											提升基础防御190%			100	1	3.71	103.71
10052008	器械防御	器械防御提升|84|108	15	2	ui://Academy/junshiicon5	2	52	8	10052008	70015						10052008	8.78h											提升基础防御200%			130	1	4	134
10052009	器械防御	器械防御提升|108|136	15	2	ui://Academy/junshiicon5	2	52	9	10052009	70017						10052009	11.96h														160	1	4.31	164.31
10052010	器械防御	器械防御提升|136|168	15	2	ui://Academy/junshiicon5	2	52	10	10052010	70019						10052010	15.17h														190	1	4.62	194.62
10052011	器械防御	器械防御提升|168|204	15	2	ui://Academy/junshiicon5	2	52	11	10052011	70021						10052011	23.4h														220	1	4.95	224.95
10052012	器械防御	器械防御提升|204|244	15	2	ui://Academy/junshiicon5	2	52	12	10052012	70023						10052012	32.66h														250	1	5.29	255.29
10052013	器械防御	器械防御提升|244|288	15	2	ui://Academy/junshiicon5	2	52	13	10052013	70025						10052013	45.96h														280	1	5.64	285.64
10052014	器械防御	器械防御提升|288|336	15	2	ui://Academy/junshiicon5	2	52	14	10052014	70027						10052014	78.28h																	
10052015	器械防御	器械防御提升|336|388	15	2	ui://Academy/junshiicon5	2	52	15	10052015	70029						10052015	141.64h											提升基础体力10%			0.2	1	0.09	0.29
10052016	器械防御	器械防御提升|388|444	15	2	ui://Academy/junshiicon5	2	52	16	10052016	70031						10052016	315.89h											提升基础体力20%			0.5	1	0.14	0.64
10052017	器械防御	器械防御提升|444|508	15	2	ui://Academy/junshiicon5	2	52	17	10052017	70033						10052017	624.15h											提升基础体力30%			1	1	0.2	1.2
10052018	器械防御	器械防御提升|508|588	15	2	ui://Academy/junshiicon5	2	52	18	10052018	70035						10052018	802.42h											提升基础体力40%			1.8	1	0.28	2.08
10052019	器械防御	器械防御提升|588|676	15	2	ui://Academy/junshiicon5	2	52	19	10052019	70037						10052019	979.71h											提升基础体力50%			3	1	0.38	3.38
10052020	器械防御	器械防御提升|676|780	15	2	ui://Academy/junshiicon5	2	52	20	10052020	70039						10052020	1158h											提升基础体力60%			4.6	1	0.49	5.09
10052021	器械防御	器械防御提升|780|900	15	2	ui://Academy/junshiicon5	2	52	21	10052021	70041						10052021	1398.31h											提升基础体力70%			6.8	1	0.62	7.42
10052022	器械防御	器械防御提升|900|1036	15	2	ui://Academy/junshiicon5	2	52	22	10052022	70043						10052022	1700.62h											提升基础体力80%			9.5	1	0.78	10.28
10052023	器械防御	器械防御提升|1036|1188	15	2	ui://Academy/junshiicon5	2	52	23	10052023	70045						10052023	2003.95h											提升基础体力90%			12.5	1	0.96	13.46
10052024	器械防御	器械防御提升|1188|1356	15	2	ui://Academy/junshiicon5	2	52	24	10052024	70047						10052024	2306.29h											提升基础体力100%			15.5	1	1.17	16.67
10052025	器械防御	器械防御提升|1356	15	2	ui://Academy/junshiicon5	2	52	25	10052025	70049						10052025	2609.64h											提升基础体力110%			18.5	1	1.4	19.9
																												提升基础体力120%			21.5	1	1.66	23.16
10053001	器械体力	器械体力提升|6|12	15	3	ui://Academy/junshiicon5	3	53	1	10053001	70001						10053001	0.19h											提升基础体力130%			25	1	1.96	26.96
10053002	器械体力	器械体力提升|12|24	15	3	ui://Academy/junshiicon5	3	53	2	10053002	70003						10053002	0.49h											提升基础体力140%			30	1	2.28	32.28
10053003	器械体力	器械体力提升|24|36	15	3	ui://Academy/junshiicon5	3	53	3	10053003	70005						10053003	0.9h											提升基础体力150%			36	1	2.64	38.64
10053004	器械体力	器械体力提升|36|54	15	3	ui://Academy/junshiicon5	3	53	4	10053004	70007						10053004	1.68h											提升基础体力160%			45	1	2.89	47.89
10053005	器械体力	器械体力提升|54|72	15	3	ui://Academy/junshiicon5	3	53	5	10053005	70009						10053005	2.78h											提升基础体力170%			60	1	3.15	63.15
10053006	器械体力	器械体力提升|72|96	15	3	ui://Academy/junshiicon5	3	53	6	10053006	70011						10053006	4.29h											提升基础体力180%			80	1	3.42	83.42
10053007	器械体力	器械体力提升|96|126	15	3	ui://Academy/junshiicon5	3	53	7	10053007	70013						10053007	6.22h											提升基础体力190%			100	1	3.71	103.71
10053008	器械体力	器械体力提升|126|162	15	3	ui://Academy/junshiicon5	3	53	8	10053008	70015						10053008	8.78h											提升基础体力200%			130	1	4	134
10053009	器械体力	器械体力提升|162|204	15	3	ui://Academy/junshiicon5	3	53	9	10053009	70017						10053009	11.96h														160	1	4.31	164.31
10053010	器械体力	器械体力提升|204|252	15	3	ui://Academy/junshiicon5	3	53	10	10053010	70019						10053010	15.17h														190	1	4.62	194.62
10053011	器械体力	器械体力提升|252|306	15	3	ui://Academy/junshiicon5	3	53	11	10053011	70021						10053011	23.4h														220	1	4.95	224.95
10053012	器械体力	器械体力提升|306|366	15	3	ui://Academy/junshiicon5	3	53	12	10053012	70023						10053012	32.66h														250	1	5.29	255.29
10053013	器械体力	器械体力提升|366|432	15	3	ui://Academy/junshiicon5	3	53	13	10053013	70025						10053013	45.96h														280	1	5.64	285.64
10053014	器械体力	器械体力提升|432|504	15	3	ui://Academy/junshiicon5	3	53	14	10053014	70027						10053014	78.28h																	
10053015	器械体力	器械体力提升|504|582	15	3	ui://Academy/junshiicon5	3	53	15	10053015	70029						10053015	141.64h											提升基础敏捷10%			0.2	1	0.09	0.29
10053016	器械体力	器械体力提升|582|666	15	3	ui://Academy/junshiicon5	3	53	16	10053016	70031						10053016	315.89h											提升基础敏捷20%			0.5	1	0.14	0.64
10053017	器械体力	器械体力提升|666|762	15	3	ui://Academy/junshiicon5	3	53	17	10053017	70033						10053017	624.15h											提升基础敏捷30%			1	1	0.2	1.2
10053018	器械体力	器械体力提升|762|882	15	3	ui://Academy/junshiicon5	3	53	18	10053018	70035						10053018	802.42h											提升基础敏捷40%			1.8	1	0.28	2.08
10053019	器械体力	器械体力提升|882|1014	15	3	ui://Academy/junshiicon5	3	53	19	10053019	70037						10053019	979.71h											提升基础敏捷50%			3	1	0.38	3.38
10053020	器械体力	器械体力提升|1014|1170	15	3	ui://Academy/junshiicon5	3	53	20	10053020	70039						10053020	1158h											提升基础敏捷60%			4.6	1	0.49	5.09
10053021	器械体力	器械体力提升|1170|1350	15	3	ui://Academy/junshiicon5	3	53	21	10053021	70041						10053021	1398.31h											提升基础敏捷70%			6.8	1	0.62	7.42
10053022	器械体力	器械体力提升|1350|1554	15	3	ui://Academy/junshiicon5	3	53	22	10053022	70043						10053022	1700.62h											提升基础敏捷80%			9.5	1	0.78	10.28
10053023	器械体力	器械体力提升|1554|1782	15	3	ui://Academy/junshiicon5	3	53	23	10053023	70045						10053023	2003.95h											提升基础敏捷90%			12.5	1	0.96	13.46
10053024	器械体力	器械体力提升|1782|2034	15	3	ui://Academy/junshiicon5	3	53	24	10053024	70047						10053024	2306.29h											提升基础敏捷100%			15.5	1	1.17	16.67
10053025	器械体力	器械体力提升|2034	15	3	ui://Academy/junshiicon5	3	53	25	10053025	70049						10053025	2609.64h											提升基础敏捷110%			18.5	1	1.4	19.9
																												提升基础敏捷120%			21.5	1	1.66	23.16
10054001	器械敏捷	器械敏捷提升|3|6	15	4	ui://Academy/junshiicon5	4	54	1	10054001	70001						10054001	0.19h											提升基础敏捷130%			25	1	1.96	26.96
10054002	器械敏捷	器械敏捷提升|6|12	15	4	ui://Academy/junshiicon5	4	54	2	10054002	70003						10054002	0.49h											提升基础敏捷140%			30	1	2.28	32.28
10054003	器械敏捷	器械敏捷提升|12|18	15	4	ui://Academy/junshiicon5	4	54	3	10054003	70005						10054003	0.9h											提升基础敏捷150%			36	1	2.64	38.64
10054004	器械敏捷	器械敏捷提升|18|27	15	4	ui://Academy/junshiicon5	4	54	4	10054004	70007						10054004	1.68h											提升基础敏捷160%			45	1	2.89	47.89
10054005	器械敏捷	器械敏捷提升|27|36	15	4	ui://Academy/junshiicon5	4	54	5	10054005	70009						10054005	2.78h											提升基础敏捷170%			60	1	3.15	63.15
10054006	器械敏捷	器械敏捷提升|36|48	15	4	ui://Academy/junshiicon5	4	54	6	10054006	70011						10054006	4.29h											提升基础敏捷180%			80	1	3.42	83.42
10054007	器械敏捷	器械敏捷提升|48|63	15	4	ui://Academy/junshiicon5	4	54	7	10054007	70013						10054007	6.22h											提升基础敏捷190%			100	1	3.71	103.71
10054008	器械敏捷	器械敏捷提升|63|81	15	4	ui://Academy/junshiicon5	4	54	8	10054008	70015						10054008	8.78h											提升基础敏捷200%			130	1	4	134
10054009	器械敏捷	器械敏捷提升|81|102	15	4	ui://Academy/junshiicon5	4	54	9	10054009	70017						10054009	11.96h														160	1	4.31	164.31
10054010	器械敏捷	器械敏捷提升|102|126	15	4	ui://Academy/junshiicon5	4	54	10	10054010	70019						10054010	15.17h														190	1	4.62	194.62
10054011	器械敏捷	器械敏捷提升|126|153	15	4	ui://Academy/junshiicon5	4	54	11	10054011	70021						10054011	23.4h														220	1	4.95	224.95
10054012	器械敏捷	器械敏捷提升|153|183	15	4	ui://Academy/junshiicon5	4	54	12	10054012	70023						10054012	32.66h														250	1	5.29	255.29
10054013	器械敏捷	器械敏捷提升|183|216	15	4	ui://Academy/junshiicon5	4	54	13	10054013	70025						10054013	45.96h														280	1	5.64	285.64
10054014	器械敏捷	器械敏捷提升|216|252	15	4	ui://Academy/junshiicon5	4	54	14	10054014	70027						10054014	78.28h																	
10054015	器械敏捷	器械敏捷提升|252|291	15	4	ui://Academy/junshiicon5	4	54	15	10054015	70029						10054015	141.64h											器械增伤+10%			2.8	1	0.25	3.05
10054016	器械敏捷	器械敏捷提升|291|333	15	4	ui://Academy/junshiicon5	4	54	16	10054016	70031						10054016	315.89h											器械增伤+15%			13.6	1	0.62	14.22
10054017	器械敏捷	器械敏捷提升|333|381	15	4	ui://Academy/junshiicon5	4	54	17	10054017	70033						10054017	624.15h											器械增伤+20%			34	1	1.32	35.32
10054018	器械敏捷	器械敏捷提升|381|441	15	4	ui://Academy/junshiicon5	4	54	18	10054018	70035						10054018	802.42h											器械增伤+25%			60	1	2.28	62.28
10054019	器械敏捷	器械敏捷提升|441|507	15	4	ui://Academy/junshiicon5	4	54	19	10054019	70037						10054019	979.71h											器械增伤+30%			140	1	3.28	143.28
10054020	器械敏捷	器械敏捷提升|507|585	15	4	ui://Academy/junshiicon5	4	54	20	10054020	70039						10054020	1158h											器械增伤+35%			320	1	4.31	324.31
10054021	器械敏捷	器械敏捷提升|585|675	15	4	ui://Academy/junshiicon5	4	54	21	10054021	70041						10054021	1398.31h											器械增伤+40%			530	1	5.46	535.46
10054022	器械敏捷	器械敏捷提升|675|777	15	4	ui://Academy/junshiicon5	4	54	22	10054022	70043						10054022	1700.62h																	
10054023	器械敏捷	器械敏捷提升|777|891	15	4	ui://Academy/junshiicon5	4	54	23	10054023	70045						10054023	2003.95h																	
10054024	器械敏捷	器械敏捷提升|891|1017	15	4	ui://Academy/junshiicon5	4	54	24	10054024	70047						10054024	2306.29h																	
10054025	器械敏捷	器械敏捷提升|1017	15	4	ui://Academy/junshiicon5	4	54	25	10054025	70049						10054025	2609.64h																	
																																		
10055001	器械增伤	器械增伤提升|10%|15%	15	5	ui://Academy/Image_Solider_Xie	5	55	1	10055001	70007				10053001		10055001	3.05h		1															
10055002	器械增伤	器械增伤提升|15%|20%	15	5	ui://Academy/Image_Solider_Xie	5	55	2	10055002	70014		10051005				10055002	14.22h		1															
10055003	器械增伤	器械增伤提升|20%|25%	15	5	ui://Academy/Image_Solider_Xie	5	55	3	10055003	70021				10053009		10055003	45.32h		1															
10055004	器械增伤	器械增伤提升|25%|30%	15	5	ui://Academy/Image_Solider_Xie	5	55	4	10055004	70028		10051013				10055004	186.28h		1															
10055005	器械增伤	器械增伤提升|30%|35%	15	5	ui://Academy/Image_Solider_Xie	5	55	5	10055005	70035				10053017		10055005	1601.28h		1															
10055006	器械增伤	器械增伤提升|35%|40%	15	5	ui://Academy/Image_Solider_Xie	5	55	6	10055006	70042		10051021				10055006	3094.31h		1															
10055007	器械增伤	器械增伤提升|40%	15	5	ui://Academy/Image_Solider_Xie	5	55	7	10055007	70049				10053025		10055007	5213.46h		1															
