"id,5-6位编码表示建筑，前1-2为表示建筑类型，后两位表示建筑等级"	名字	类型    GUAN_FU = 2; // 官府    CANG_KU = 3; // 仓库    JIU_GUAN = 4; // 酒馆    JUN_YING = 5; // 军营    CHENG_QIANG = 6; // 城墙    SHU_YUAN = 7; // 书院    WAI_SHI_YUAN = 8; // 外使院    TIE_JIANG_PU = 9; // 铁匠铺    XIU_LIAN_GUAN = 10; // 修炼馆    SHI_CHANG = 11; // 市场    XING_YING = 12; // 行营    GOLD_PRODUCER = 21; // 金币产出    FOOD_PRODUCER = 22; // 食物产出    WOOD_PRODUCER = 23; // 木头产出    STONE_PRODUCER = 24; // 石头产出    SI_TU_FU = 30; // 司徒府    ZHU_BI_CHANG = 31; // 铸币厂    CAI_SHI_CHANGE = 32; // 采石场    JI_XIA_XUE_GONG = 33; // 稷下学宫    LU_BAN_GONG_FANG = 34; // 鲁班工坊    SI_MA_FU = 40; // 司马府    SHEN_SHE_YING = 41; // 神射营    HU_BEN_YING = 42; // 虎贲营    CHENG_FANG_JI_GUAN = 43; // 城防机关    YU_BEI_BING_SUO = 44; // 预备兵所	等级	升级所需建筑队时间	繁荣度	君主经验	升级消耗的资源，关联Cost表	前置建筑	要求主城等级		effect，关联domestic/effect.txt表	建筑效果描述	建筑功能按钮图标	模型	建筑效果描述	解锁预览	升级预览											
400049	司马府49	SI_MA_FU	49	1417.5h	14370	17	400049				400049	武将统兵+420（升级[color=#5fd652]+15[/color]） 	建筑升级图标		武将统兵提升420		武将统兵+420（升级[color=#5fd652]+15[/color]） 											
400050	司马府50	SI_MA_FU	50	1818.53h	15000	17	400050				400050	武将统兵+435 	建筑升级图标		武将统兵提升435		武将统兵+435 											
																												
410001	神射营1	SHEN_SHE_YING	1		50	1	410001				410001	弓、器增伤+1.00%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升1.00%		弓、器增伤+1.00%（升级[color=#5fd652]+0.10%[/color]） 											
410002	神射营2	SHEN_SHE_YING	2	0.24h	110	1	410002				410002	弓、器增伤+1.10%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升1.10%		弓、器增伤+1.10%（升级[color=#5fd652]+0.10%[/color]） 											
410003	神射营3	SHEN_SHE_YING	3	0.41h	180	1	410003				410003	弓、器增伤+1.20%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升1.20%		弓、器增伤+1.20%（升级[color=#5fd652]+0.10%[/color]） 											
410004	神射营4	SHEN_SHE_YING	4	0.58h	260	2	410004				410004	弓、器增伤+1.30%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升1.30%		弓、器增伤+1.30%（升级[color=#5fd652]+0.10%[/color]） 											
410005	神射营5	SHEN_SHE_YING	5	0.69h	350	2	410005				410005	弓、器增伤+1.40%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升1.40%		弓、器增伤+1.40%（升级[color=#5fd652]+0.10%[/color]） 											
410006	神射营6	SHEN_SHE_YING	6	0.7475h	450	2	410006				410006	弓、器增伤+1.50%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升1.50%		弓、器增伤+1.50%（升级[color=#5fd652]+0.10%[/color]） 											
410007	神射营7	SHEN_SHE_YING	7	0.805h	560	3	410007				410007	弓、器增伤+1.60%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升1.60%		弓、器增伤+1.60%（升级[color=#5fd652]+0.10%[/color]） 											
410008	神射营8	SHEN_SHE_YING	8	0.8625h	680	3	410008				410008	弓、器增伤+1.70%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升1.70%		弓、器增伤+1.70%（升级[color=#5fd652]+0.10%[/color]） 											
410009	神射营9	SHEN_SHE_YING	9	0.92h	810	3	410009				410009	弓、器增伤+1.80%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升1.80%		弓、器增伤+1.80%（升级[color=#5fd652]+0.10%[/color]） 											
410010	神射营10	SHEN_SHE_YING	10	0.9775h	950	4	410010				410010	弓、器增伤+1.90%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升1.90%		弓、器增伤+1.90%（升级[color=#5fd652]+0.10%[/color]） 											
410011	神射营11	SHEN_SHE_YING	11	1.035h	1100	4	410011				410011	弓、器增伤+2.00%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升2.00%		弓、器增伤+2.00%（升级[color=#5fd652]+0.10%[/color]） 											
410012	神射营12	SHEN_SHE_YING	12	1.0925h	1260	4	410012				410012	弓、器增伤+2.10%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升2.10%		弓、器增伤+2.10%（升级[color=#5fd652]+0.10%[/color]） 											
410013	神射营13	SHEN_SHE_YING	13	1.56h	1430	5	410013				410013	弓、器增伤+2.20%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升2.20%		弓、器增伤+2.20%（升级[color=#5fd652]+0.10%[/color]） 											
410014	神射营14	SHEN_SHE_YING	14	1.89h	1610	5	410014				410014	弓、器增伤+2.30%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升2.30%		弓、器增伤+2.30%（升级[color=#5fd652]+0.10%[/color]） 											
410015	神射营15	SHEN_SHE_YING	15	2.5h	1800	5	410015				410015	弓、器增伤+2.40%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升2.40%		弓、器增伤+2.40%（升级[color=#5fd652]+0.10%[/color]） 											
410016	神射营16	SHEN_SHE_YING	16	3.27h	2000	6	410016				410016	弓、器增伤+2.50%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升2.50%		弓、器增伤+2.50%（升级[color=#5fd652]+0.10%[/color]） 											
410017	神射营17	SHEN_SHE_YING	17	4.49h	2210	6	410017				410017	弓、器增伤+2.60%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升2.60%		弓、器增伤+2.60%（升级[color=#5fd652]+0.10%[/color]） 											
410018	神射营18	SHEN_SHE_YING	18	5.62h	2430	6	410018				410018	弓、器增伤+2.70%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升2.70%		弓、器增伤+2.70%（升级[color=#5fd652]+0.10%[/color]） 											
410019	神射营19	SHEN_SHE_YING	19	7.9h	2660	7	410019				410019	弓、器增伤+2.80%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升2.80%		弓、器增伤+2.80%（升级[color=#5fd652]+0.10%[/color]） 											
410020	神射营20	SHEN_SHE_YING	20	10.85h	2900	7	410020				410020	弓、器增伤+2.90%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升2.90%		弓、器增伤+2.90%（升级[color=#5fd652]+0.10%[/color]） 											
410021	神射营21	SHEN_SHE_YING	21	13.97h	3150	7	410021				410021	弓、器增伤+3.00%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升3.00%		弓、器增伤+3.00%（升级[color=#5fd652]+0.10%[/color]） 											
410022	神射营22	SHEN_SHE_YING	22	16.93h	3410	8	410022				410022	弓、器增伤+3.10%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升3.10%		弓、器增伤+3.10%（升级[color=#5fd652]+0.10%[/color]） 											
410023	神射营23	SHEN_SHE_YING	23	20.09h	3680	8	410023				410023	弓、器增伤+3.20%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升3.20%		弓、器增伤+3.20%（升级[color=#5fd652]+0.10%[/color]） 											
410024	神射营24	SHEN_SHE_YING	24	23.08h	3960	8	410024				410024	弓、器增伤+3.30%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升3.30%		弓、器增伤+3.30%（升级[color=#5fd652]+0.10%[/color]） 											
410025	神射营25	SHEN_SHE_YING	25	26.53h	4250	9	410025				410025	弓、器增伤+3.40%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升3.40%		弓、器增伤+3.40%（升级[color=#5fd652]+0.10%[/color]） 											
410026	神射营26	SHEN_SHE_YING	26	29.54h	4550	9	410026				410026	弓、器增伤+3.50%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升3.50%		弓、器增伤+3.50%（升级[color=#5fd652]+0.10%[/color]） 											
410027	神射营27	SHEN_SHE_YING	27	32.8h	4860	9	410027				410027	弓、器增伤+3.60%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升3.60%		弓、器增伤+3.60%（升级[color=#5fd652]+0.10%[/color]） 											
410028	神射营28	SHEN_SHE_YING	28	41.37h	5180	10	410028				410028	弓、器增伤+3.70%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升3.70%		弓、器增伤+3.70%（升级[color=#5fd652]+0.10%[/color]） 											
410029	神射营29	SHEN_SHE_YING	29	52.54h	5510	10	410029				410029	弓、器增伤+3.80%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升3.80%		弓、器增伤+3.80%（升级[color=#5fd652]+0.10%[/color]） 											
410030	神射营30	SHEN_SHE_YING	30	63.71h	5850	10	410030				410030	弓、器增伤+3.90%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升3.90%		弓、器增伤+3.90%（升级[color=#5fd652]+0.10%[/color]） 											
410031	神射营31	SHEN_SHE_YING	31	78.07h	6200	11	410031				410031	弓、器增伤+4.00%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升4.00%		弓、器增伤+4.00%（升级[color=#5fd652]+0.10%[/color]） 											
410032	神射营32	SHEN_SHE_YING	32	85.44h	6560	11	410032				410032	弓、器增伤+4.10%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升4.10%		弓、器增伤+4.10%（升级[color=#5fd652]+0.10%[/color]） 											
410033	神射营33	SHEN_SHE_YING	33	92.83h	6930	11	410033				410033	弓、器增伤+4.20%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升4.20%		弓、器增伤+4.20%（升级[color=#5fd652]+0.10%[/color]） 											
410034	神射营34	SHEN_SHE_YING	34	100.22h	7310	12	410034				410034	弓、器增伤+4.30%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升4.30%		弓、器增伤+4.30%（升级[color=#5fd652]+0.10%[/color]） 											
410035	神射营35	SHEN_SHE_YING	35	107.97h	7700	12	410035				410035	弓、器增伤+4.40%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升4.40%		弓、器增伤+4.40%（升级[color=#5fd652]+0.10%[/color]） 											
410036	神射营36	SHEN_SHE_YING	36	115.39h	8100	12	410036				410036	弓、器增伤+4.50%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升4.50%		弓、器增伤+4.50%（升级[color=#5fd652]+0.10%[/color]） 											
410037	神射营37	SHEN_SHE_YING	37	122.81h	8510	13	410037				410037	弓、器增伤+4.60%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升4.60%		弓、器增伤+4.60%（升级[color=#5fd652]+0.10%[/color]） 											
410038	神射营38	SHEN_SHE_YING	38	130.24h	8930	13	410038				410038	弓、器增伤+4.70%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升4.70%		弓、器增伤+4.70%（升级[color=#5fd652]+0.10%[/color]） 											
410039	神射营39	SHEN_SHE_YING	39	137.68h	9360	13	410039				410039	弓、器增伤+4.80%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升4.80%		弓、器增伤+4.80%（升级[color=#5fd652]+0.10%[/color]） 											
410040	神射营40	SHEN_SHE_YING	40	145.53h	9800	14	410040				410040	弓、器增伤+4.90%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升4.90%		弓、器增伤+4.90%（升级[color=#5fd652]+0.10%[/color]） 											
410041	神射营41	SHEN_SHE_YING	41	153h	10250	14	410041				410041	弓、器增伤+5.00%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升5.00%		弓、器增伤+5.00%（升级[color=#5fd652]+0.10%[/color]） 											
410042	神射营42	SHEN_SHE_YING	42	188.47h	10710	14	410042				410042	弓、器增伤+5.10%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升5.10%		弓、器增伤+5.10%（升级[color=#5fd652]+0.10%[/color]） 											
410043	神射营43	SHEN_SHE_YING	43	223.95h	11180	15	410043				410043	弓、器增伤+5.20%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升5.20%		弓、器增伤+5.20%（升级[color=#5fd652]+0.10%[/color]） 											
410044	神射营44	SHEN_SHE_YING	44	259.44h	11660	15	410044				410044	弓、器增伤+5.30%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升5.30%		弓、器增伤+5.30%（升级[color=#5fd652]+0.10%[/color]） 											
410045	神射营45	SHEN_SHE_YING	45	295.38h	12160	15	410045				410045	弓、器增伤+5.40%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升5.40%		弓、器增伤+5.40%（升级[color=#5fd652]+0.10%[/color]） 											
410046	神射营46	SHEN_SHE_YING	46	330.9h	12680	16	410046				410046	弓、器增伤+5.50%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升5.50%		弓、器增伤+5.50%（升级[color=#5fd652]+0.10%[/color]） 											
410047	神射营47	SHEN_SHE_YING	47	366.42h	13220	16	410047				410047	弓、器增伤+5.60%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升5.60%		弓、器增伤+5.60%（升级[color=#5fd652]+0.10%[/color]） 											
410048	神射营48	SHEN_SHE_YING	48	436.96h	13780	16	410048				410048	弓、器增伤+5.70%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升5.70%		弓、器增伤+5.70%（升级[color=#5fd652]+0.10%[/color]） 											
410049	神射营49	SHEN_SHE_YING	49	507.5h	14370	17	410049				410049	弓、器增伤+5.80%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		弓、器增伤提升5.80%		弓、器增伤+5.80%（升级[color=#5fd652]+0.10%[/color]） 											
410050	神射营50	SHEN_SHE_YING	50	648.53h	15000	17	410050				410050	弓、器增伤+5.90% 	建筑升级图标		弓、器增伤提升5.90%		弓、器增伤+5.90% 											
																												
420001	虎贲营1	HU_BEN_YING	1		50	1	420001				420001	步、骑、车减伤+1.00%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升1.00%		步、骑、车减伤+1.00%（升级[color=#5fd652]+0.10%[/color]） 											
420002	虎贲营2	HU_BEN_YING	2	0.24h	110	1	420002				420002	步、骑、车减伤+1.10%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升1.10%		步、骑、车减伤+1.10%（升级[color=#5fd652]+0.10%[/color]） 											
420003	虎贲营3	HU_BEN_YING	3	0.41h	180	1	420003				420003	步、骑、车减伤+1.20%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升1.20%		步、骑、车减伤+1.20%（升级[color=#5fd652]+0.10%[/color]） 											
420004	虎贲营4	HU_BEN_YING	4	0.58h	260	2	420004				420004	步、骑、车减伤+1.30%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升1.30%		步、骑、车减伤+1.30%（升级[color=#5fd652]+0.10%[/color]） 											
420005	虎贲营5	HU_BEN_YING	5	0.69h	350	2	420005				420005	步、骑、车减伤+1.40%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升1.40%		步、骑、车减伤+1.40%（升级[color=#5fd652]+0.10%[/color]） 											
420006	虎贲营6	HU_BEN_YING	6	0.7475h	450	2	420006				420006	步、骑、车减伤+1.50%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升1.50%		步、骑、车减伤+1.50%（升级[color=#5fd652]+0.10%[/color]） 											
420007	虎贲营7	HU_BEN_YING	7	0.805h	560	3	420007				420007	步、骑、车减伤+1.60%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升1.60%		步、骑、车减伤+1.60%（升级[color=#5fd652]+0.10%[/color]） 											
420008	虎贲营8	HU_BEN_YING	8	0.8625h	680	3	420008				420008	步、骑、车减伤+1.70%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升1.70%		步、骑、车减伤+1.70%（升级[color=#5fd652]+0.10%[/color]） 											
420009	虎贲营9	HU_BEN_YING	9	0.92h	810	3	420009				420009	步、骑、车减伤+1.80%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升1.80%		步、骑、车减伤+1.80%（升级[color=#5fd652]+0.10%[/color]） 											
420010	虎贲营10	HU_BEN_YING	10	0.9775h	950	4	420010				420010	步、骑、车减伤+1.90%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升1.90%		步、骑、车减伤+1.90%（升级[color=#5fd652]+0.10%[/color]） 											
420011	虎贲营11	HU_BEN_YING	11	1.035h	1100	4	420011				420011	步、骑、车减伤+2.00%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升2.00%		步、骑、车减伤+2.00%（升级[color=#5fd652]+0.10%[/color]） 											
420012	虎贲营12	HU_BEN_YING	12	1.0925h	1260	4	420012				420012	步、骑、车减伤+2.10%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升2.10%		步、骑、车减伤+2.10%（升级[color=#5fd652]+0.10%[/color]） 											
420013	虎贲营13	HU_BEN_YING	13	1.56h	1430	5	420013				420013	步、骑、车减伤+2.20%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升2.20%		步、骑、车减伤+2.20%（升级[color=#5fd652]+0.10%[/color]） 											
420014	虎贲营14	HU_BEN_YING	14	1.89h	1610	5	420014				420014	步、骑、车减伤+2.30%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升2.30%		步、骑、车减伤+2.30%（升级[color=#5fd652]+0.10%[/color]） 											
420015	虎贲营15	HU_BEN_YING	15	2.5h	1800	5	420015				420015	步、骑、车减伤+2.40%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升2.40%		步、骑、车减伤+2.40%（升级[color=#5fd652]+0.10%[/color]） 											
420016	虎贲营16	HU_BEN_YING	16	3.27h	2000	6	420016				420016	步、骑、车减伤+2.50%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升2.50%		步、骑、车减伤+2.50%（升级[color=#5fd652]+0.10%[/color]） 											
420017	虎贲营17	HU_BEN_YING	17	4.49h	2210	6	420017				420017	步、骑、车减伤+2.60%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升2.60%		步、骑、车减伤+2.60%（升级[color=#5fd652]+0.10%[/color]） 											
420018	虎贲营18	HU_BEN_YING	18	5.62h	2430	6	420018				420018	步、骑、车减伤+2.70%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升2.70%		步、骑、车减伤+2.70%（升级[color=#5fd652]+0.10%[/color]） 											
420019	虎贲营19	HU_BEN_YING	19	7.9h	2660	7	420019				420019	步、骑、车减伤+2.80%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升2.80%		步、骑、车减伤+2.80%（升级[color=#5fd652]+0.10%[/color]） 											
420020	虎贲营20	HU_BEN_YING	20	10.85h	2900	7	420020				420020	步、骑、车减伤+2.90%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升2.90%		步、骑、车减伤+2.90%（升级[color=#5fd652]+0.10%[/color]） 											
420021	虎贲营21	HU_BEN_YING	21	13.97h	3150	7	420021				420021	步、骑、车减伤+3.00%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升3.00%		步、骑、车减伤+3.00%（升级[color=#5fd652]+0.10%[/color]） 											
420022	虎贲营22	HU_BEN_YING	22	16.93h	3410	8	420022				420022	步、骑、车减伤+3.10%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升3.10%		步、骑、车减伤+3.10%（升级[color=#5fd652]+0.10%[/color]） 											
420023	虎贲营23	HU_BEN_YING	23	20.09h	3680	8	420023				420023	步、骑、车减伤+3.20%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升3.20%		步、骑、车减伤+3.20%（升级[color=#5fd652]+0.10%[/color]） 											
420024	虎贲营24	HU_BEN_YING	24	23.08h	3960	8	420024				420024	步、骑、车减伤+3.30%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升3.30%		步、骑、车减伤+3.30%（升级[color=#5fd652]+0.10%[/color]） 											
420025	虎贲营25	HU_BEN_YING	25	26.53h	4250	9	420025				420025	步、骑、车减伤+3.40%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升3.40%		步、骑、车减伤+3.40%（升级[color=#5fd652]+0.10%[/color]） 											
420026	虎贲营26	HU_BEN_YING	26	29.54h	4550	9	420026				420026	步、骑、车减伤+3.50%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升3.50%		步、骑、车减伤+3.50%（升级[color=#5fd652]+0.10%[/color]） 											
420027	虎贲营27	HU_BEN_YING	27	32.8h	4860	9	420027				420027	步、骑、车减伤+3.60%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升3.60%		步、骑、车减伤+3.60%（升级[color=#5fd652]+0.10%[/color]） 											
420028	虎贲营28	HU_BEN_YING	28	41.37h	5180	10	420028				420028	步、骑、车减伤+3.70%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升3.70%		步、骑、车减伤+3.70%（升级[color=#5fd652]+0.10%[/color]） 											
420029	虎贲营29	HU_BEN_YING	29	52.54h	5510	10	420029				420029	步、骑、车减伤+3.80%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升3.80%		步、骑、车减伤+3.80%（升级[color=#5fd652]+0.10%[/color]） 											
420030	虎贲营30	HU_BEN_YING	30	63.71h	5850	10	420030				420030	步、骑、车减伤+3.90%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升3.90%		步、骑、车减伤+3.90%（升级[color=#5fd652]+0.10%[/color]） 											
420031	虎贲营31	HU_BEN_YING	31	78.07h	6200	11	420031				420031	步、骑、车减伤+4.00%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升4.00%		步、骑、车减伤+4.00%（升级[color=#5fd652]+0.10%[/color]） 											
420032	虎贲营32	HU_BEN_YING	32	85.44h	6560	11	420032				420032	步、骑、车减伤+4.10%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升4.10%		步、骑、车减伤+4.10%（升级[color=#5fd652]+0.10%[/color]） 											
420033	虎贲营33	HU_BEN_YING	33	92.83h	6930	11	420033				420033	步、骑、车减伤+4.20%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升4.20%		步、骑、车减伤+4.20%（升级[color=#5fd652]+0.10%[/color]） 											
420034	虎贲营34	HU_BEN_YING	34	100.22h	7310	12	420034				420034	步、骑、车减伤+4.30%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升4.30%		步、骑、车减伤+4.30%（升级[color=#5fd652]+0.10%[/color]） 											
420035	虎贲营35	HU_BEN_YING	35	107.97h	7700	12	420035				420035	步、骑、车减伤+4.40%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升4.40%		步、骑、车减伤+4.40%（升级[color=#5fd652]+0.10%[/color]） 											
420036	虎贲营36	HU_BEN_YING	36	115.39h	8100	12	420036				420036	步、骑、车减伤+4.50%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升4.50%		步、骑、车减伤+4.50%（升级[color=#5fd652]+0.10%[/color]） 											
420037	虎贲营37	HU_BEN_YING	37	122.81h	8510	13	420037				420037	步、骑、车减伤+4.60%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升4.60%		步、骑、车减伤+4.60%（升级[color=#5fd652]+0.10%[/color]） 											
420038	虎贲营38	HU_BEN_YING	38	130.24h	8930	13	420038				420038	步、骑、车减伤+4.70%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升4.70%		步、骑、车减伤+4.70%（升级[color=#5fd652]+0.10%[/color]） 											
420039	虎贲营39	HU_BEN_YING	39	137.68h	9360	13	420039				420039	步、骑、车减伤+4.80%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升4.80%		步、骑、车减伤+4.80%（升级[color=#5fd652]+0.10%[/color]） 											
420040	虎贲营40	HU_BEN_YING	40	145.53h	9800	14	420040				420040	步、骑、车减伤+4.90%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升4.90%		步、骑、车减伤+4.90%（升级[color=#5fd652]+0.10%[/color]） 											
420041	虎贲营41	HU_BEN_YING	41	153h	10250	14	420041				420041	步、骑、车减伤+5.00%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升5.00%		步、骑、车减伤+5.00%（升级[color=#5fd652]+0.10%[/color]） 											
420042	虎贲营42	HU_BEN_YING	42	188.47h	10710	14	420042				420042	步、骑、车减伤+5.10%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升5.10%		步、骑、车减伤+5.10%（升级[color=#5fd652]+0.10%[/color]） 											
420043	虎贲营43	HU_BEN_YING	43	223.95h	11180	15	420043				420043	步、骑、车减伤+5.20%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升5.20%		步、骑、车减伤+5.20%（升级[color=#5fd652]+0.10%[/color]） 											
420044	虎贲营44	HU_BEN_YING	44	259.44h	11660	15	420044				420044	步、骑、车减伤+5.30%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升5.30%		步、骑、车减伤+5.30%（升级[color=#5fd652]+0.10%[/color]） 											
420045	虎贲营45	HU_BEN_YING	45	295.38h	12160	15	420045				420045	步、骑、车减伤+5.40%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升5.40%		步、骑、车减伤+5.40%（升级[color=#5fd652]+0.10%[/color]） 											
420046	虎贲营46	HU_BEN_YING	46	330.9h	12680	16	420046				420046	步、骑、车减伤+5.50%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升5.50%		步、骑、车减伤+5.50%（升级[color=#5fd652]+0.10%[/color]） 											
420047	虎贲营47	HU_BEN_YING	47	366.42h	13220	16	420047				420047	步、骑、车减伤+5.60%（升级[color=#5fd652]+0.10%[/color]） 	建筑升级图标		步、骑、车减伤提升5.60%		步、骑、车减伤+5.60%（升级[color=#5fd652]+0.10%[/color]） 											
