id	sm	金	粮食	木材	石料	金（安全）	粮食	木材	石料	君主经验	元宝	银两	玉璧	玉石矿	繁荣度	vip经验(前端展示用)	物品配置	物品id	物品个数	物品id	物品个数	物品id	物品个数	物品id	物品个数											装备id	装备个数	装备id	装备个数	装备id	装备个数	装备id	装备个数	装备id	装备个数	装备id	装备个数	装备id	装备个数		武将经验显示		将魂id，配置 captain_soul.txt中的id	奖励的将魂数量	将魂id，配置 captain_soul.txt中的id	奖励的将魂数量		宝石id	宝石数量	宝石id	宝石数量	宝石id	宝石数量				宝物id	宝物数量		展示排序，关联展示排序.txt的id	点券	联盟贡献		联盟条件奖励		体力
12405510																		52102	20	52202	20																																																							
12406101																		52102	24	52202	24																																																							
12406102																		52102	24	52202	24																																																							
12406103																		52102	24	52202	24																																																							
12406104																		52102	24	52202	24																																																							
12406105																		52102	24	52202	24																																																							
12406106																		52102	24	52202	24																																																							
12406107																		52102	24	52202	24																																																							
12406108																		52102	24	52202	24																																																							
12406109																		52102	24	52202	24																																																							
12406110																		52102	24	52202	24																																																							
12406201																		52102	24	52202	24																																																							
12406202																		52102	24	52202	24																																																							
12406203																		52102	24	52202	24																																																							
12406204																		52102	24	52202	24																																																							
12406205																		52102	24	52202	24																																																							
12406206																		52102	24	52202	24																																																							
12406207																		52102	24	52202	24																																																							
12406208																		52102	24	52202	24																																																							
12406209																		52102	24	52202	24																																																							
12406210																		52102	24	52202	24																																																							
12406301																		52102	24	52202	24																																																							
12406302																		52102	24	52202	24																																																							
12406303																		52102	24	52202	24																																																							
12406304																		52102	24	52202	24																																																							
12406305																		52102	24	52202	24																																																							
12406306																		52102	24	52202	24																																																							
12406307																		52102	24	52202	24																																																							
12406308																		52102	24	52202	24																																																							
12406309																		52102	24	52202	24																																																							
12406310																		52102	24	52202	24																																																							
12406401																		52102	24	52202	24																																																							
12406402																		52102	24	52202	24																																																							
12406403																		52102	24	52202	24																																																							
12406404																		52102	24	52202	24																																																							
12406405																		52102	24	52202	24																																																							
12406406																		52102	24	52202	24																																																							
12406407																		52102	24	52202	24																																																							
12406408																		52102	24	52202	24																																																							
12406409																		52102	24	52202	24																																																							
12406410																		52102	24	52202	24																																																							
12406501																		52102	24	52202	24																																																							
12406502																		52102	24	52202	24																																																							
12406503																		52102	24	52202	24																																																							
12406504																		52102	24	52202	24																																																							
12406505																		52102	24	52202	24																																																							
12406506																		52102	24	52202	24																																																							
12406507																		52102	24	52202	24																																																							
12406508																		52102	24	52202	24																																																							
12406509																		52102	24	52202	24																																																							
12406510																		52102	24	52202	24																																																							
12407101																		52102	28	52202	28																																																							
12407102																		52102	28	52202	28																																																							
12407103																		52102	28	52202	28																																																							
12407104																		52102	28	52202	28																																																							
12407105																		52102	28	52202	28																																																							
12407106																		52102	28	52202	28																																																							
12407107																		52102	28	52202	28																																																							
12407108																		52102	28	52202	28																																																							
12407109																		52102	28	52202	28																																																							
12407110																		52102	28	52202	28																																																							
12407201																		52102	28	52202	28																																																							
12407202																		52102	28	52202	28																																																							
12407203																		52102	28	52202	28																																																							
12407204																		52102	28	52202	28																																																							
12407205																		52102	28	52202	28																																																							
12407206																		52102	28	52202	28																																																							
12407207																		52102	28	52202	28																																																							
12407208																		52102	28	52202	28																																																							
12407209																		52102	28	52202	28																																																							
12407210																		52102	28	52202	28																																																							
12407301																		52102	28	52202	28																																																							
12407302																		52102	28	52202	28																																																							
12407303																		52102	28	52202	28																																																							
12407304																		52102	28	52202	28																																																							
12407305																		52102	28	52202	28																																																							
12407306																		52102	28	52202	28																																																							
12407307																		52102	28	52202	28																																																							
12407308																		52102	28	52202	28																																																							
12407309																		52102	28	52202	28																																																							
12407310																		52102	28	52202	28																																																							
12407401																		52102	28	52202	28																																																							
12407402																		52102	28	52202	28																																																							
12407403																		52102	28	52202	28																																																							
12407404																		52102	28	52202	28																																																							
12407405																		52102	28	52202	28																																																							
12407406																		52102	28	52202	28																																																							
12407407																		52102	28	52202	28																																																							
12407408																		52102	28	52202	28																																																							
12407409																		52102	28	52202	28																																																							
12407410																		52102	28	52202	28																																																							
12407501																		52102	28	52202	28																																																							
12407502																		52102	28	52202	28																																																							
12407503																		52102	28	52202	28																																																							
12407504																		52102	28	52202	28																																																							
12407505																		52102	28	52202	28																																																							
12407506																		52102	28	52202	28																																																							
12407507																		52102	28	52202	28																																																							
12407508																		52102	28	52202	28																																																							
12407509																		52102	28	52202	28																																																							
12407510																		52102	28	52202	28																																																							
12408101																		52102	32	52202	32																																																							
12408102																		52102	32	52202	32																																																							
12408103																		52102	32	52202	32																																																							
12408104																		52102	32	52202	32																																																							
12408105																		52102	32	52202	32																																																							
12408106																		52102	32	52202	32																																																							
12408107																		52102	32	52202	32																																																							
12408108																		52102	32	52202	32																																																							
12408109																		52102	32	52202	32																																																							
12408110																		52102	32	52202	32																																																							
12408201																		52102	32	52202	32																																																							
12408202																		52102	32	52202	32																																																							
12408203																		52102	32	52202	32																																																							
12408204																		52102	32	52202	32																																																							
12408205																		52102	32	52202	32																																																							
12408206																		52102	32	52202	32																																																							
12408207																		52102	32	52202	32																																																							
12408208																		52102	32	52202	32																																																							
12408209																		52102	32	52202	32																																																							
12408210																		52102	32	52202	32																																																							
12408301																		52102	32	52202	32																																																							
12408302																		52102	32	52202	32																																																							
12408303																		52102	32	52202	32																																																							
12408304																		52102	32	52202	32																																																							
12408305																		52102	32	52202	32																																																							
12408306																		52102	32	52202	32																																																							
12408307																		52102	32	52202	32																																																							
12408308																		52102	32	52202	32																																																							
12408309																		52102	32	52202	32																																																							
12408310																		52102	32	52202	32																																																							
12408401																		52102	32	52202	32																																																							
12408402																		52102	32	52202	32																																																							
12408403																		52102	32	52202	32																																																							
12408404																		52102	32	52202	32																																																							
12408405																		52102	32	52202	32																																																							
12408406																		52102	32	52202	32																																																							
12408407																		52102	32	52202	32																																																							
12408408																		52102	32	52202	32																																																							
12408409																		52102	32	52202	32																																																							
12408410																		52102	32	52202	32																																																							
12408501																		52102	32	52202	32																																																							
12408502																		52102	32	52202	32																																																							
12408503																		52102	32	52202	32																																																							
12408504																		52102	32	52202	32																																																							
12408505																		52102	32	52202	32																																																							
12408506																		52102	32	52202	32																																																							
12408507																		52102	32	52202	32																																																							
12408508																		52102	32	52202	32																																																							
12408509																		52102	32	52202	32																																																							
12408510																		52102	32	52202	32																																																							
12409101																		52102	36	52202	36																																																							
12409102																		52102	36	52202	36																																																							
12409103																		52102	36	52202	36																																																							
12409104																		52102	36	52202	36																																																							
12409105																		52102	36	52202	36																																																							
12409106																		52102	36	52202	36																																																							
12409107																		52102	36	52202	36																																																							
12409108																		52102	36	52202	36																																																							
12409109																		52102	36	52202	36																																																							
12409110																		52102	36	52202	36																																																							
12409201																		52102	36	52202	36																																																							
12409202																		52102	36	52202	36																																																							
12409203																		52102	36	52202	36																																																							
12409204																		52102	36	52202	36																																																							
12409205																		52102	36	52202	36																																																							
12409206																		52102	36	52202	36																																																							
12409207																		52102	36	52202	36																																																							
12409208																		52102	36	52202	36																																																							
12409209																		52102	36	52202	36																																																							
12409210																		52102	36	52202	36																																																							
12409301																		52102	36	52202	36																																																							
12409302																		52102	36	52202	36																																																							
12409303																		52102	36	52202	36																																																							
12409304																		52102	36	52202	36																																																							
12409305																		52102	36	52202	36																																																							
12409306																		52102	36	52202	36																																																							
12409307																		52102	36	52202	36																																																							
12409308																		52102	36	52202	36																																																							
12409309																		52102	36	52202	36																																																							
12409310																		52102	36	52202	36																																																							
12409401																		52102	36	52202	36																																																							
12409402																		52102	36	52202	36																																																							
12409403																		52102	36	52202	36																																																							
12409404																		52102	36	52202	36																																																							
12409405																		52102	36	52202	36																																																							
12409406																		52102	36	52202	36																																																							
12409407																		52102	36	52202	36																																																							
12409408																		52102	36	52202	36																																																							
12409409																		52102	36	52202	36																																																							
12409410																		52102	36	52202	36																																																							
12409501																		52102	36	52202	36																																																							
12409502																		52102	36	52202	36																																																							
12409503																		52102	36	52202	36																																																							
12409504																		52102	36	52202	36																																																							
12409505																		52102	36	52202	36																																																							
12409506																		52102	36	52202	36																																																							
12409507																		52102	36	52202	36																																																							
12409508																		52102	36	52202	36																																																							
12409509																		52102	36	52202	36																																																							
12409510																		52102	36	52202	36																																																							
12410101																		52102	40	52202	40																																																							
12410102																		52102	40	52202	40																																																							
12410103																		52102	40	52202	40																																																							
12410104																		52102	40	52202	40																																																							
12410105																		52102	40	52202	40																																																							
12410106																		52102	40	52202	40																																																							
12410107																		52102	40	52202	40																																																							
12410108																		52102	40	52202	40																																																							
12410109																		52102	40	52202	40																																																							
12410110																		52102	40	52202	40																																																							
12410201																		52102	40	52202	40																																																							
12410202																		52102	40	52202	40																																																							
12410203																		52102	40	52202	40																																																							
12410204																		52102	40	52202	40																																																							
12410205																		52102	40	52202	40																																																							
12410206																		52102	40	52202	40																																																							
12410207																		52102	40	52202	40																																																							
12410208																		52102	40	52202	40																																																							
12410209																		52102	40	52202	40																																																							
12410210																		52102	40	52202	40																																																							
12410301																		52102	40	52202	40																																																							
12410302																		52102	40	52202	40																																																							
12410303																		52102	40	52202	40																																																							
12410304																		52102	40	52202	40																																																							
12410305																		52102	40	52202	40																																																							
12410306																		52102	40	52202	40																																																							
12410307																		52102	40	52202	40																																																							
12410308																		52102	40	52202	40																																																							
12410309																		52102	40	52202	40																																																							
12410310																		52102	40	52202	40																																																							
12410401																		52102	40	52202	40																																																							
12410402																		52102	40	52202	40																																																							
12410403																		52102	40	52202	40																																																							
12410404																		52102	40	52202	40																																																							
12410405																		52102	40	52202	40																																																							
12410406																		52102	40	52202	40																																																							
12410407																		52102	40	52202	40																																																							
12410408																		52102	40	52202	40																																																							
12410409																		52102	40	52202	40																																																							
12410410																		52102	40	52202	40																																																							
12410501																		52102	40	52202	40																																																							
12410502																		52102	40	52202	40																																																							
12410503																		52102	40	52202	40																																																							
12410504																		52102	40	52202	40																																																							
12410505																		52102	40	52202	40																																																							
12410506																		52102	40	52202	40																																																							
12410507																		52102	40	52202	40																																																							
12410508																		52102	40	52202	40																																																							
12410509																		52102	40	52202	40																																																							
12410510																		52102	40	52202	40																																																							
																																																																												
12401601																		52105	2	52205	2																																																							
12401602																		52105	2	52205	2																																																							
12401603																		52105	2	52205	2																																																							
12401604																		52105	2	52205	2																																																							
12401605																		52105	2	52205	2																																																							
12401606																		52105	2	52205	2																																																							
12401607																		52105	2	52205	2																																																							
12401608																		52105	2	52205	2																																																							
12401609																		52105	2	52205	2																																																							
12401610																		52105	2	52205	2																																																							
12401611																		52105	2	52205	2																																																							
12401612																		52105	2	52205	2																																																							
12401613																		52105	2	52205	2																																																							
12401614																		52105	2	52205	2																																																							
12401615																		52105	5	52205	5																																																							
12402601																		52105	5	52205	5																																																							
12402602																		52105	5	52205	5																																																							
12402603																		52105	5	52205	5																																																							
12402604																		52105	5	52205	5																																																							
12402605																		52105	5	52205	5																																																							
12402606																		52105	5	52205	5																																																							
12402607																		52105	5	52205	5																																																							
12402608																		52105	5	52205	5																																																							
12402609																		52105	5	52205	5																																																							
12402610																		52105	5	52205	5																																																							
12402611																		52105	5	52205	5																																																							
12402612																		52105	5	52205	5																																																							
12402613																		52105	5	52205	5																																																							
12402614																		52105	5	52205	5																																																							
12402615																		52105	10	52205	10																																																							
12403601																		52105	8	52205	8																																																							
12403602																		52105	8	52205	8																																																							
12403603																		52105	8	52205	8																																																							
12403604																		52105	8	52205	8																																																							
12403605																		52105	8	52205	8																																																							
12403606																		52105	8	52205	8																																																							
12403607																		52105	8	52205	8																																																							
12403608																		52105	8	52205	8																																																							
12403609																		52105	8	52205	8																																																							
12403610																		52105	8	52205	8																																																							
12403611																		52105	8	52205	8																																																							
12403612																		52105	8	52205	8																																																							
12403613																		52105	8	52205	8																																																							
12403614																		52105	8	52205	8																																																							
12403615																		52105	15	52205	15																																																							
12404601																		52105	11	52205	11																																																							
12404602																		52105	11	52205	11																																																							
12404603																		52105	11	52205	11																																																							
12404604																		52105	11	52205	11																																																							
12404605																		52105	11	52205	11																																																							
12404606																		52105	11	52205	11																																																							
12404607																		52105	11	52205	11																																																							
12404608																		52105	11	52205	11																																																							
12404609																		52105	11	52205	11																																																							
12404610																		52105	11	52205	11																																																							
12404611																		52105	11	52205	11																																																							
12404612																		52105	11	52205	11																																																							
12404613																		52105	11	52205	11																																																							
12404614																		52105	11	52205	11																																																							
12404615																		52105	20	52205	20																																																							
12405601																		52105	14	52205	14																																																							
12405602																		52105	14	52205	14																																																							
12405603																		52105	14	52205	14																																																							
12405604																		52105	14	52205	14																																																							
12405605																		52105	14	52205	14																																																							
12405606																		52105	14	52205	14																																																							
12405607																		52105	14	52205	14																																																							
12405608																		52105	14	52205	14																																																							
12405609																		52105	14	52205	14																																																							
12405610																		52105	14	52205	14																																																							
12405611																		52105	14	52205	14																																																							
12405612																		52105	14	52205	14																																																							
12405613																		52105	14	52205	14																																																							
12405614																		52105	14	52205	14																																																							
12405615																		52105	25	52205	25																																																							
12406601																		52105	17	52205	17																																																							
12406602																		52105	17	52205	17																																																							
12406603																		52105	17	52205	17																																																							
12406604																		52105	17	52205	17																																																							
12406605																		52105	17	52205	17																																																							
12406606																		52105	17	52205	17																																																							
12406607																		52105	17	52205	17																																																							
12406608																		52105	17	52205	17																																																							
12406609																		52105	17	52205	17																																																							
12406610																		52105	17	52205	17																																																							
12406611																		52105	17	52205	17																																																							
12406612																		52105	17	52205	17																																																							
12406613																		52105	17	52205	17																																																							
12406614																		52105	17	52205	17																																																							
12406615																		52105	30	52205	30																																																							
12407601																		52105	20	52205	20																																																							
12407602																		52105	20	52205	20																																																							
12407603																		52105	20	52205	20																																																							
12407604																		52105	20	52205	20																																																							
12407605																		52105	20	52205	20																																																							
12407606																		52105	20	52205	20																																																							
12407607																		52105	20	52205	20																																																							
12407608																		52105	20	52205	20																																																							
12407609																		52105	20	52205	20																																																							
12407610																		52105	20	52205	20																																																							
12407611																		52105	20	52205	20																																																							
12407612																		52105	20	52205	20																																																							
12407613																		52105	20	52205	20																																																							
12407614																		52105	20	52205	20																																																							
12407615																		52105	35	52205	35																																																							
12408601																		52105	23	52205	23																																																							
12408602																		52105	23	52205	23																																																							
12408603																		52105	23	52205	23																																																							
12408604																		52105	23	52205	23																																																							
12408605																		52105	23	52205	23																																																							
12408606																		52105	23	52205	23																																																							
12408607																		52105	23	52205	23																																																							
12408608																		52105	23	52205	23																																																							
12408609																		52105	23	52205	23																																																							
12408610																		52105	23	52205	23																																																							
12408611																		52105	23	52205	23																																																							
12408612																		52105	23	52205	23																																																							
12408613																		52105	23	52205	23																																																							
12408614																		52105	23	52205	23																																																							
12408615																		52105	40	52205	40																																																							
12409601																		52105	26	52205	26																																																							
12409602																		52105	26	52205	26																																																							
12409603																		52105	26	52205	26																																																							
12409604																		52105	26	52205	26																																																							
12409605																		52105	26	52205	26																																																							
12409606																		52105	26	52205	26																																																							
12409607																		52105	26	52205	26																																																							
12409608																		52105	26	52205	26																																																							
12409609																		52105	26	52205	26																																																							
12409610																		52105	26	52205	26																																																							
12409611																		52105	26	52205	26																																																							
12409612																		52105	26	52205	26																																																							
12409613																		52105	26	52205	26																																																							
12409614																		52105	26	52205	26																																																							
12409615																		52105	45	52205	45																																																							
12410601																		52105	29	52205	29																																																							
12410602																		52105	29	52205	29																																																							
12410603																		52105	29	52205	29																																																							
12410604																		52105	29	52205	29																																																							
12410605																		52105	29	52205	29																																																							
12410606																		52105	29	52205	29																																																							
12410607																		52105	29	52205	29																																																							
12410608																		52105	29	52205	29																																																							
12410609																		52105	29	52205	29																																																							
12410610																		52105	29	52205	29																																																							
12410611																		52105	29	52205	29																																																							
12410612																		52105	29	52205	29																																																							
12410613																		52105	29	52205	29																																																							
12410614																		52105	29	52205	29																																																							
12410615																		52105	50	52205	50																																																							
																																																																												
13001011										1																																																																		
13001031										1																																																																		
13001032										1																																																																		
13001041										1																																																																		
13001051										1																																																																		
13001052										1																																																																		
13001063										1																																																																		
13001071										1																																																																		
13001083										1																																																																		
13001091										1																																																																		
13001093										1																																																																		
13001101										1																																																																		
13001111										1																																																																		
13001112										1																																																																		
13001131										1																																																																		
13001132										1																																																																		
13001172										1																																																																		
13001181										1																																																																		
13001182										1																																																																		
13001183										1																																																																		
13001192										1																																																																		
13001013					5000																																																																							
13001022					5000																																																																							
13001043					5000																																																																							
13001061					5000																																																																							
13001072					5000																																																																							
13001081					5000																																																																							
13001102					5000																																																																							
13001103					5000																																																																							
13001151					5000																																																																							
13001161					5000																																																																							
13001202					5000																																																																							
13001012		5000																																																																										
13001021		5000																																																																										
13001033		5000																																																																										
13001042		5000																																																																										
13001053		5000																																																																										
13001062		5000																																																																										
13001073		5000																																																																										
13001082		5000																																																																										
13001121		5000																																																																										
13001142		5000																																																																										
13001153		5000																																																																										
13001163		5000																																																																										
13001171		5000																																																																										
13001191		5000																																																																										
13001201		5000																																																																										
13001203		5000																																																																										
13001123		5000																																																																										
13001141		5000																																																																										
13001092																																				10201001	1																																							
13001113																																				10201002	1																																							
13001122																																				10201003	1																																							
13001152																																				10201004	1																																							
13001162																																				10201006	1																																							
																																																																												
13301001	重复武将																	61001	7																																																									
13301002																		61002	7																																																									
13301003																		61003	7																																																									
13301004																		61004	7																																																									
