id	名称	攻击	防御	体力	敏捷	统帅	伤害增加万分比	伤害减少万分比	易伤增加万分比	易伤减少万分比
129030343		2761	5522	3682	6443					
129030344		5522	2761	4602	5522					
129030345		5522	2761	4602	5522					
129030351		6443	3682	5522	2761					
129030352		6443	3682	5522	2761					
129030353		2761	5522	3682	6443					
129030354		6443	3682	5522	2761					
129030355		2761	5522	6443	3682					
129030361		3682	6443	3682	4602					
129030362		2761	5522	6443	3682					
129030363		2761	5522	6443	3682					
129030364		6443	3682	5522	2761					
129030365		2761	5522	3682	6443					
129030371		2761	5522	3682	6443					
129030372		5522	2761	4602	5522					
129030373		2761	5522	6443	3682					
129030374		3682	6443	3682	4602					
129030375		6443	3682	5522	2761					
129030381		6443	3682	5522	2761					
129030382		5522	2761	4602	5522					
129030383		5522	2761	4602	5522					
129030384		5522	2761	4602	5522					
129030385		2761	5522	3682	6443					
129030391		3682	6443	3682	4602					
129030392		2761	5522	3682	6443					
129030393		6443	3682	5522	2761					
129030394		5522	2761	4602	5522					
129030395		6443	3682	5522	2761					
129030401		6443	3682	5522	2761					
129030402		3682	6443	3682	4602					
129030403		5522	2761	4602	5522					
129030404		6443	3682	5522	2761					
129030405		3682	6443	3682	4602					
										
12801001		1269	2221	1269	1587					
12802001		2221	1269	1904	952					
12803001		952	1904	1269	2221					
12804001		1904	952	1587	1904					
12805001		952	1904	2221	1269					
12801002		1269	2221	1269	1587					
12802002		2221	1269	1904	952					
12803002		952	1904	1269	2221					
12804002		1904	952	1587	1904					
12805002		952	1904	1269	2221					
12801003		2827	4948	2827	3534					
12802003		4948	2827	4241	2120					
12803003		2120	4241	4948	2827					
12804003		4241	2120	3534	4241					
12805003		2120	4241	2827	4948					
12801004		4516	9033	10538	6022					
12802004		10538	6022	9033	4516					
12803004		4516	9033	6022	10538					
12804004		9033	4516	7527	9033					
12805004		4516	9033	6022	10538					
12801005		8678	15186	8678	10847					
12802005		15186	8678	13017	6508					
12803005		6508	13017	8678	15186					
12804005		13017	6508	10847	13017					
12805005		6508	13017	15186	8678					
										
340001							100	100		
340002							200	200		
340003							300	300		
340004							400	400		
340005							500	500		
340006							600	600		
340007							700	700		
340008							800	800		
340009							900	900		
340010							1000	1000		
340011							1100	1100		
340012							1200	1200		
340013							1300	1300		
340014							1400	1400		
340015							1500	1500		
340016							1600	1600		
340017							1700	1700		
340018							1800	1800		
340019							1900	1900		
340020							2000	2000		
340021							2100	2100		
340022							2200	2200		
340023							2300	2300		
340024							2400	2400		
340025							2500	2500		
340026							2600	2600		
340027							2700	2700		
340028							2800	2800		
340029							2900	2900		
340030							3000	3000		
340031							3100	3100		
340032							3200	3200		
340033							3300	3300		
340034							3400	3400		
340035							3500	3500		
340036							3600	3600		
340037							3700	3700		
340038							3800	3800		
340039							3900	3900		
340040							4000	4000		
340041							4100	4100		
340042							4200	4200		
340043							4300	4300		
340044							4400	4400		
340045							4500	4500		
340046							4600	4600		
340047							4700	4700		
340048							4800	4800		
340049							4900	4900		
340050							5000	5000		
										
13170203	勇战1								3300	
13180203	勇战2									3300
13170205	冲阵1								3300	
13180205	冲阵2									3300
13170207	驰聘1								3300	
13180207	驰聘2									3300
13111801	使目标陷入易燃状态，受到火系伤害额外提升10%，在此基础上，所有伤害提升32%，持续15秒。								4050	
13112801	使目标陷入易燃状态，受到火系伤害额外提升10%，在此基础上，所有伤害提升38%，持续15秒。								4050	
13113801	使目标陷入易燃状态，受到火系伤害额外提升10%，在此基础上，所有伤害提升45%，持续15秒。								4050	
13114801	使目标陷入易燃状态，受到火系伤害额外提升10%，在此基础上，所有伤害提升51%，持续15秒。								4050	
13115801	使目标陷入易燃状态，受到火系伤害额外提升10%，在此基础上，所有伤害提升58%，持续15秒。								4050	
13111705	给己方血量百分比最低的单位，提升50%的减伤，持续15秒。							8100		
13112705	给己方血量百分比最低的单位，提升60%的减伤，持续15秒。							8100		
13113705	给己方血量百分比最低的单位，提升70%的减伤，持续15秒。							8100		
13114705	给己方血量百分比最低的单位，提升80%的减伤，持续15秒。							8100		
13115705	给己方血量百分比最低的单位，提升90%的减伤，持续15秒。							8100		
13111806	使目标陷入易燃状态，受到火系伤害额外提升12%，所有伤害提升40%，持续15秒。								9000	
13112806	使目标陷入易燃状态，受到火系伤害额外提升12%，所有伤害提升48%，持续15秒。								9000	
13113806	使目标陷入易燃状态，受到火系伤害额外提升12%，所有伤害提升56%，持续15秒。								9000	
13114806	使目标陷入易燃状态，受到火系伤害额外提升12%，所有伤害提升64%，持续15秒。								9000	
13115806	使目标陷入易燃状态，受到火系伤害额外提升12%，所有伤害提升72%，持续15秒。								9000	
13111809	使目标陷入易燃状态，受到火系伤害额外提升15%，所有伤害提升50%，持续15秒。								6000	
13112809	使目标陷入易燃状态，受到火系伤害额外提升15%，所有伤害提升60%，持续15秒。								6000	
13113809	使目标陷入易燃状态，受到火系伤害额外提升15%，所有伤害提升70%，持续15秒。								6000	
13114809	使目标陷入易燃状态，受到火系伤害额外提升15%，所有伤害提升80%，持续15秒。								6000	
13115809	使目标陷入易燃状态，受到火系伤害额外提升15%，所有伤害提升90%，持续15秒。								6000	
13111710	使目标所受伤害提升50%，持续15秒。								10000	
13112710	使目标所受伤害提升60%，持续15秒。								10000	
13113710	使目标所受伤害提升70%，持续15秒。								10000	
13114710	使目标所受伤害提升80%，持续15秒。								10000	
13115710	使目标所受伤害提升90%，持续15秒。								10000	
13111712	使目标所受伤害提升32%，持续15秒。								8100	
13112712	使目标所受伤害提升38%，持续15秒。								8100	
13113712	使目标所受伤害提升45%，持续15秒。								8100	
13114712	使目标所受伤害提升51%，持续15秒。								8100	
13115712	使目标所受伤害提升58%，持续15秒。								8100	
13111813	立刻使目标陷入混乱状态4秒，并使其所受伤害提升32%，持续15秒。								7200	
13112813	立刻使目标陷入混乱状态4秒，并使其所受伤害提升38%，持续15秒。								7200	
13113813	立刻使目标陷入混乱状态4秒，并使其所受伤害提升45%，持续15秒。								7200	
13114813	立刻使目标陷入混乱状态4秒，并使其所受伤害提升51%，持续15秒。								7200	
13115813	立刻使目标陷入混乱状态4秒，并使其所受伤害提升58%，持续15秒。								7200	
13111715	使目标所受伤害提升32%，持续15秒。								8100	
13112715	使目标所受伤害提升38%，持续15秒。								8100	
13113715	使目标所受伤害提升45%，持续15秒。								8100	
13114715	使目标所受伤害提升51%，持续15秒。								8100	
13115715	使目标所受伤害提升58%，持续15秒。								8100	
13111517	使自身减伤提升32%，持续15秒。							8100		
13112517	使自身减伤提升38%，持续15秒。							8100		
13113517	使自身减伤提升45%，持续15秒。							8100		
13114517	使自身减伤提升51%，持续15秒。							8100		
13115517	使自身减伤提升58%，持续15秒。							8100		
13111820	立刻使目标陷入混乱状态5秒，并使其所受伤害提升40%，持续15秒。								5000	
13112820	立刻使目标陷入混乱状态5秒，并使其所受伤害提升48%，持续15秒。								5000	
13113820	立刻使目标陷入混乱状态5秒，并使其所受伤害提升56%，持续15秒。								5000	
13114820	立刻使目标陷入混乱状态5秒，并使其所受伤害提升64%，持续15秒。								5000	
13115820	立刻使目标陷入混乱状态5秒，并使其所受伤害提升72%，持续15秒。								5000	
13111823	使技能范围内的敌方怒气最高的军队沉默5秒，并使其所受伤害提升40%，持续15秒。								8000	
13112823	使技能范围内的敌方怒气最高的军队沉默5秒，并使其所受伤害提升48%，持续15秒。								8000	
13113823	使技能范围内的敌方怒气最高的军队沉默5秒，并使其所受伤害提升56%，持续15秒。								8000	
13114823	使技能范围内的敌方怒气最高的军队沉默5秒，并使其所受伤害提升64%，持续15秒。								8000	
13115823	使技能范围内的敌方怒气最高的军队沉默5秒，并使其所受伤害提升72%，持续15秒。								8000	
13111824	威吓目标，使其陷入怯战状态无法普通攻击，持续5秒，并使其所受伤害提升32%，持续15秒。								7200	
13112824	威吓目标，使其陷入怯战状态无法普通攻击，持续5秒，并使其所受伤害提升38%，持续15秒。								7200	
13113824	威吓目标，使其陷入怯战状态无法普通攻击，持续5秒，并使其所受伤害提升45%，持续15秒。								7200	
13114824	威吓目标，使其陷入怯战状态无法普通攻击，持续5秒，并使其所受伤害提升51%，持续15秒。								7200	
13115824	威吓目标，使其陷入怯战状态无法普通攻击，持续5秒，并使其所受伤害提升58%，持续15秒。								7200	
13111726	使目标所受伤害提升40%，持续15秒。								9000	
13112726	使目标所受伤害提升48%，持续15秒。								9000	
13113726	使目标所受伤害提升56%，持续15秒。								9000	
13114726	使目标所受伤害提升64%，持续15秒。								9000	
13115726	使目标所受伤害提升72%，持续15秒。								9000	
13111727	使敌方血量最高的单位命中率下降40%，持续15秒。								5000	
13112727	使敌方血量最高的单位命中率下降48%，持续15秒。								5000	
13113727	使敌方血量最高的单位命中率下降56%，持续15秒。								5000	
13114727	使敌方血量最高的单位命中率下降64%，持续15秒。								5000	
13115727	使敌方血量最高的单位命中率下降72%，持续15秒。								5000	
13111832	威吓目标，使其怯战不敢攻击持续5秒，并使其所受伤害提升40%，持续15秒。								8000	
13112832	威吓目标，使其怯战不敢攻击持续5秒，并使其所受伤害提升48%，持续15秒。								8000	
13113832	威吓目标，使其怯战不敢攻击持续5秒，并使其所受伤害提升56%，持续15秒。								8000	
13114832	威吓目标，使其怯战不敢攻击持续5秒，并使其所受伤害提升64%，持续15秒。								8000	
13115832	威吓目标，使其怯战不敢攻击持续5秒，并使其所受伤害提升72%，持续15秒。								8000	
13111537	使自身减伤提升32%，持续15秒。							9000		
13112537	使自身减伤提升38%，持续15秒。							9000		
13113537	使自身减伤提升45%，持续15秒。							9000		
13114537	使自身减伤提升51%，持续15秒。							9000		
13115537	使自身减伤提升58%，持续15秒。							9000		
13111738	使己方血量百分比最高的单位伤害提升50%，持续15秒。						10000			
13112738	使己方血量百分比最高的单位伤害提升60%，持续15秒。						10000			
13113738	使己方血量百分比最高的单位伤害提升70%，持续15秒。						10000			
13114738	使己方血量百分比最高的单位伤害提升80%，持续15秒。						10000			
13115738	使己方血量百分比最高的单位伤害提升90%，持续15秒。						10000			
13111740	使目标所受伤害提升32%，持续15秒。								8100	
13112740	使目标所受伤害提升38%，持续15秒。								8100	
13113740	使目标所受伤害提升45%，持续15秒。								8100	
13114740	使目标所受伤害提升51%，持续15秒。								8100	
13115740	使目标所受伤害提升58%，持续15秒。								8100	
										
13151511	每5次攻击，提升自身敏捷属性1000，持续15秒。				1000					
13152511	每5次攻击，提升自身敏捷属性1200，持续15秒。				1050					
13153511	每5次攻击，提升自身敏捷属性1400，持续15秒。				1100					
13154511	每5次攻击，提升自身敏捷属性1600，持续15秒。				1150					
13155511	每5次攻击，提升自身敏捷属性1800，持续15秒。				1200					
13151512	每5次攻击，提升自身体力属性1000，持续15秒。			1000						
13152512	每5次攻击，提升自身体力属性1200，持续15秒。			1050						
13153512	每5次攻击，提升自身体力属性1400，持续15秒。			1100						
13154512	每5次攻击，提升自身体力属性1600，持续15秒。			1150						
13155512	每5次攻击，提升自身体力属性1800，持续15秒。			1200						
										
13141704	攻击命中目标后有33%的概率，使目标受到的伤害提升24%，持续15秒。								5478	
13142704	攻击命中目标后有33%的概率，使目标受到的伤害提升29%，持续15秒。								5478	
13143704	攻击命中目标后有33%的概率，使目标受到的伤害提升34%，持续15秒。								5478	
13144704	攻击命中目标后有33%的概率，使目标受到的伤害提升38%，持续15秒。								5478	
13145704	攻击命中目标后有33%的概率，使目标受到的伤害提升43%，持续15秒。								5478	
13141710	攻击时有33%的概率使目标陷入易燃状态，受到火系伤害额外提升15%，并使自身所受伤害下降30%，持续15秒。							6000		
13142710	攻击时有33%的概率使目标陷入易燃状态，受到火系伤害额外提升15%，并使自身所受伤害下降36%，持续15秒。							6000		
13143710	攻击时有33%的概率使目标陷入易燃状态，受到火系伤害额外提升15%，并使自身所受伤害下降42%，持续15秒。							6000		
13144710	攻击时有33%的概率使目标陷入易燃状态，受到火系伤害额外提升15%，并使自身所受伤害下降48%，持续15秒。							6000		
13145710	攻击时有33%的概率使目标陷入易燃状态，受到火系伤害额外提升15%，并使自身所受伤害下降54%，持续15秒。							6000		
13141713	攻击命中目标时有33%的概率提升目标所受伤害24%，持续15秒。								5478	
13142713	攻击命中目标时有33%的概率提升目标所受伤害29%，持续15秒。								5478	
13143713	攻击命中目标时有33%的概率提升目标所受伤害34%，持续15秒。								5478	
13144713	攻击命中目标时有33%的概率提升目标所受伤害38%，持续15秒。								5478	
13145713	攻击命中目标时有33%的概率提升目标所受伤害43%，持续15秒。								5478	
13141518	攻击命中时有25%的概率提升自身伤害24%，持续15秒。						5478			
13142518	攻击命中时有25%的概率提升自身伤害29%，持续15秒。						5478			
13143518	攻击命中时有25%的概率提升自身伤害34%，持续15秒。						5478			
13144518	攻击命中时有25%的概率提升自身伤害38%，持续15秒。						5478			
13145518	攻击命中时有25%的概率提升自身伤害43%，持续15秒。						5478			
13141520	攻击命中目标时有33%的概率使自身闪避提升24%，持续15秒。							4800		
13142520	攻击命中目标时有33%的概率使自身闪避提升29%，持续15秒。							4800		
13143520	攻击命中目标时有33%的概率使自身闪避提升34%，持续15秒。							4800		
13144520	攻击命中目标时有33%的概率使自身闪避提升38%，持续15秒。							4800		
13145520	攻击命中目标时有33%的概率使自身闪避提升43%，持续15秒。							4800		
13141523	攻击命中时有33%的概率提升自身闪避24%，持续15秒。							4800		
13142523	攻击命中时有33%的概率提升自身闪避29%，持续15秒。							4800		
13143523	攻击命中时有33%的概率提升自身闪避34%，持续15秒。							4800		
13144523	攻击命中时有33%的概率提升自身闪避38%，持续15秒。							4800		
13145523	攻击命中时有33%的概率提升自身闪避43%，持续15秒。							4800		
13141524	攻击命中时有33%的概率使自身减伤提升24%，持续15秒。							5478		
13142524	攻击命中时有33%的概率使自身减伤提升29%，持续15秒。							5478		
13143524	攻击命中时有33%的概率使自身减伤提升34%，持续15秒。							5478		
13144524	攻击命中时有33%的概率使自身减伤提升38%，持续15秒。							5478		
13145524	攻击命中时有33%的概率使自身减伤提升43%，持续15秒。							5478		
13141525	攻击命中时有33%的概率使自身减伤提升30%，持续15秒。							6000		
13142525	攻击命中时有33%的概率使自身减伤提升36%，持续15秒。							6000		
13143525	攻击命中时有33%的概率使自身减伤提升42%，持续15秒。							6000		
13144525	攻击命中时有33%的概率使自身减伤提升48%，持续15秒。							6000		
13145525	攻击命中时有33%的概率使自身减伤提升54%，持续15秒。							6000		
13141726	攻击时有33%的概率使目标处于易燃状态，受到火系伤害额外提升12%，并使自身所受伤害下降24%，持续15秒。							5478		
13142726	攻击时有33%的概率使目标处于易燃状态，受到火系伤害额外提升12%，并使自身所受伤害下降29%，持续15秒。							5478		
13143726	攻击时有33%的概率使目标处于易燃状态，受到火系伤害额外提升12%，并使自身所受伤害下降34%，持续15秒。							5478		
13144726	攻击时有33%的概率使目标处于易燃状态，受到火系伤害额外提升12%，并使自身所受伤害下降38%，持续15秒。							5478		
13145726	攻击时有33%的概率使目标处于易燃状态，受到火系伤害额外提升12%，并使自身所受伤害下降43%，持续15秒。							5478		
13141531	攻击命中时有33%的概率提升自身伤害30%，持续15秒。						6000			
13142531	攻击命中时有33%的概率提升自身伤害36%，持续15秒。						6000			
13143531	攻击命中时有33%的概率提升自身伤害42%，持续15秒。						6000			
13144531	攻击命中时有33%的概率提升自身伤害48%，持续15秒。						6000			
13145531	攻击命中时有33%的概率提升自身伤害54%，持续15秒。						6000			
13141532	攻击命中时有33%的概率提升自身减伤30%，持续15秒。							6000		
13142532	攻击命中时有33%的概率提升自身减伤36%，持续15秒。							6000		
13143532	攻击命中时有33%的概率提升自身减伤42%，持续15秒。							6000		
13144532	攻击命中时有33%的概率提升自身减伤48%，持续15秒。							6000		
13145532	攻击命中时有33%的概率提升自身减伤54%，持续15秒。							6000		
13141534	攻击命中时有33%的概率提升自身闪避24%，持续15秒。							4800		
13142534	攻击命中时有33%的概率提升自身闪避29%，持续15秒。							4800		
13143534	攻击命中时有33%的概率提升自身闪避34%，持续15秒。							4800		
13144534	攻击命中时有33%的概率提升自身闪避38%，持续15秒。							4800		
13145534	攻击命中时有33%的概率提升自身闪避43%，持续15秒。							4800		
13141736	攻击命中时有33%的概率提升目标所受伤害30%，持续15秒。								6000	
13142736	攻击命中时有33%的概率提升目标所受伤害36%，持续15秒。								6000	
13143736	攻击命中时有33%的概率提升目标所受伤害42%，持续15秒。								6000	
13144736	攻击命中时有33%的概率提升目标所受伤害48%，持续15秒。								6000	
13145736	攻击命中时有33%的概率提升目标所受伤害54%，持续15秒。								6000	
13141738	攻击时有33%的概率使目标出于易燃状态，受到火系伤害额外提升15%，使目标所受伤害提升30%，持续15秒。								6000	
13142738	攻击时有33%的概率使目标出于易燃状态，受到火系伤害额外提升15%，使目标所受伤害提升36%，持续15秒。								6000	
13143738	攻击时有33%的概率使目标出于易燃状态，受到火系伤害额外提升15%，使目标所受伤害提升42%，持续15秒。								6000	
13144738	攻击时有33%的概率使目标出于易燃状态，受到火系伤害额外提升15%，使目标所受伤害提升48%，持续15秒。								6000	
13145738	攻击时有33%的概率使目标出于易燃状态，受到火系伤害额外提升15%，使目标所受伤害提升54%，持续15秒。								6000	
										
13131501	进入战斗后，提升自身敏捷属性32				32					
13132501	进入战斗后，提升自身敏捷属性64				64					
13133501	进入战斗后，提升自身敏捷属性96				96					
13134501	进入战斗后，提升自身敏捷属性128				128					
13135501	进入战斗后，提升自身敏捷属性160				160					
13131502	进入战斗后，提升自身体力属性32			32						
13132502	进入战斗后，提升自身体力属性64			64						
13133502	进入战斗后，提升自身体力属性96			96						
13134502	进入战斗后，提升自身体力属性128			128						
13135502	进入战斗后，提升自身体力属性160			160						
13131503	进入战斗后，提升自身敏捷属性40				40					
13132503	进入战斗后，提升自身敏捷属性80				80					
13133503	进入战斗后，提升自身敏捷属性120				120					
13134503	进入战斗后，提升自身敏捷属性160				160					
13135503	进入战斗后，提升自身敏捷属性200				200					
13131504	进入战斗后，提升自身体力属性40			40						
13132504	进入战斗后，提升自身体力属性80			80						
13133504	进入战斗后，提升自身体力属性120			120						
13134504	进入战斗后，提升自身体力属性160			160						
13135504	进入战斗后，提升自身体力属性200			200						
13131505	进入战斗后，提升自身攻击属性50	50								
13132505	进入战斗后，提升自身攻击属性100	100								
13133505	进入战斗后，提升自身攻击属性150	150								
13134505	进入战斗后，提升自身攻击属性200	200								
13135505	进入战斗后，提升自身攻击属性250	250								
13131506	进入战斗后，提升自身防御属性50		50							
13132506	进入战斗后，提升自身防御属性100		100							
13133506	进入战斗后，提升自身防御属性150		150							
13134506	进入战斗后，提升自身防御属性200		200							
13135506	进入战斗后，提升自身防御属性250		250							
										
13111722	对目标造成根据总属性差计算的360%普攻伤害，并使其所受伤害提升50%，持续30秒。								5000	
13112722	对目标造成根据总属性差计算的360%普攻伤害，并使其所受伤害提升50%，持续30秒。								5000	
13113722	对目标造成根据总属性差计算的360%普攻伤害，并使其所受伤害提升50%，持续30秒。								5000	
13114722	对目标造成根据总属性差计算的360%普攻伤害，并使其所受伤害提升50%，持续30秒。								5000	
13115722	对目标造成根据总属性差计算的360%普攻伤害，并使其所受伤害提升50%，持续30秒。								5000	
										
13111717									4050	
13112717									4050	
13113717									4050	
13114717									4050	
13115717									4050	
										
										
										
13601101	军团怪	828	414	690	828					
13602101		414	828	966	552					
13603101		828	414	690	828					
13604101		414	828	966	552					
13605101		414	828	966	552					
13601201		414	828	552	966					
13602201		828	414	690	828					
13603201		414	828	552	966					
13604201		414	828	966	552					
13605201		414	828	552	966					
13601301		552	966	552	690					
13602301		414	828	552	966					
13603301		966	552	828	414					
13604301		414	828	966	552					
13605301		828	414	690	828					
13601401		966	552	828	414					
13602401		966	552	828	414					
13603401		828	414	690	828					
13604401		414	828	966	552					
13605401		966	552	828	414					
13601501		414	828	966	552					
13602501		552	966	552	690					
13603501		414	828	552	966					
13604501		828	414	690	828					
13605501		414	828	966	552					
13601102		837	1465	837	1046					
13602102		837	1465	837	1046					
13603102		628	1256	1465	837					
13604102		837	1465	837	1046					
13605102		1465	837	1256	628					
13601202		628	1256	837	1465					
13602202		837	1465	837	1046					
13603202		1465	837	1256	628					
13604202		1465	837	1256	628					
13605202		628	1256	1465	837					
13601302		1465	837	1256	628					
13602302		1465	837	1256	628					
13603302		837	1465	837	1046					
13604302		1465	837	1256	628					
13605302		1256	628	1046	1256					
13601402		837	1465	837	1046					
13602402		1465	837	1256	628					
13603402		1465	837	1256	628					
13604402		1465	837	1256	628					
13605402		837	1465	837	1046					
13601502		1256	628	1046	1256					
13602502		1256	628	1046	1256					
13603502		628	1256	837	1465					
13604502		1465	837	1256	628					
13605502		1256	628	1046	1256					
13601103		952	1904	1269	2221					
13602103		1904	952	1587	1904					
13603103		952	1904	2221	1269					
13604103		1269	2221	1269	1587					
13605103		1269	2221	1269	1587					
13601203		952	1904	2221	1269					
13602203		1904	952	1587	1904					
13603203		1269	2221	1269	1587					
13604203		1269	2221	1269	1587					
13605203		2221	1269	1904	952					
13601303		1269	2221	1269	1587					
13602303		1269	2221	1269	1587					
13603303		2221	1269	1904	952					
13604303		952	1904	2221	1269					
13605303		952	1904	1269	2221					
13601403		952	1904	1269	2221					
13602403		952	1904	2221	1269					
13603403		952	1904	1269	2221					
13604403		1904	952	1587	1904					
13605403		1904	952	1587	1904					
13601503		2221	1269	1904	952					
13602503		2221	1269	1904	952					
13603503		952	1904	1269	2221					
13604503		2221	1269	1904	952					
13605503		952	1904	2221	1269					
13601104		1791	3134	1791	2238					
13602104		1343	2686	3134	1791					
13603104		1343	2686	3134	1791					
13604104		3134	1791	2686	1343					
13605104		1343	2686	1791	3134					
13601204		1343	2686	1791	3134					
13602204		2686	1343	2238	2686					
13603204		1343	2686	3134	1791					
13604204		1791	3134	1791	2238					
13605204		3134	1791	2686	1343					
13601304		3134	1791	2686	1343					
13602304		2686	1343	2238	2686					
13603304		2686	1343	2238	2686					
13604304		2686	1343	2238	2686					
13605304		1343	2686	1791	3134					
13601404		1791	3134	1791	2238					
13602404		1343	2686	1791	3134					
13603404		3134	1791	2686	1343					
13604404		2686	1343	2238	2686					
13605404		3134	1791	2686	1343					
13601504		3134	1791	2686	1343					
13602504		1791	3134	1791	2238					
13603504		2686	1343	2238	2686					
13604504		3134	1791	2686	1343					
13605504		1791	3134	1791	2238					
13601105		1712	3425	3996	2283					
13602105		1712	3425	2283	3996					
13603105		2283	3996	2283	2854					
13604105		3425	1712	2854	3425					
13605105		3996	2283	3425	1712					
13601205		1712	3425	2283	3996					
13602205		3425	1712	2854	3425					
13603205		2283	3996	2283	2854					
13604205		1712	3425	2283	3996					
13605205		1712	3425	2283	3996					
13601305		1712	3425	2283	3996					
13602305		1712	3425	2283	3996					
13603305		2283	3996	2283	2854					
13604305		1712	3425	2283	3996					
13605305		3425	1712	2854	3425					
13601405		1712	3425	2283	3996					
13602405		2283	3996	2283	2854					
13603405		3425	1712	2854	3425					
13604405		3996	2283	3425	1712					
13605405		2283	3996	2283	2854					
13601505		3996	2283	3425	1712					
13602505		3996	2283	3425	1712					
13603505		3425	1712	2854	3425					
13604505		1712	3425	3996	2283					
13605505		1712	3425	2283	3996					
13601106		2120	4241	4948	2827					
13602106		2120	4241	4948	2827					
13603106		4241	2120	3534	4241					
13604106		2827	4948	2827	3534					
13605106		2827	4948	2827	3534					
13601206		2120	4241	4948	2827					
13602206		4948	2827	4241	2120					
13603206		4241	2120	3534	4241					
13604206		4241	2120	3534	4241					
13605206		4948	2827	4241	2120					
13601306		2120	4241	2827	4948					
13602306		2120	4241	2827	4948					
13603306		2120	4241	4948	2827					
13604306		2827	4948	2827	3534					
13605306		4948	2827	4241	2120					
13601406		4241	2120	3534	4241					
13602406		4241	2120	3534	4241					
13603406		2120	4241	4948	2827					
13604406		2827	4948	2827	3534					
13605406		2120	4241	4948	2827					
13601506		4948	2827	4241	2120					
13602506		4241	2120	3534	4241					
13603506		2827	4948	2827	3534					
13604506		2120	4241	4948	2827					
13605506		2827	4948	2827	3534					
13601107		5881	2940	4901	5881					
13602107		3921	6861	3921	4901					
13603107		5881	2940	4901	5881					
13604107		5881	2940	4901	5881					
13605107		2940	5881	6861	3921					
13601207		5881	2940	4901	5881					
13602207		3921	6861	3921	4901					
13603207		2940	5881	6861	3921					
13604207		2940	5881	6861	3921					
13605207		6861	3921	5881	2940					
13601307		6861	3921	5881	2940					
13602307		2940	5881	3921	6861					
13603307		2940	5881	3921	6861					
13604307		6861	3921	5881	2940					
13605307		3921	6861	3921	4901					
13601407		5881	2940	4901	5881					
13602407		2940	5881	3921	6861					
13603407		6861	3921	5881	2940					
13604407		3921	6861	3921	4901					
13605407		2940	5881	3921	6861					
13601507		2940	5881	6861	3921					
13602507		2940	5881	3921	6861					
13603507		2940	5881	6861	3921					
13604507		5881	2940	4901	5881					
13605507		2940	5881	3921	6861					
13601108		4516	9033	6022	10538					
13602108		4516	9033	10538	6022					
13603108		9033	4516	7527	9033					
13604108		9033	4516	7527	9033					
13605108		6022	10538	6022	7527					
13601208		10538	6022	9033	4516					
13602208		4516	9033	6022	10538					
13603208		4516	9033	6022	10538					
13604208		6022	10538	6022	7527					
13605208		4516	9033	6022	10538					
13601308		6022	10538	6022	7527					
13602308		10538	6022	9033	4516					
13603308		9033	4516	7527	9033					
13604308		9033	4516	7527	9033					
13605308		4516	9033	10538	6022					
13601408		4516	9033	10538	6022					
13602408		10538	6022	9033	4516					
13603408		4516	9033	6022	10538					
13604408		4516	9033	6022	10538					
13605408		4516	9033	6022	10538					
13601508		6022	10538	6022	7527					
13602508		10538	6022	9033	4516					
13603508		9033	4516	7527	9033					
13604508		4516	9033	6022	10538					
13605508		9033	4516	7527	9033					
13601109		5202	10405	6936	12139					
13602109		5202	10405	12139	6936					
13603109		5202	10405	12139	6936					
13604109		5202	10405	6936	12139					
13605109		5202	10405	6936	12139					
13601209		10405	5202	8671	10405					
13602209		5202	10405	12139	6936					
13603209		12139	6936	10405	5202					
13604209		5202	10405	12139	6936					
13605209		6936	12139	6936	8671					
13601309		5202	10405	12139	6936					
13602309		5202	10405	12139	6936					
13603309		5202	10405	6936	12139					
13604309		12139	6936	10405	5202					
13605309		6936	12139	6936	8671					
13601409		10405	5202	8671	10405					
13602409		12139	6936	10405	5202					
13603409		10405	5202	8671	10405					
13604409		5202	10405	12139	6936					
13605409		10405	5202	8671	10405					
13601509		6936	12139	6936	8671					
13602509		6936	12139	6936	8671					
13603509		5202	10405	6936	12139					
13604509		5202	10405	6936	12139					
13605509		5202	10405	6936	12139					
13601110		8678	15186	8678	10847					
13602110		6508	13017	15186	8678					
13603110		13017	6508	10847	13017					
13604110		6508	13017	15186	8678					
13605110		8678	15186	8678	10847					
13601210		15186	8678	13017	6508					
13602210		13017	6508	10847	13017					
13603210		13017	6508	10847	13017					
13604210		15186	8678	13017	6508					
13605210		6508	13017	8678	15186					
13601310		6508	13017	8678	15186					
13602310		8678	15186	8678	10847					
13603310		15186	8678	13017	6508					
13604310		6508	13017	15186	8678					
13605310		13017	6508	10847	13017					
13601410		6508	13017	8678	15186					
13602410		15186	8678	13017	6508					
13603410		6508	13017	15186	8678					
13604410		8678	15186	8678	10847					
13605410		13017	6508	10847	13017					
13601510		6508	13017	8678	15186					
13602510		15186	8678	13017	6508					
13603510		6508	13017	15186	8678					
13604510		6508	13017	8678	15186					
13605510		15186	8678	13017	6508					
13601111		7024	14049	16390	9366					
13602111		9366	16390	9366	11707					
13603111		14049	7024	11707	14049					
13604111		7024	14049	9366	16390					
13605111		16390	9366	14049	7024					
13601211		14049	7024	11707	14049					
13602211		7024	14049	9366	16390					
13603211		9366	16390	9366	11707					
13604211		7024	14049	9366	16390					
13605211		7024	14049	16390	9366					
13601311		16390	9366	14049	7024					
13602311		7024	14049	9366	16390					
13603311		16390	9366	14049	7024					
13604311		9366	16390	9366	11707					
13605311		9366	16390	9366	11707					
