怪物武将id	武将	武将星数	无名武将	解锁技能个数	品质，1-WHITE=白色2-GREEN = 绿色3-BLUE =蓝色 4-PURPLE =紫色5-ORANGE=橙色6-RED=红色	士兵数	战斗力	士气	武将等级	士兵等级	总属性（关联属性表sprite_stat）	单兵血量		能否触发克制技		怪物位置		转生等级	是否是援军					
129020294		1	129020294	2	4	1900	1955	1	80	4	129020294			1	17		2							
129020295		1	129020295	2	4	1900	1955	1	80	4	129020295			1	20		2							
129020301		1	129020301	2	4	1900	1955	1	80	4	129020301			1	17		2							
129020302		1	129020302	2	4	1900	1955	1	80	4	129020302			1	20		0							
129020303		1	129020303	2	4	1900	1955	1	80	4	129020303			1	19		0							
129020304		1	129020304	2	4	1900	1955	1	80	4	129020304			1	19		1							
129020305		1	129020305	2	4	1900	1955	1	80	4	129020305			1	16		2							
129020311		1	129020311	2	4	1900	1955	1	80	4	129020311			1	16		1							
129020312		1	129020312	2	4	1900	1955	1	80	4	129020312			1	17		0							
129020313		1	129020313	2	4	1900	1955	1	80	4	129020313			1	16		1							
129020314		1	129020314	2	4	1900	1955	1	80	4	129020314			1	18		2							
129020315		1	129020315	2	4	1900	1955	1	80	4	129020315			1	20		1							
129020321		1	129020321	2	4	1900	1955	1	80	4	129020321			1	19		1							
129020322		1	129020322	2	4	1900	1955	1	80	4	129020322			1	18		0							
129020323		1	129020323	2	4	1900	1955	1	80	4	129020323			1	18		0							
129020324		1	129020324	2	4	1900	1955	1	80	4	129020324			1	20		2							
129020325		1	129020325	2	4	1900	1955	1	80	4	129020325			1	17		2							
129020331		1	129020331	2	4	1900	1955	1	80	4	129020331			1	17		1							
129020332		1	129020332	2	4	1900	1955	1	80	4	129020332			1	17		1							
129020333		1	129020333	2	4	1900	1955	1	80	4	129020333			1	16		2							
129020334		1	129020334	2	4	1900	1955	1	80	4	129020334			1	16		0							
129020335		1	129020335	2	4	1900	1955	1	80	4	129020335			1	18		2							
129020341		1	129020341	2	4	1900	1955	1	80	4	129020341			1	20		2							
129020342		1	129020342	2	4	1900	1955	1	80	4	129020342			1	17		1							
129020343		1	129020343	2	4	1900	1955	1	80	4	129020343			1	16		1							
129020344		1	129020344	2	4	1900	1955	1	80	4	129020344			1	16		1							
129020345		1	129020345	2	4	1900	1955	1	80	4	129020345			1	17		2							
129020351		1	129020351	2	4	1900	1955	1	80	4	129020351			1	20		1							
129020352		1	129020352	2	4	1900	1955	1	80	4	129020352			1	16		1							
129020353		1	129020353	2	4	1900	1955	1	80	4	129020353			1	20		2							
129020354		1	129020354	2	4	1900	1955	1	80	4	129020354			1	17		0							
129020355		1	129020355	2	4	1900	1955	1	80	4	129020355			1	18		2							
129020361		1	129020361	2	4	1900	1955	1	80	4	129020361			1	16		2							
129020362		1	129020362	2	4	1900	1955	1	80	4	129020362			1	18		2							
129020363		1	129020363	2	4	1900	1955	1	80	4	129020363			1	19		2							
129020364		1	129020364	2	4	1900	1955	1	80	4	129020364			1	20		1							
129020365		1	129020365	2	4	1900	1955	1	80	4	129020365			1	19		2							
129020371		1	129020371	2	4	1900	1955	1	80	4	129020371			1	20		0							
129020372		1	129020372	2	4	1900	1955	1	80	4	129020372			1	19		0							
129020373		1	129020373	2	4	1900	1955	1	80	4	129020373			1	19		1							
129020374		1	129020374	2	4	1900	1955	1	80	4	129020374			1	19		1							
129020375		1	129020375	2	4	1900	1955	1	80	4	129020375			1	16		2							
129020381		1	129020381	2	4	1900	1955	1	80	4	129020381			1	16		0							
129020382		1	129020382	2	4	1900	1955	1	80	4	129020382			1	17		1							
129020383		1	129020383	2	4	1900	1955	1	80	4	129020383			1	18		0							
129020384		1	129020384	2	4	1900	1955	1	80	4	129020384			1	20		1							
129020385		1	129020385	2	4	1900	1955	1	80	4	129020385			1	17		0							
129020391		1	129020391	2	4	1900	1955	1	80	4	129020391			1	19		1							
129020392		1	129020392	2	4	1900	1955	1	80	4	129020392			1	18		0							
129020393		1	129020393	2	4	1900	1955	1	80	4	129020393			1	20		1							
129020394		1	129020394	2	4	1900	1955	1	80	4	129020394			1	20		0							
129020395		1	129020395	2	4	1900	1955	1	80	4	129020395			1	18		0							
129020401		1	129020401	2	4	1900	1955	1	80	4	129020401			1	16		0							
129020402		1	129020402	2	4	1900	1955	1	80	4	129020402			1	18		2							
129020403		1	129020403	2	4	1900	1955	1	80	4	129020403			1	19		0							
129020404		1	129020404	2	4	1900	1955	1	80	4	129020404			1	18		0							
129020405		1	129020405	2	4	1900	1955	1	80	4	129020405			1	17		0							
129030011		1	129030011	2	5	3280	3765	1	100	5	129030011			1	22		0							
129030012		1	129030012	2	5	3280	3765	1	100	5	129030012			1	24		1							
129030013		1	129030013	2	5	3280	3765	1	100	5	129030013			1	21		0							
129030014		1	129030014	2	5	3280	3765	1	100	5	129030014			1	24		2							
129030015		1	129030015	2	5	3280	3765	1	100	5	129030015			1	23		1							
129030021		1	129030021	2	5	3280	3765	1	100	5	129030021			1	22		0							
129030022		1	129030022	2	5	3280	3765	1	100	5	129030022			1	22		1							
129030023		1	129030023	2	5	3280	3765	1	100	5	129030023			1	25		0							
129030024		1	129030024	2	5	3280	3765	1	100	5	129030024			1	22		2							
129030025		1	129030025	2	5	3280	3765	1	100	5	129030025			1	25		1							
129030031		1	129030031	2	5	3280	3765	1	100	5	129030031			1	25		1							
129030032		1	129030032	2	5	3280	3765	1	100	5	129030032			1	24		0							
129030033		1	129030033	2	5	3280	3765	1	100	5	129030033			1	24		2							
129030034		1	129030034	2	5	3280	3765	1	100	5	129030034			1	23		2							
129030035		1	129030035	2	5	3280	3765	1	100	5	129030035			1	22		0							
129030041		1	129030041	2	5	3280	3765	1	100	5	129030041			1	21		0							
129030042		1	129030042	2	5	3280	3765	1	100	5	129030042			1	24		2							
129030043		1	129030043	2	5	3280	3765	1	100	5	129030043			1	21		2							
129030044		1	129030044	2	5	3280	3765	1	100	5	129030044			1	21		0							
129030045		1	129030045	2	5	3280	3765	1	100	5	129030045			1	24		1							
129030051		1	129030051	2	5	3280	3765	1	100	5	129030051			1	23		0							
129030052		1	129030052	2	5	3280	3765	1	100	5	129030052			1	21		1							
129030053		1	129030053	2	5	3280	3765	1	100	5	129030053			1	24		2							
129030054		1	129030054	2	5	3280	3765	1	100	5	129030054			1	23		2							
129030055		1	129030055	2	5	3280	3765	1	100	5	129030055			1	24		2							
129030061		1	129030061	2	5	3280	3765	1	100	5	129030061			1	23		0							
129030062		1	129030062	2	5	3280	3765	1	100	5	129030062			1	25		1							
129030063		1	129030063	2	5	3280	3765	1	100	5	129030063			1	23		0							
129030064		1	129030064	2	5	3280	3765	1	100	5	129030064			1	22		1							
129030065		1	129030065	2	5	3280	3765	1	100	5	129030065			1	21		1							
129030071		1	129030071	2	5	3280	3765	1	100	5	129030071			1	23		2							
129030072		1	129030072	2	5	3280	3765	1	100	5	129030072			1	21		0							
129030073		1	129030073	2	5	3280	3765	1	100	5	129030073			1	22		0							
129030074		1	129030074	2	5	3280	3765	1	100	5	129030074			1	21		2							
129030075		1	129030075	2	5	3280	3765	1	100	5	129030075			1	23		0							
129030081		1	129030081	2	5	3280	3765	1	100	5	129030081			1	24		2							
129030082		1	129030082	2	5	3280	3765	1	100	5	129030082			1	24		2							
129030083		1	129030083	2	5	3280	3765	1	100	5	129030083			1	21		1							
129030084		1	129030084	2	5	3280	3765	1	100	5	129030084			1	23		0							
129030085		1	129030085	2	5	3280	3765	1	100	5	129030085			1	21		1							
129030091		1	129030091	2	5	3280	3765	1	100	5	129030091			1	23		2							
129030092		1	129030092	2	5	3280	3765	1	100	5	129030092			1	22		1							
129030093		1	129030093	2	5	3280	3765	1	100	5	129030093			1	24		0							
129030094		1	129030094	2	5	3280	3765	1	100	5	129030094			1	22		0							
129030095		1	129030095	2	5	3280	3765	1	100	5	129030095			1	23		2							
129030101		1	129030101	2	5	3280	3765	1	100	5	129030101			1	21		2							
129030102		1	129030102	2	5	3280	3765	1	100	5	129030102			1	25		2							
129030103		1	129030103	2	5	3280	3765	1	100	5	129030103			1	21		2							
129030104		1	129030104	2	5	3280	3765	1	100	5	129030104			1	21		1							
129030105		1	129030105	2	5	3280	3765	1	100	5	129030105			1	25		1							
129030111		1	129030111	2	5	3280	3765	1	100	5	129030111			1	25		0							
129030112		1	129030112	2	5	3280	3765	1	100	5	129030112			1	23		2							
129030113		1	129030113	2	5	3280	3765	1	100	5	129030113			1	25		0							
129030114		1	129030114	2	5	3280	3765	1	100	5	129030114			1	25		0							
129030115		1	129030115	2	5	3280	3765	1	100	5	129030115			1	22		2							
129030121		1	129030121	2	5	3280	3765	1	100	5	129030121			1	22		1							
129030122		1	129030122	2	5	3280	3765	1	100	5	129030122			1	22		2							
129030123		1	129030123	2	5	3280	3765	1	100	5	129030123			1	22		0							
129030124		1	129030124	2	5	3280	3765	1	100	5	129030124			1	24		0							
129030125		1	129030125	2	5	3280	3765	1	100	5	129030125			1	23		0							
129030131		1	129030131	2	5	3280	3765	1	100	5	129030131			1	24		1							
129030132		1	129030132	2	5	3280	3765	1	100	5	129030132			1	22		1							
129030133		1	129030133	2	5	3280	3765	1	100	5	129030133			1	25		2							
129030134		1	129030134	2	5	3280	3765	1	100	5	129030134			1	24		2							
129030135		1	129030135	2	5	3280	3765	1	100	5	129030135			1	21		1							
129030141		1	129030141	2	5	3280	3765	1	100	5	129030141			1	24		1							
129030142		1	129030142	2	5	3280	3765	1	100	5	129030142			1	23		1							
129030143		1	129030143	2	5	3280	3765	1	100	5	129030143			1	25		1							
129030144		1	129030144	2	5	3280	3765	1	100	5	129030144			1	23		1							
129030145		1	129030145	2	5	3280	3765	1	100	5	129030145			1	24		2							
129030151		1	129030151	2	5	3280	3765	1	100	5	129030151			1	25		2							
129030152		1	129030152	2	5	3280	3765	1	100	5	129030152			1	21		1							
129030153		1	129030153	2	5	3280	3765	1	100	5	129030153			1	23		1							
129030154		1	129030154	2	5	3280	3765	1	100	5	129030154			1	22		0							
129030155		1	129030155	2	5	3280	3765	1	100	5	129030155			1	25		0							
129030161		1	129030161	2	5	3280	3765	1	100	5	129030161			1	24		2							
129030162		1	129030162	2	5	3280	3765	1	100	5	129030162			1	24		2							
129030163		1	129030163	2	5	3280	3765	1	100	5	129030163			1	24		2							
129030164		1	129030164	2	5	3280	3765	1	100	5	129030164			1	24		0							
129030165		1	129030165	2	5	3280	3765	1	100	5	129030165			1	24		1							
129030171		1	129030171	2	5	3280	3765	1	100	5	129030171			1	25		1							
129030172		1	129030172	2	5	3280	3765	1	100	5	129030172			1	23		0							
129030173		1	129030173	2	5	3280	3765	1	100	5	129030173			1	22		0							
129030174		1	129030174	2	5	3280	3765	1	100	5	129030174			1	21		1							
129030175		1	129030175	2	5	3280	3765	1	100	5	129030175			1	21		0							
129030181		1	129030181	2	5	3280	3765	1	100	5	129030181			1	25		0							
129030182		1	129030182	2	5	3280	3765	1	100	5	129030182			1	22		2							
129030183		1	129030183	2	5	3280	3765	1	100	5	129030183			1	21		2							
129030184		1	129030184	2	5	3280	3765	1	100	5	129030184			1	23		1							
129030185		1	129030185	2	5	3280	3765	1	100	5	129030185			1	24		0							
129030191		1	129030191	2	5	3280	3765	1	100	5	129030191			1	24		0							
129030192		1	129030192	2	5	3280	3765	1	100	5	129030192			1	25		2							
129030193		1	129030193	2	5	3280	3765	1	100	5	129030193			1	25		1							
129030194		1	129030194	2	5	3280	3765	1	100	5	129030194			1	22		2							
129030195		1	129030195	2	5	3280	3765	1	100	5	129030195			1	21		2							
129030201		1	129030201	2	5	3280	3765	1	100	5	129030201			1	22		2							
129030202		1	129030202	2	5	3280	3765	1	100	5	129030202			1	23		2							
129030203		1	129030203	2	5	3280	3765	1	100	5	129030203			1	25		1							
129030204		1	129030204	2	5	3280	3765	1	100	5	129030204			1	25		0							
129030205		1	129030205	2	5	3280	3765	1	100	5	129030205			1	25		1							
129030211		1	129030211	2	5	3280	3765	1	100	5	129030211			1	23		1							
129030212		1	129030212	2	5	3280	3765	1	100	5	129030212			1	24		1							
129030213		1	129030213	2	5	3280	3765	1	100	5	129030213			1	23		1							
129030214		1	129030214	2	5	3280	3765	1	100	5	129030214			1	24		1							
129030215		1	129030215	2	5	3280	3765	1	100	5	129030215			1	24		0							
129030221		1	129030221	2	5	3280	3765	1	100	5	129030221			1	22		2							
129030222		1	129030222	2	5	3280	3765	1	100	5	129030222			1	23		0							
129030223		1	129030223	2	5	3280	3765	1	100	5	129030223			1	22		0							
129030224		1	129030224	2	5	3280	3765	1	100	5	129030224			1	24		2							
129030225		1	129030225	2	5	3280	3765	1	100	5	129030225			1	22		1							
129030231		1	129030231	2	5	3280	3765	1	100	5	129030231			1	21		1							
129030232		1	129030232	2	5	3280	3765	1	100	5	129030232			1	22		2							
129030233		1	129030233	2	5	3280	3765	1	100	5	129030233			1	25		0							
129030234		1	129030234	2	5	3280	3765	1	100	5	129030234			1	24		1							
129030235		1	129030235	2	5	3280	3765	1	100	5	129030235			1	23		0							
129030241		1	129030241	2	5	3280	3765	1	100	5	129030241			1	25		0							
129030242		1	129030242	2	5	3280	3765	1	100	5	129030242			1	25		2							
129030243		1	129030243	2	5	3280	3765	1	100	5	129030243			1	23		0							
129030244		1	129030244	2	5	3280	3765	1	100	5	129030244			1	24		1							
129030245		1	129030245	2	5	3280	3765	1	100	5	129030245			1	25		1							
129030251		1	129030251	2	5	3280	3765	1	100	5	129030251			1	24		0							
129030252		1	129030252	2	5	3280	3765	1	100	5	129030252			1	21		1							
129030253		1	129030253	2	5	3280	3765	1	100	5	129030253			1	22		0							
129030254		1	129030254	2	5	3280	3765	1	100	5	129030254			1	23		0							
129030255		1	129030255	2	5	3280	3765	1	100	5	129030255			1	24		0							
129030261		1	129030261	2	5	3280	3765	1	100	5	129030261			1	21		2							
129030262		1	129030262	2	5	3280	3765	1	100	5	129030262			1	21		2							
129030263		1	129030263	2	5	3280	3765	1	100	5	129030263			1	24		1							
129030264		1	129030264	2	5	3280	3765	1	100	5	129030264			1	21		2							
129030265		1	129030265	2	5	3280	3765	1	100	5	129030265			1	25		2							
129030271		1	129030271	2	5	3280	3765	1	100	5	129030271			1	22		0							
129030272		1	129030272	2	5	3280	3765	1	100	5	129030272			1	21		2							
129030273		1	129030273	2	5	3280	3765	1	100	5	129030273			1	25		2							
129030274		1	129030274	2	5	3280	3765	1	100	5	129030274			1	25		2							
129030275		1	129030275	2	5	3280	3765	1	100	5	129030275			1	24		2							
129030281		1	129030281	2	5	3280	3765	1	100	5	129030281			1	25		0							
129030282		1	129030282	2	5	3280	3765	1	100	5	129030282			1	25		2							
129030283		1	129030283	2	5	3280	3765	1	100	5	129030283			1	21		0							
129030284		1	129030284	2	5	3280	3765	1	100	5	129030284			1	25		0							
129030285		1	129030285	2	5	3280	3765	1	100	5	129030285			1	23		1							
129030291		1	129030291	2	5	3280	3765	1	100	5	129030291			1	21		2							
129030292		1	129030292	2	5	3280	3765	1	100	5	129030292			1	25		0							
129030293		1	129030293	2	5	3280	3765	1	100	5	129030293			1	25		1							
129030294		1	129030294	2	5	3280	3765	1	100	5	129030294			1	25		0							
129030295		1	129030295	2	5	3280	3765	1	100	5	129030295			1	21		2							
129030301		1	129030301	2	5	3280	3765	1	100	5	129030301			1	23		1							
129030302		1	129030302	2	5	3280	3765	1	100	5	129030302			1	23		2							
129030303		1	129030303	2	5	3280	3765	1	100	5	129030303			1	22		0							
129030304		1	129030304	2	5	3280	3765	1	100	5	129030304			1	25		0							
129030305		1	129030305	2	5	3280	3765	1	100	5	129030305			1	23		0							
129030311		1	129030311	2	5	3280	3765	1	100	5	129030311			1	22		0							
129030312		1	129030312	2	5	3280	3765	1	100	5	129030312			1	23		0							
129030313		1	129030313	2	5	3280	3765	1	100	5	129030313			1	24		2							
129030314		1	129030314	2	5	3280	3765	1	100	5	129030314			1	21		1							
129030315		1	129030315	2	5	3280	3765	1	100	5	129030315			1	21		1							
129030321		1	129030321	2	5	3280	3765	1	100	5	129030321			1	24		2							
129030322		1	129030322	2	5	3280	3765	1	100	5	129030322			1	23		1							
129030323		1	129030323	2	5	3280	3765	1	100	5	129030323			1	21		2							
129030324		1	129030324	2	5	3280	3765	1	100	5	129030324			1	21		1							
129030325		1	129030325	2	5	3280	3765	1	100	5	129030325			1	25		1							
129030331		1	129030331	2	5	3280	3765	1	100	5	129030331			1	21		2							
129030332		1	129030332	2	5	3280	3765	1	100	5	129030332			1	21		1							
129030333		1	129030333	2	5	3280	3765	1	100	5	129030333			1	25		2							
129030334		1	129030334	2	5	3280	3765	1	100	5	129030334			1	24		2							
129030335		1	129030335	2	5	3280	3765	1	100	5	129030335			1	22		1							
129030341		1	129030341	2	5	3280	3765	1	100	5	129030341			1	22		0							
129030342		1	129030342	2	5	3280	3765	1	100	5	129030342			1	24		2							
129030343		1	129030343	2	5	3280	3765	1	100	5	129030343			1	22		1							
129030344		1	129030344	2	5	3280	3765	1	100	5	129030344			1	23		0							
129030345		1	129030345	2	5	3280	3765	1	100	5	129030345			1	23		1							
129030351		1	129030351	2	5	3280	3765	1	100	5	129030351			1	25		1							
129030352		1	129030352	2	5	3280	3765	1	100	5	129030352			1	25		2							
129030353		1	129030353	2	5	3280	3765	1	100	5	129030353			1	22		1							
129030354		1	129030354	2	5	3280	3765	1	100	5	129030354			1	25		1							
129030355		1	129030355	2	5	3280	3765	1	100	5	129030355			1	24		1							
129030361		1	129030361	2	5	3280	3765	1	100	5	129030361			1	21		1							
129030362		1	129030362	2	5	3280	3765	1	100	5	129030362			1	24		2							
129030363		1	129030363	2	5	3280	3765	1	100	5	129030363			1	24		0							
129030364		1	129030364	2	5	3280	3765	1	100	5	129030364			1	25		2							
129030365		1	129030365	2	5	3280	3765	1	100	5	129030365			1	22		0							
129030371		1	129030371	2	5	3280	3765	1	100	5	129030371			1	22		2							
129030372		1	129030372	2	5	3280	3765	1	100	5	129030372			1	23		2							
129030373		1	129030373	2	5	3280	3765	1	100	5	129030373			1	24		1							
129030374		1	129030374	2	5	3280	3765	1	100	5	129030374			1	21		1							
129030375		1	129030375	2	5	3280	3765	1	100	5	129030375			1	25		0							
129030381		1	129030381	2	5	3280	3765	1	100	5	129030381			1	25		0							
129030382		1	129030382	2	5	3280	3765	1	100	5	129030382			1	23		2							
129030383		1	129030383	2	5	3280	3765	1	100	5	129030383			1	23		1							
129030384		1	129030384	2	5	3280	3765	1	100	5	129030384			1	23		2							
129030385		1	129030385	2	5	3280	3765	1	100	5	129030385			1	22		2							
129030391		1	129030391	2	5	3280	3765	1	100	5	129030391			1	21		2							
129030392		1	129030392	2	5	3280	3765	1	100	5	129030392			1	22		2							
129030393		1	129030393	2	5	3280	3765	1	100	5	129030393			1	25		2							
129030394		1	129030394	2	5	3280	3765	1	100	5	129030394			1	23		0							
129030395		1	129030395	2	5	3280	3765	1	100	5	129030395			1	25		1							
129030401		1	129030401	2	5	3280	3765	1	100	5	129030401			1	25		1							
129030402		1	129030402	2	5	3280	3765	1	100	5	129030402			1	21		0							
129030403		1	129030403	2	5	3280	3765	1	100	5	129030403			1	23		2							
129030404		1	129030404	2	5	3280	3765	1	100	5	129030404			1	25		2							
129030405		1	129030405	2	5	3280	3765	1	100	5	129030405			1	21		2							
																								
12801001		1	12801001	2	2	2190	2265	1	10	1	12801001				1		1							
12802001		1	12802001	2	2	2190	2265	1	10	1	12802001				5		0							
12803001		1	12803001	2	2	2190	2265	1	10	1	12803001				2		0							
12804001		1	12804001	2	2	2190	2265	1	10	1	12804001				3		1							
12805001		1	12805001	2	2	2190	2265	1	10	1	12805001				4		2							
12801002		1	12801002	2	3	2190	2265	1	20	2	12801002			1	6		0							
12802002		1	12802002	2	3	2190	2265	1	20	2	12802002			1	10		1							
12803002		1	12803002	2	3	2190	2265	1	20	2	12803002			1	7		2							
12804002		1	12804002	2	3	2190	2265	1	20	2	12804002			1	8		0							
12805002		1	12805002	2	3	2190	2265	1	20	2	12805002			1	7		0							
12801003		1	12801003	2	4	3577	3817	1	40	4	12801003			1	16		1							
12802003		1	12802003	2	4	3577	3817	1	40	4	12802003			1	20		2							
12803003		1	12803003	2	4	3577	3817	1	40	4	12803003			1	19		0							
12804003		1	12804003	2	4	3577	3817	1	40	4	12804003			1	18		0							
12805003		1	12805003	2	4	4920	5647	1	40	4	12805003			1	17		0							
12801004		1	12801004	2	5	4920	5647	1	60	5	12801004			1	24		2							
12802004		1	12802004	2	5	4920	5647	1	60	5	12802004			1	25		1							
12803004		1	12803004	2	5	4920	5647	1	60	5	12803004			1	22		2							
12804004		1	12804004	2	5	4920	5647	1	60	5	12804004			1	23		1							
12805004		1	12805004	2	5	4920	5647	1	60	5	12805004			1	22		2							
12801005		1	12801005	2	6	5955	6945	1	80	6	12801005			1	21		1							
12802005		1	12802005	2	6	5955	6945	1	80	6	12802005			1	25		0							
12803005		1	12803005	2	6	5955	6945	1	80	6	12803005			1	22		1							
12804005		1	12804005	2	6	5955	6945	1	80	6	12804005			1	23		1							
12805005		1	12805005	2	6	5955	6945	1	80	6	12805005			1	24		1							
																								
13601101		1	13601101	2	2	885		1	20	2	13601101				1		2							
13602101		1	13602101	2	2	885		1	20	2	13602101				1		1							
13603101		1	13603101	2	2	885		1	20	2	13603101				1		1							
13604101		1	13604101	2	2	885		1	20	2	13604101				1		1							
13605101		1	13605101	2	2	885		1	20	2	13605101				1		1							
13601201		1	13601201	2	2	885		1	20	2	13601201				1		2							
13602201		1	13602201	2	2	885		1	20	2	13602201				1		1							
13603201		1	13603201	2	2	885		1	20	2	13603201				1		1							
13604201		1	13604201	2	2	885		1	20	2	13604201				1		1							
13605201		1	13605201	2	2	885		1	20	2	13605201				1		1							
13601301		1	13601301	2	2	885		1	20	2	13601301				1		2							
13602301		1	13602301	2	2	885		1	20	2	13602301				1		1							
13603301		1	13603301	2	2	885		1	20	2	13603301				1		0							
13604301		1	13604301	2	2	885		1	20	2	13604301				1		2							
13605301		1	13605301	2	2	885		1	20	2	13605301				1		2							
13601401		1	13601401	2	2	885		1	20	2	13601401				1		1							
13602401		1	13602401	2	2	885		1	20	2	13602401				1		1							
13603401		1	13603401	2	2	885		1	20	2	13603401				1		1							
13604401		1	13604401	2	2	885		1	20	2	13604401				1		0							
13605401		1	13605401	2	2	885		1	20	2	13605401				1		0							
13601501		1	13601501	2	2	885		1	20	2	13601501				1		0							
13602501		1	13602501	2	2	885		1	20	2	13602501				1		0							
13603501		1	13603501	2	2	885		1	20	2	13603501				1		0							
13604501		1	13604501	2	2	885		1	20	2	13604501				1		2							
13605501		1	13605501	2	2	885		1	20	2	13605501				1		1							
13601102		1	13601102	2	2	1185		1	25	2	13601102				1		2							
13602102		1	13602102	2	2	1185		1	25	2	13602102				1		1							
13603102		1	13603102	2	2	1185		1	25	2	13603102				1		2							
13604102		1	13604102	2	2	1185		1	25	2	13604102				1		2							
13605102		1	13605102	2	2	1185		1	25	2	13605102				1		1							
13601202		1	13601202	2	2	1185		1	25	2	13601202				1		2							
13602202		1	13602202	2	2	1185		1	25	2	13602202				1		2							
13603202		1	13603202	2	2	1185		1	25	2	13603202				1		2							
13604202		1	13604202	2	2	1185		1	25	2	13604202				1		1							
13605202		1	13605202	2	2	1185		1	25	2	13605202				1		0							
13601302		1	13601302	2	2	1185		1	25	2	13601302				1		2							
13602302		1	13602302	2	2	1185		1	25	2	13602302				1		1							
13603302		1	13603302	2	2	1185		1	25	2	13603302				1		0							
13604302		1	13604302	2	2	1185		1	25	2	13604302				1		0							
13605302		1	13605302	2	2	1185		1	25	2	13605302				1		2							
13601402		1	13601402	2	2	1185		1	25	2	13601402				1		2							
13602402		1	13602402	2	2	1185		1	25	2	13602402				1		2							
13603402		1	13603402	2	2	1185		1	25	2	13603402				1		1							
13604402		1	13604402	2	2	1185		1	25	2	13604402				1		1							
13605402		1	13605402	2	2	1185		1	25	2	13605402				1		2							
13601502		1	13601502	2	2	1185		1	25	2	13601502				1		1							
13602502		1	13602502	2	2	1185		1	25	2	13602502				1		0							
13603502		1	13603502	2	2	1185		1	25	2	13603502				1		2							
13604502		1	13604502	2	2	1185		1	25	2	13604502				1		1							
13605502		1	13605502	2	2	1185		1	25	2	13605502				1		0							
13601103		1	13601103	2	2	1460		1	30	2	13601103				1		0							
13602103		1	13602103	2	2	1460		1	30	2	13602103				1		1							
13603103		1	13603103	2	2	1460		1	30	2	13603103				1		0							
13604103		1	13604103	2	2	1460		1	30	2	13604103				1		1							
13605103		1	13605103	2	2	1460		1	30	2	13605103				1		1							
13601203		1	13601203	2	2	1460		1	30	2	13601203				1		2							
13602203		1	13602203	2	2	1460		1	30	2	13602203				1		1							
13603203		1	13603203	2	2	1460		1	30	2	13603203				1		0							
13604203		1	13604203	2	2	1460		1	30	2	13604203				1		2							
13605203		1	13605203	2	2	1460		1	30	2	13605203				1		0							
13601303		1	13601303	2	2	1460		1	30	2	13601303				1		0							
13602303		1	13602303	2	2	1460		1	30	2	13602303				1		2							
13603303		1	13603303	2	2	1460		1	30	2	13603303				1		0							
13604303		1	13604303	2	2	1460		1	30	2	13604303				1		1							
13605303		1	13605303	2	2	1460		1	30	2	13605303				1		2							
13601403		1	13601403	2	2	1460		1	30	2	13601403				1		0							
13602403		1	13602403	2	2	1460		1	30	2	13602403				1		0							
13603403		1	13603403	2	2	1460		1	30	2	13603403				1		0							
13604403		1	13604403	2	2	1460		1	30	2	13604403				1		2							
13605403		1	13605403	2	2	1460		1	30	2	13605403				1		0							
13601503		1	13601503	2	2	1460		1	30	2	13601503				1		1							
13602503		1	13602503	2	2	1460		1	30	2	13602503				1		0							
13603503		1	13603503	2	2	1460		1	30	2	13603503				1		0							
13604503		1	13604503	2	2	1460		1	30	2	13604503				1		2							
13605503		1	13605503	2	2	1460		1	30	2	13605503				1		2							
13601104		1	13601104	2	2	1770		1	35	3	13601104				1		0							
13602104		1	13602104	2	2	1770		1	35	3	13602104				1		0							
13603104		1	13603104	2	2	1770		1	35	3	13603104				1		1							
13604104		1	13604104	2	2	1770		1	35	3	13604104				1		1							
13605104		1	13605104	2	2	1770		1	35	3	13605104				1		0							
13601204		1	13601204	2	2	1770		1	35	3	13601204				1		1							
13602204		1	13602204	2	2	1770		1	35	3	13602204				1		0							
13603204		1	13603204	2	2	1770		1	35	3	13603204				1		2							
13604204		1	13604204	2	2	1770		1	35	3	13604204				1		2							
13605204		1	13605204	2	2	1770		1	35	3	13605204				1		1							
13601304		1	13601304	2	2	1770		1	35	3	13601304				1		0							
13602304		1	13602304	2	2	1770		1	35	3	13602304				1		0							
13603304		1	13603304	2	2	1770		1	35	3	13603304				1		2							
13604304		1	13604304	2	2	1770		1	35	3	13604304				1		2							
13605304		1	13605304	2	2	1770		1	35	3	13605304				1		0							
13601404		1	13601404	2	2	1770		1	35	3	13601404				1		2							
13602404		1	13602404	2	2	1770		1	35	3	13602404				1		1							
13603404		1	13603404	2	2	1770		1	35	3	13603404				1		0							
13604404		1	13604404	2	2	1770		1	35	3	13604404				1		2							
13605404		1	13605404	2	2	1770		1	35	3	13605404				1		1							
13601504		1	13601504	2	2	1770		1	35	3	13601504				1		0							
13602504		1	13602504	2	2	1770		1	35	3	13602504				1		0							
13603504		1	13603504	2	2	1770		1	35	3	13603504				1		2							
13604504		1	13604504	2	2	1770		1	35	3	13604504				1		0							
13605504		1	13605504	2	2	1770		1	35	3	13605504				1		0							
13601105		1	13601105	2	2	2050		1	40	3	13601105				1		0							
13602105		1	13602105	2	2	2050		1	40	3	13602105				1		0							
13603105		1	13603105	2	2	2050		1	40	3	13603105				1		0							
13604105		1	13604105	2	2	2050		1	40	3	13604105				1		0							
13605105		1	13605105	2	2	2050		1	40	3	13605105				1		2							
13601205		1	13601205	2	2	2050		1	40	3	13601205				1		1							
13602205		1	13602205	2	2	2050		1	40	3	13602205				1		1							
