怪物君主id	名字	icon，配置 icon.txt 中的id	1男0女	等级	武将id，关联monster/captain.txt的id						城墙属性，配置属性.txt 中的id，如果没有城墙，可以不配置	城墙固定伤害，如果没有城墙，可以不配置			怪物攻城奖励，奖励给攻城目标	怪物击杀奖励，奖励给击杀者																
12410204	匈奴左翼先锋	junzhu13	1	65	124102041	124102042	124102043	124102044	124102045						12410204																	
12410205	匈奴左翼先锋	junzhu11	1	65	124102051	124102052	124102053	124102054	124102055						12410205																	
12410206	匈奴左翼先锋	junzhu15	1	65	124102061	124102062	124102063	124102064	124102065						12410206																	
12410207	匈奴左翼副将	junzhu11	1	65	124102071	124102072	124102073	124102074	124102075						12410207																	
12410208	匈奴左翼副将	junzhu12	1	65	124102081	124102082	124102083	124102084	124102085						12410208																	
12410209	匈奴左翼副将	junzhu13	1	65	124102091	124102092	124102093	124102094	124102095						12410209																	
12410210	匈奴左翼大将	junzhu11	1	65	124102101	124102102	124102103	124102104	124102105						12410210																	
12410301	匈奴精英先锋	junzhu14	1	65	124103011	124103012	124103013	124103014	124103015						12410301																	
12410302	匈奴精英先锋	junzhu15	1	65	124103021	124103022	124103023	124103024	124103025						12410302																	
12410303	匈奴精英先锋	junzhu11	1	65	124103031	124103032	124103033	124103034	124103035						12410303																	
12410304	匈奴精英先锋	junzhu11	1	65	124103041	124103042	124103043	124103044	124103045						12410304																	
12410305	匈奴精英先锋	junzhu14	1	65	124103051	124103052	124103053	124103054	124103055						12410305																	
12410306	匈奴精英先锋	junzhu14	1	65	124103061	124103062	124103063	124103064	124103065						12410306																	
12410307	匈奴精英副将	junzhu12	1	65	124103071	124103072	124103073	124103074	124103075						12410307																	
12410308	匈奴精英副将	junzhu13	1	65	124103081	124103082	124103083	124103084	124103085						12410308																	
12410309	匈奴精英副将	junzhu13	1	65	124103091	124103092	124103093	124103094	124103095						12410309																	
12410310	匈奴精英大将	junzhu14	1	65	124103101	124103102	124103103	124103104	124103105						12410310																	
12410401	匈奴主力先锋	junzhu13	1	65	124104011	124104012	124104013	124104014	124104015						12410401																	
12410402	匈奴主力先锋	junzhu13	1	65	124104021	124104022	124104023	124104024	124104025						12410402																	
12410403	匈奴主力先锋	junzhu13	1	65	124104031	124104032	124104033	124104034	124104035						12410403																	
12410404	匈奴主力先锋	junzhu13	1	65	124104041	124104042	124104043	124104044	124104045						12410404																	
12410405	匈奴主力先锋	junzhu12	1	65	124104051	124104052	124104053	124104054	124104055						12410405																	
12410406	匈奴主力先锋	junzhu15	1	65	124104061	124104062	124104063	124104064	124104065						12410406																	
12410407	匈奴主力副将	junzhu15	1	65	124104071	124104072	124104073	124104074	124104075						12410407																	
12410408	匈奴主力副将	junzhu13	1	65	124104081	124104082	124104083	124104084	124104085						12410408																	
12410409	匈奴主力副将	junzhu11	1	65	124104091	124104092	124104093	124104094	124104095						12410409																	
12410410	匈奴主力大将	junzhu14	1	65	124104101	124104102	124104103	124104104	124104105						12410410																	
12410501	匈奴大单于先锋	junzhu15	1	65	124105011	124105012	124105013	124105014	124105015						12410501																	
12410502	匈奴大单于先锋	junzhu12	1	65	124105021	124105022	124105023	124105024	124105025						12410502																	
12410503	匈奴大单于先锋	junzhu15	1	65	124105031	124105032	124105033	124105034	124105035						12410503																	
12410504	匈奴大单于先锋	junzhu15	1	65	124105041	124105042	124105043	124105044	124105045						12410504																	
12410505	匈奴大单于先锋	junzhu11	1	65	124105051	124105052	124105053	124105054	124105055						12410505																	
12410506	匈奴大单于先锋	junzhu15	1	65	124105061	124105062	124105063	124105064	124105065						12410506																	
12410507	匈奴大单于副将	junzhu14	1	65	124105071	124105072	124105073	124105074	124105075						12410507																	
12410508	匈奴大单于副将	junzhu12	1	65	124105081	124105082	124105083	124105084	124105085						12410508																	
12410509	匈奴大单于副将	junzhu11	1	65	124105091	124105092	124105093	124105094	124105095						12410509																	
12410510	匈奴大单于大将	junzhu12	1	65	124105101	124105102	124105103	124105104	124105105						12410510																	
																																
12401601	十夫长护卫军	junzhu13	1	20	124016011	124016012	124016013	124016014	124016015							12401601																
12401602	十夫长护卫军	junzhu13	1	20	124016021	124016022	124016023	124016024	124016025							12401602																
12401603	十夫长护卫军	junzhu12	1	20	124016031	124016032	124016033	124016034	124016035							12401603																
12401604	十夫长护卫军	junzhu15	1	20	124016041	124016042	124016043	124016044	124016045							12401604																
12401605	十夫长护卫军	junzhu11	1	20	124016011	124016012	124016013	124016014	124016015							12401605																
12401606	十夫长护卫军	junzhu14	1	20	124016021	124016022	124016023	124016024	124016025							12401606																
12401607	十夫长护卫军	junzhu12	1	20	124016031	124016032	124016033	124016034	124016035							12401607																
12401608	十夫长护卫军	junzhu13	1	20	124016041	124016042	124016043	124016044	124016045							12401608																
12401609	十夫长护卫军	junzhu15	1	20	124016011	124016012	124016013	124016014	124016015							12401609																
12401610	十夫长护卫军	junzhu14	1	20	124016021	124016022	124016023	124016024	124016025							12401610																
12401611	十夫长护卫军	junzhu12	1	20	124016031	124016032	124016033	124016034	124016035							12401611																
12401612	十夫长护卫军	junzhu14	1	20	124016041	124016042	124016043	124016044	124016045							12401612																
12401613	十夫长护卫军	junzhu13	1	20	124016011	124016012	124016013	124016014	124016015							12401613																
12401614	十夫长护卫军	junzhu13	1	20	124016021	124016022	124016023	124016024	124016025							12401614																
12401615	匈奴十夫长	junzhu15	1	20	124016051	124016052	124016053	124016054	124016055							12401615																
12402601	百夫长护卫军	junzhu13	1	25	124026011	124026012	124026013	124026014	124026015							12402601																
12402602	百夫长护卫军	junzhu15	1	25	124026021	124026022	124026023	124026024	124026025							12402602																
12402603	百夫长护卫军	junzhu11	1	25	124026031	124026032	124026033	124026034	124026035							12402603																
12402604	百夫长护卫军	junzhu12	1	25	124026041	124026042	124026043	124026044	124026045							12402604																
12402605	百夫长护卫军	junzhu11	1	25	124026011	124026012	124026013	124026014	124026015							12402605																
12402606	百夫长护卫军	junzhu15	1	25	124026021	124026022	124026023	124026024	124026025							12402606																
12402607	百夫长护卫军	junzhu11	1	25	124026031	124026032	124026033	124026034	124026035							12402607																
12402608	百夫长护卫军	junzhu14	1	25	124026041	124026042	124026043	124026044	124026045							12402608																
12402609	百夫长护卫军	junzhu12	1	25	124026011	124026012	124026013	124026014	124026015							12402609																
12402610	百夫长护卫军	junzhu12	1	25	124026021	124026022	124026023	124026024	124026025							12402610																
12402611	百夫长护卫军	junzhu11	1	25	124026031	124026032	124026033	124026034	124026035							12402611																
12402612	百夫长护卫军	junzhu12	1	25	124026041	124026042	124026043	124026044	124026045							12402612																
12402613	百夫长护卫军	junzhu15	1	25	124026011	124026012	124026013	124026014	124026015							12402613																
12402614	百夫长护卫军	junzhu13	1	25	124026021	124026022	124026023	124026024	124026025							12402614																
12402615	匈奴百夫长	junzhu11	1	25	124026051	124026052	124026053	124026054	124026055							12402615																
12403601	千夫长护卫军	junzhu15	1	30	124036011	124036012	124036013	124036014	124036015							12403601																
12403602	千夫长护卫军	junzhu11	1	30	124036021	124036022	124036023	124036024	124036025							12403602																
12403603	千夫长护卫军	junzhu12	1	30	124036031	124036032	124036033	124036034	124036035							12403603																
12403604	千夫长护卫军	junzhu13	1	30	124036041	124036042	124036043	124036044	124036045							12403604																
12403605	千夫长护卫军	junzhu11	1	30	124036011	124036012	124036013	124036014	124036015							12403605																
12403606	千夫长护卫军	junzhu14	1	30	124036021	124036022	124036023	124036024	124036025							12403606																
12403607	千夫长护卫军	junzhu15	1	30	124036031	124036032	124036033	124036034	124036035							12403607																
12403608	千夫长护卫军	junzhu11	1	30	124036041	124036042	124036043	124036044	124036045							12403608																
12403609	千夫长护卫军	junzhu11	1	30	124036011	124036012	124036013	124036014	124036015							12403609																
12403610	千夫长护卫军	junzhu14	1	30	124036021	124036022	124036023	124036024	124036025							12403610																
12403611	千夫长护卫军	junzhu14	1	30	124036031	124036032	124036033	124036034	124036035							12403611																
12403612	千夫长护卫军	junzhu12	1	30	124036041	124036042	124036043	124036044	124036045							12403612																
12403613	千夫长护卫军	junzhu13	1	30	124036011	124036012	124036013	124036014	124036015							12403613																
12403614	千夫长护卫军	junzhu13	1	30	124036021	124036022	124036023	124036024	124036025							12403614																
12403615	匈奴千夫长	junzhu14	1	30	124036051	124036052	124036053	124036054	124036055							12403615																
12404601	万夫长护卫军	junzhu13	1	35	124046011	124046012	124046013	124046014	124046015							12404601																
12404602	万夫长护卫军	junzhu13	1	35	124046021	124046022	124046023	124046024	124046025							12404602																
12404603	万夫长护卫军	junzhu13	1	35	124046031	124046032	124046033	124046034	124046035							12404603																
12404604	万夫长护卫军	junzhu13	1	35	124046041	124046042	124046043	124046044	124046045							12404604																
12404605	万夫长护卫军	junzhu12	1	35	124046011	124046012	124046013	124046014	124046015							12404605																
12404606	万夫长护卫军	junzhu15	1	35	124046021	124046022	124046023	124046024	124046025							12404606																
12404607	万夫长护卫军	junzhu15	1	35	124046031	124046032	124046033	124046034	124046035							12404607																
12404608	万夫长护卫军	junzhu13	1	35	124046041	124046042	124046043	124046044	124046045							12404608																
12404609	万夫长护卫军	junzhu11	1	35	124046011	124046012	124046013	124046014	124046015							12404609																
12404610	万夫长护卫军	junzhu14	1	35	124046021	124046022	124046023	124046024	124046025							12404610																
12404611	万夫长护卫军	junzhu15	1	35	124046031	124046032	124046033	124046034	124046035							12404611																
12404612	万夫长护卫军	junzhu12	1	35	124046041	124046042	124046043	124046044	124046045							12404612																
12404613	万夫长护卫军	junzhu15	1	35	124046011	124046012	124046013	124046014	124046015							12404613																
12404614	万夫长护卫军	junzhu15	1	35	124046021	124046022	124046023	124046024	124046025							12404614																
12404615	匈奴万夫长	junzhu11	1	35	124046051	124046052	124046053	124046054	124046055							12404615																
12405601	骨都侯护卫军	junzhu15	1	40	124056011	124056012	124056013	124056014	124056015							12405601																
12405602	骨都侯护卫军	junzhu14	1	40	124056021	124056022	124056023	124056024	124056025							12405602																
12405603	骨都侯护卫军	junzhu12	1	40	124056031	124056032	124056033	124056034	124056035							12405603																
12405604	骨都侯护卫军	junzhu11	1	40	124056041	124056042	124056043	124056044	124056045							12405604																
12405605	骨都侯护卫军	junzhu12	1	40	124056011	124056012	124056013	124056014	124056015							12405605																
12405606	骨都侯护卫军	junzhu13	1	40	124056021	124056022	124056023	124056024	124056025							12405606																
12405607	骨都侯护卫军	junzhu13	1	40	124056031	124056032	124056033	124056034	124056035							12405607																
12405608	骨都侯护卫军	junzhu12	1	40	124056041	124056042	124056043	124056044	124056045							12405608																
12405609	骨都侯护卫军	junzhu15	1	40	124056011	124056012	124056013	124056014	124056015							12405609																
12405610	骨都侯护卫军	junzhu11	1	40	124056021	124056022	124056023	124056024	124056025							12405610																
12405611	骨都侯护卫军	junzhu14	1	40	124056031	124056032	124056033	124056034	124056035							12405611																
12405612	骨都侯护卫军	junzhu12	1	40	124056041	124056042	124056043	124056044	124056045							12405612																
12405613	骨都侯护卫军	junzhu13	1	40	124056011	124056012	124056013	124056014	124056015							12405613																
12405614	骨都侯护卫军	junzhu15	1	40	124056021	124056022	124056023	124056024	124056025							12405614																
12405615	匈奴骨都侯	junzhu14	1	40	124056051	124056052	124056053	124056054	124056055							12405615																
12406601	大当户护卫军	junzhu12	1	45	124066011	124066012	124066013	124066014	124066015							12406601																
12406602	大当户护卫军	junzhu14	1	45	124066021	124066022	124066023	124066024	124066025							12406602																
12406603	大当户护卫军	junzhu13	1	45	124066031	124066032	124066033	124066034	124066035							12406603																
12406604	大当户护卫军	junzhu13	1	45	124066041	124066042	124066043	124066044	124066045							12406604																
12406605	大当户护卫军	junzhu15	1	45	124066011	124066012	124066013	124066014	124066015							12406605																
12406606	大当户护卫军	junzhu13	1	45	124066021	124066022	124066023	124066024	124066025							12406606																
12406607	大当户护卫军	junzhu15	1	45	124066031	124066032	124066033	124066034	124066035							12406607																
12406608	大当户护卫军	junzhu11	1	45	124066041	124066042	124066043	124066044	124066045							12406608																
12406609	大当户护卫军	junzhu12	1	45	124066011	124066012	124066013	124066014	124066015							12406609																
12406610	大当户护卫军	junzhu11	1	45	124066021	124066022	124066023	124066024	124066025							12406610																
12406611	大当户护卫军	junzhu15	1	45	124066031	124066032	124066033	124066034	124066035							12406611																
12406612	大当户护卫军	junzhu11	1	45	124066041	124066042	124066043	124066044	124066045							12406612																
12406613	大当户护卫军	junzhu14	1	45	124066011	124066012	124066013	124066014	124066015							12406613																
12406614	大当户护卫军	junzhu12	1	45	124066021	124066022	124066023	124066024	124066025							12406614																
12406615	匈奴大当户	junzhu12	1	45	124066051	124066052	124066053	124066054	124066055							12406615																
12407601	谷蠡王护卫军	junzhu11	1	50	124076011	124076012	124076013	124076014	124076015							12407601																
12407602	谷蠡王护卫军	junzhu12	1	50	124076021	124076022	124076023	124076024	124076025							12407602																
12407603	谷蠡王护卫军	junzhu15	1	50	124076031	124076032	124076033	124076034	124076035							12407603																
12407604	谷蠡王护卫军	junzhu13	1	50	124076041	124076042	124076043	124076044	124076045							12407604																
12407605	谷蠡王护卫军	junzhu11	1	50	124076011	124076012	124076013	124076014	124076015							12407605																
12407606	谷蠡王护卫军	junzhu15	1	50	124076021	124076022	124076023	124076024	124076025							12407606																
12407607	谷蠡王护卫军	junzhu11	1	50	124076031	124076032	124076033	124076034	124076035							12407607																
12407608	谷蠡王护卫军	junzhu12	1	50	124076041	124076042	124076043	124076044	124076045							12407608																
12407609	谷蠡王护卫军	junzhu13	1	50	124076011	124076012	124076013	124076014	124076015							12407609																
12407610	谷蠡王护卫军	junzhu11	1	50	124076021	124076022	124076023	124076024	124076025							12407610																
12407611	谷蠡王护卫军	junzhu14	1	50	124076031	124076032	124076033	124076034	124076035							12407611																
12407612	谷蠡王护卫军	junzhu15	1	50	124076041	124076042	124076043	124076044	124076045							12407612																
12407613	谷蠡王护卫军	junzhu11	1	50	124076011	124076012	124076013	124076014	124076015							12407613																
12407614	谷蠡王护卫军	junzhu11	1	50	124076021	124076022	124076023	124076024	124076025							12407614																
12407615	匈奴谷蠡王	junzhu14	1	50	124076051	124076052	124076053	124076054	124076055							12407615																
12408601	右贤王护卫军	junzhu14	1	55	124086011	124086012	124086013	124086014	124086015							12408601																
12408602	右贤王护卫军	junzhu12	1	55	124086021	124086022	124086023	124086024	124086025							12408602																
12408603	右贤王护卫军	junzhu13	1	55	124086031	124086032	124086033	124086034	124086035							12408603																
12408604	右贤王护卫军	junzhu13	1	55	124086041	124086042	124086043	124086044	124086045							12408604																
12408605	右贤王护卫军	junzhu14	1	55	124086011	124086012	124086013	124086014	124086015							12408605																
12408606	右贤王护卫军	junzhu13	1	55	124086021	124086022	124086023	124086024	124086025							12408606																
12408607	右贤王护卫军	junzhu13	1	55	124086031	124086032	124086033	124086034	124086035							12408607																
12408608	右贤王护卫军	junzhu13	1	55	124086041	124086042	124086043	124086044	124086045							12408608																
12408609	右贤王护卫军	junzhu13	1	55	124086011	124086012	124086013	124086014	124086015							12408609																
12408610	右贤王护卫军	junzhu12	1	55	124086021	124086022	124086023	124086024	124086025							12408610																
12408611	右贤王护卫军	junzhu15	1	55	124086031	124086032	124086033	124086034	124086035							12408611																
12408612	右贤王护卫军	junzhu15	1	55	124086041	124086042	124086043	124086044	124086045							12408612																
12408613	右贤王护卫军	junzhu13	1	55	124086011	124086012	124086013	124086014	124086015							12408613																
12408614	右贤王护卫军	junzhu11	1	55	124086021	124086022	124086023	124086024	124086025							12408614																
12408615	匈奴右贤王	junzhu14	1	55	124086051	124086052	124086053	124086054	124086055							12408615																
12409601	左贤王护卫军	junzhu15	1	60	124096011	124096012	124096013	124096014	124096015							12409601																
12409602	左贤王护卫军	junzhu12	1	60	124096021	124096022	124096023	124096024	124096025							12409602																
12409603	左贤王护卫军	junzhu15	1	60	124096031	124096032	124096033	124096034	124096035							12409603																
12409604	左贤王护卫军	junzhu15	1	60	124096041	124096042	124096043	124096044	124096045							12409604																
12409605	左贤王护卫军	junzhu11	1	60	124096011	124096012	124096013	124096014	124096015							12409605																
12409606	左贤王护卫军	junzhu15	1	60	124096021	124096022	124096023	124096024	124096025							12409606																
12409607	左贤王护卫军	junzhu14	1	60	124096031	124096032	124096033	124096034	124096035							12409607																
12409608	左贤王护卫军	junzhu12	1	60	124096041	124096042	124096043	124096044	124096045							12409608																
12409609	左贤王护卫军	junzhu11	1	60	124096011	124096012	124096013	124096014	124096015							12409609																
12409610	左贤王护卫军	junzhu12	1	60	124096021	124096022	124096023	124096024	124096025							12409610																
12409611	左贤王护卫军	junzhu13	1	60	124096031	124096032	124096033	124096034	124096035							12409611																
12409612	左贤王护卫军	junzhu12	1	60	124096041	124096042	124096043	124096044	124096045							12409612																
12409613	左贤王护卫军	junzhu15	1	60	124096011	124096012	124096013	124096014	124096015							12409613																
12409614	左贤王护卫军	junzhu15	1	60	124096021	124096022	124096023	124096024	124096025							12409614																
12409615	匈奴左贤王	junzhu13	1	60	124096051	124096052	124096053	124096054	124096055							12409615																
12410601	大单于护卫军	junzhu11	1	65	124106011	124106012	124106013	124106014	124106015							12410601																
12410602	大单于护卫军	junzhu14	1	65	124106021	124106022	124106023	124106024	124106025							12410602																
12410603	大单于护卫军	junzhu15	1	65	124106031	124106032	124106033	124106034	124106035							12410603																
12410604	大单于护卫军	junzhu12	1	65	124106041	124106042	124106043	124106044	124106045							12410604																
12410605	大单于护卫军	junzhu15	1	65	124106011	124106012	124106013	124106014	124106015							12410605																
12410606	大单于护卫军	junzhu15	1	65	124106021	124106022	124106023	124106024	124106025							12410606																
12410607	大单于护卫军	junzhu11	1	65	124106031	124106032	124106033	124106034	124106035							12410607																
12410608	大单于护卫军	junzhu15	1	65	124106041	124106042	124106043	124106044	124106045							12410608																
12410609	大单于护卫军	junzhu14	1	65	124106011	124106012	124106013	124106014	124106015							12410609																
12410610	大单于护卫军	junzhu12	1	65	124106021	124106022	124106023	124106024	124106025							12410610																
12410611	大单于护卫军	junzhu11	1	65	124106031	124106032	124106033	124106034	124106035							12410611																
12410612	大单于护卫军	junzhu12	1	65	124106041	124106042	124106043	124106044	124106045							12410612																
12410613	大单于护卫军	junzhu15	1	65	124106011	124106012	124106013	124106014	124106015							12410613																
12410614	大单于护卫军	junzhu13	1	65	124106021	124106022	124106023	124106024	124106025							12410614																
12410615	匈奴大单于	junzhu11	1	65	124106051	124106052	124106053	124106054	124106055							12410615																
																																
12001010	小卒侍从	junzhu1	1	10	10501001	10502001	10503001	10504001	10505001																							
12001020	小卒精英	junzhu7	1	10	10501002	10502002	10503002	10504002	10505002																							
12001030	小卒队长	junzhu1	1	10	10501003	10502003	10503003	10504003	10505003																							
12001040	小卒统领	junzhu3	0	10	10501004	10502004	10503004	10504004	10505004																							
12001050	小卒侍从	junzhu1	1	10	10501005	10502005	10503005	10504005	10505005																							
12001060	小卒精英	junzhu5	1	10	10501006	10502006	10503006	10504006	10505006																							
12001070	小卒队长	junzhu7	0	10	10501007	10502007	10503007	10504007	10505007																							
12001080	小卒统领	junzhu3	0	10	10501008	10502008	10503008	10504008	10505008																							
12002010	步兵侍从	junzhu7	1	15	10501013	10502013	10503013	10504013	10505013																							
12002020	步兵精英	junzhu10	0	15	10501014	10502014	10503014	10504014	10505014																							
12002030	步兵队长	junzhu4	0	15	10501015	10502015	10503015	10504015	10505015																							
12002040	步兵统领	junzhu1	1	15	10501016	10502016	10503016	10504016	10505016																							
12002050	步兵侍从	junzhu3	1	15	10501017	10502017	10503017	10504017	10505017																							
12002060	步兵精英	junzhu2	0	15	10501018	10502018	10503018	10504018	10505018																							
12002070	步兵队长	junzhu6	1	15	10501019	10502019	10503019	10504019	10505019																							
12002080	步兵统领	junzhu6	0	15	10501020	10502020	10503020	10504020	10505020																							
12003010	骑士侍从	junzhu3	1	20	10501023	10502023	10503023	10504023	10505023																							
12003020	骑士精英	junzhu2	1	20	10501024	10502024	10503024	10504024	10505024																							
12003030	骑士队长	junzhu2	1	20	10501025	10502025	10503025	10504025	10505025																							
12003040	骑士统领	junzhu8	1	20	10501026	10502026	10503026	10504026	10505026																							
12003050	骑士侍从	junzhu5	1	20	10501027	10502027	10503027	10504027	10505027																							
12003060	骑士精英	junzhu6	1	20	10501028	10502028	10503028	10504028	10505028																							
12003070	骑士队长	junzhu4	1	20	10501029	10502029	10503029	10504029	10505029																							
12003080	骑士统领	junzhu8	0	20	10501030	10502030	10503030	10504030	10505030																							
12004010	禁卫侍从	junzhu2	1	25	10501032	10502032	10503032	10504032	10505032																							
12004020	禁卫精英	junzhu6	0	25	10501033	10502033	10503033	10504033	10505033																							
12004030	禁卫队长	junzhu5	1	25	10501034	10502034	10503034	10504034	10505034																							
12004040	禁卫统领	junzhu8	1	25	10501035	10502035	10503035	10504035	10505035																							
12004050	禁卫侍从	junzhu9	1	25	10501032	10502032	10503032	10504032	10505032																							
12004060	禁卫精英	junzhu4	1	25	10501033	10502033	10503033	10504033	10505033																							
12004070	禁卫队长	junzhu8	1	25	10501034	10502034	10503034	10504034	10505034																							
12004080	禁卫统领	junzhu3	1	25	10501035	10502035	10503035	10504035	10505035																							
12005010	先锋侍从	junzhu2	1	30	10501037	10502037	10503037	10504037	10505037																							
12005020	先锋精英	junzhu7	0	30	10501038	10502038	10503038	10504038	10505038																							
12005030	先锋队长	junzhu3	1	30	10501039	10502039	10503039	10504039	10505039																							
12005040	先锋统领	junzhu10	1	30	10501040	10502040	10503040	10504040	10505040																							
12005050	先锋侍从	junzhu9	1	30	10501037	10502037	10503037	10504037	10505037																							
12005060	先锋精英	junzhu10	1	30	10501038	10502038	10503038	10504038	10505038																							
12005070	先锋队长	junzhu3	1	30	10501039	10502039	10503039	10504039	10505039																							
12005080	先锋统领	junzhu7	1	30	10501040	10502040	10503040	10504040	10505040																							
12006010	小城将军	junzhu4	1	35	10501042	10502042	10503042	10504042	10505042																							
12006020	重镇将军	junzhu8	1	35	10501043	10502043	10503043	10504043	10505043																							
12006030	都城将军	junzhu3	1	35	10501044	10502044	10503044	10504044	10505044																							
12006040	将军霸主	junzhu2	1	35	10501045	10502045	10503045	10504045	10505045																							
12006050	边关将军	junzhu7	1	35	10501042	10502042	10503042	10504042	10505042																							
12006060	护城将军	junzhu3	1	35	10501043	10502043	10503043	10504043	10505043																							
12006070	国都将军	junzhu10	1	35	10501044	10502044	10503044	10504044	10505044																							
12006080	大将军	junzhu9	1	35	10501045	10502045	10503045	10504045	10505045																							
12007010	小城元帅	junzhu10	1	40	10501046	10502046	10503046	10504046	10505046																							
12007020	重镇元帅	junzhu3	1	40	10501047	10502047	10503047	10504047	10505047																							
12007030	都城元帅	junzhu7	1	40	10501046	10502046	10503046	10504046	10505046																							
12007040	元帅霸主	junzhu4	1	40	10501047	10502047	10503047	10504047	10505047																							
12007050	小城元帅	junzhu8	1	40	10501046	10502046	10503046	10504046	10505046																							
12007060	重镇元帅	junzhu3	1	40	10501047	10502047	10503047	10504047	10505047																							
12007070	都城元帅	junzhu2	1	40	10501046	10502046	10503046	10504046	10505046																							
12007080	元帅霸主	junzhu7	1	40	10501047	10502047	10503047	10504047	10505047																							
12008010	小城诸侯	junzhu3	1	45	10501049	10502049	10503049	10504049	10505049																							
12008020	重镇诸侯	junzhu10	1	45	10501050	10502050	10503050	10504050	10505050																							
12008030	都城诸侯	junzhu9	1	45	10501049	10502049	10503049	10504049	10505049																							
12008040	诸侯霸主	junzhu10	1	45	10501050	10502050	10503050	10504050	10505050																							
12008050	小城诸侯	junzhu3	1	45	10501049	10502049	10503049	10504049	10505049																							
12008060	重镇诸侯	junzhu7	1	45	10501050	10502050	10503050	10504050	10505050																							
12008070	都城诸侯	junzhu3	1	45	10501049	10502049	10503049	10504049	10505049																							
12008080	诸侯霸主	junzhu7	1	45	10501050	10502050	10503050	10504050	10505050																							
																																
12800001	守卫士卒	junzhu1	1	10	9010209	9020209	9030209	9040209	9050209																							
12800002	守卫精英	junzhu2	1	20	12801002	12802002	12803002	12804002	12805002																							
12800003	守卫队长	junzhu3	1	30	12801003	12802003	12803003	12804003	12805003																							
12800004	守卫大将	junzhu4	1	40	12801004	12802004	12803004	12804004	12805004																							
12800005	守卫统领	junzhu5	1	50	12801005	12802005	12803005	12804005	12805005																							
																																
105000401	40层密室守将1	junzhu1	1	40	105010401	105020401	105030401	105040401	105050401																							
105000402	40层密室守将2	junzhu7	1	40	105010402	105020402	105030402	105040402	105050402																							
105000403	40层密室守将3	junzhu1	1	40	105010403	105020403	105030403	105040403	105050403																							
105000404	40层密室守将4	junzhu3	1	40	105010404	105020404	105030404	105040404	105050404																							
105000405	40层密室守将5	junzhu1	1	40	105010405	105020405	105030405	105040405	105050405																							
105000406	40层密室守将6	junzhu5	1	40	105010406	105020406	105030406	105040406	105050406																							
105000407	40层密室守将7	junzhu7	1	40	105010407	105020407	105030407	105040407	105050407																							
105000601	60层密室守将1	junzhu3	1	60	105010601	105020601	105030601	105040601	105050601																							
105000602	60层密室守将2	junzhu7	1	60	105010602	105020602	105030602	105040602	105050602																							
105000603	60层密室守将3	junzhu10	1	60	105010603	105020603	105030603	105040603	105050603																							
105000604	60层密室守将4	junzhu4	1	60	105010604	105020604	105030604	105040604	105050604																							
105000605	60层密室守将5	junzhu1	1	60	105010605	105020605	105030605	105040605	105050605																							
105000606	60层密室守将6	junzhu3	1	60	105010606	105020606	105030606	105040606	105050606																							
105000607	60层密室守将7	junzhu2	1	60	105010607	105020607	105030607	105040607	105050607																							
105000608	60层密室守将8	junzhu6	1	60	105010608	105020608	105030608	105040608	105050608																							
105000609	60层密室守将9	junzhu6	1	60	105010609	105020609	105030609	105040609	105050609																							
105000801	80层密室守将1	junzhu3	1	80	105010801	105020801	105030801	105040801	105050801																							
105000802	80层密室守将2	junzhu2	1	80	105010802	105020802	105030802	105040802	105050802																							
105000803	80层密室守将3	junzhu2	1	80	105010803	105020803	105030803	105040803	105050803																							
105000804	80层密室守将4	junzhu8	1	80	105010804	105020804	105030804	105040804	105050804																							
105000805	80层密室守将5	junzhu5	1	80	105010805	105020805	105030805	105040805	105050805																							
105000806	80层密室守将6	junzhu6	1	80	105010806	105020806	105030806	105040806	105050806																							
105000807	80层密室守将7	junzhu4	1	80	105010807	105020807	105030807	105040807	105050807																							
105000808	80层密室守将8	junzhu8	1	80	105010808	105020808	105030808	105040808	105050808																							
105000809	80层密室守将9	junzhu2	1	80	105010809	105020809	105030809	105040809	105050809																							
105000810	80层密室守将10	junzhu6	1	80	105010810	105020810	105030810	105040810	105050810																							
105000811	80层密室守将11	junzhu5	1	80	105010811	105020811	105030811	105040811	105050811																							
105000812	80层密室守将12	junzhu8	1	80	105010812	105020812	105030812	105040812	105050812																							
105001001	100层密室守将1	junzhu9	1	100	105011001	105021001	105031001	105041001	105051001																							
105001002	100层密室守将2	junzhu4	1	100	105011002	105021002	105031002	105041002	105051002																							
105001003	100层密室守将3	junzhu8	1	100	105011003	105021003	105031003	105041003	105051003																							
105001004	100层密室守将4	junzhu3	1	100	105011004	105021004	105031004	105041004	105051004																							
105001005	100层密室守将5	junzhu2	1	100	105011005	105021005	105031005	105041005	105051005																							
105001006	100层密室守将6	junzhu7	1	100	105011006	105021006	105031006	105041006	105051006																							
105001007	100层密室守将7	junzhu3	1	100	105011007	105021007	105031007	105041007	105051007																							
105001008	100层密室守将8	junzhu10	1	100	105011008	105021008	105031008	105041008	105051008																							
105001009	100层密室守将9	junzhu9	1	100	105011009	105021009	105031009	105041009	105051009																							
105001010	100层密室守将10	junzhu10	1	100	105011010	105021010	105031010	105041010	105051010																							
105001011	100层密室守将11	junzhu3	1	100	105011011	105021011	105031011	105041011	105051011																							
105001012	100层密室守将12	junzhu7	1	100	105011012	105021012	105031012	105041012	105051012																							
																																
12901001	县城先锋	junzhu5	1	40	129010011	129010012	129010013	129010014	129010015																							
12901002	县城先锋	junzhu4	1	40	129010021	129010022	129010023	129010024	129010025																							
